targetid,raceid,driverid,win
11124,179,44,0
12134,110,14,0
53449,641,224,0
45371,816,431,0
18957,371,114,0
52616,683,364,0
46237,795,538,0
18228,357,162,0
66244,263,108,0
50015,752,403,0
47408,783,514,0
52064,807,496,0
53650,671,364,0
48447,731,456,0
13144,67,34,0
51688,803,671,0
16089,327,90,0
44392,821,734,0
53106,665,353,0
12441,91,18,0
65573,882,824,0
49608,775,551,0
57736,542,209,0
20278,415,163,0
1607,89,13,0
48402,729,427,0
44439,822,717,0
17484,316,110,0
19711,396,137,1
11194,182,69,0
52864,689,377,0
64433,844,1,0
11848,129,31,0
59297,509,163,0
20896,432,176,0
50232,754,482,0
18303,359,133,0
64863,858,816,0
63908,343,20,0
22407,476,195,0
46671,787,583,0
9669,286,88,0
44830,810,673,0
54008,622,305,0
5200,232,71,1
9650,286,102,0
5234,233,30,0
58956,499,206,0
16071,326,92,0
55760,601,315,0
66551,271,107,0
58135,554,222,0
53888,677,381,0
46473,798,593,0
17669,2,5,0
49224,770,509,0
55196,617,313,0
17410,314,142,0
57323,532,242,0
56350,587,289,0
58727,521,207,0
4591,205,22,0
12001,136,56,0
51257,704,419,0
12430,90,11,0
21967,464,186,0
20884,432,94,0
56182,583,289,0
1508,85,23,0
22018,465,158,0
65854,894,154,0
66243,263,107,0
58278,556,212,0
10267,244,57,0
46938,791,513,0
19865,401,119,0
57726,542,119,0
47233,781,578,0
18079,14,6,0
141,25,7,0
61957,756,475,0
53781,675,235,0
21011,436,177,0
13806,45,8,0
45300,816,649,0
66395,267,78,0
67131,930,18,0
