qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
1177,78,40,18,20,19,1:19.574,,
3864,113,31,3,3,3,1:09.391,,
1250,82,23,7,17,12,1:15.689,,
5087,865,17,9,2,2,1:16.013,1:15.035,1:14.381
1462,140,22,6,2,2,1:31.749,,
5682,891,821,15,12,21,2:04.324,,
624,47,25,3,17,14,1:28.360,1:28.390,
85,21,21,10,21,19,1:22.516,,
5122,866,817,5,16,14,1:15.552,1:15.078,
7027,963,835,4,30,19,1:35.999,,
7325,978,807,4,27,6,1:39.201,1:29.340,1:28.856
590,46,1,1,2,2,1:19.570,1:19.301,1:19.781
3828,111,35,16,16,7,1:23.160,,
4445,72,23,7,17,5,1:33.106,1:35.901,
4977,860,4,6,5,12,1:26.688,1:26.494,
6109,910,13,3,19,6,1:26.592,1:24.030,1:24.223
7309,977,832,5,55,10,1:05.675,1:05.544,1:05.726
6743,950,825,4,20,17,1:38.673,,
3742,354,13,6,7,9,1:19.778,1:19.200,1:17.101
6000,905,818,5,25,7,1:17.557,1:17.657,1:17.540
4929,858,815,15,17,11,1:41.311,1:40.874,
1597,175,21,22,9,7,1:32.540,,
1157,77,39,17,19,19,1:36.192,,
5422,879,13,6,6,5,1:16.263,1:14.048,1:12.987
2916,270,57,1,7,9,1:24.122,,
7137,968,839,209,31,20,1:42.286,,
3325,17,21,6,3,20,1:42.184,,
1493,156,44,16,9,13,1:13.122,,
3452,342,30,131,3,7,1:15.649,1:14.691,1:14.590
613,47,8,6,6,3,1:27.294,1:26.902,1:27.546
6403,930,829,209,28,19,1:31.200,,
5075,864,807,10,12,14,1:23.720,1:23.177,
5033,862,808,207,21,20,1:38.677,,
3665,351,18,1,1,4,1:48.032,1:46.490,1:45.944
645,48,25,3,17,13,1:23.739,1:23.209,
7380,981,1,131,44,1,1:36.009,1:34.660,1:35.554
1498,156,35,16,10,18,1:14.012,,
459,40,13,6,5,3,1:16.786,1:16.034,1:15.967
6572,940,815,10,11,9,1:35.001,1:34.174,
1869,209,57,1,9,17,1:28.135,,
192,27,15,7,11,4,1:15.560,1:15.122,1:16.191
6187,913,813,208,13,18,1:49.063,,
2527,254,56,17,15,6,1:15.354,,
2913,270,77,6,28,6,1:23.677,,
3140,8,2,2,6,15,1:19.559,1:19.448,
6816,954,3,131,6,2,1:13.714,1:13.094,1:12.874
3414,340,37,15,22,17,1:37.050,1:37.020,
6802,953,4,1,14,10,1:15.504,1:15.107,1:15.363
4167,94,44,7,17,7,1:16.313,,
3290,16,8,6,4,5,1:23.047,1:21.378,1:20.168
7118,968,1,131,44,1,1:39.487,1:39.382,1:38.755
515,42,22,11,8,15,1:13.203,1:13.201,
4668,846,155,15,16,13,1:16.513,1:15.973,
2827,266,65,32,12,24,1:22.705,,
373,36,9,2,10,5,1:26.696,1:25.882,1:27.347
3161,9,9,2,5,16,1:32.190,,
2851,267,100,33,20,22,2:28.156,,
3634,349,29,164,20,21,2:03.941,,
3357,338,22,3,9,8,1:25.702,1:25.085,1:25.217
6208,914,813,208,13,17,1:35.917,,
4264,99,18,16,9,4,1:13.995,,
488,41,15,7,12,10,1:17.324,1:16.600,1:17.747
5060,863,10,206,24,23,1:37.905,,
7268,975,839,10,31,9,1:13.520,1:13.320,1:13.135
5882,901,1,131,44,1,1:57.202,1:59.041,1:59.431
3564,346,812,164,20,23,1:36.576,,
663,49,5,4,4,9,1:46.971,1:46.240,1:48.505
1459,125,17,18,23,21,1:39.454,,
5394,878,20,9,1,1,1:36.558,1:35.796,1:35.657
1276,83,39,17,19,18,1:25.057,,
6516,937,828,15,9,13,1:49.523,1:49.586,
3729,353,10,166,24,20,1:40.748,,
2809,266,84,1,8,6,1:20.629,,
6787,952,835,4,30,17,1:24.903,,
4134,92,17,19,14,14,1:32.625,,
6966,961,1,131,44,1,1:21.854,1:21.498,1:21.135
3682,351,15,205,18,21,1:51.641,,
5939,853,813,3,12,14,1:24.798,1:24.726,
1637,177,56,6,4,4,1:26.993,,
3797,108,43,7,21,16,1:29.538,,
2278,243,90,28,22,25,1:28.963,,
4297,100,2,17,18,17,1:22.677,,
1794,203,23,17,10,8,1:50.501,,
2749,263,101,31,31,24,1:19.771,,
6200,914,20,9,1,9,1:35.517,1:34.784,1:34.432
4338,102,47,18,21,18,1:24.329,,
3866,113,22,6,2,5,1:09.784,,
