playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
litzeed01,,,Эд,Лиценбергер,,Эдвард Си Джей.,Лиц,73.0,174.0,Р,13403,3169.0,litzeed01,1952.0,1963.0,,,Р,1932.0,7.0,15.0,Канада,SK,Нойдорф,2010.0,11.0,1.0,Канада,ВО ВСТРЕЧЕ,Торонто
donnepa01,,,Пэт,Доннелли,,Патрик,,70.0,185.0,L,,34018.0,donnepa01,,,1975.0,1975.0,К/Р,1953.0,2.0,24.0,США,МИ,Детройт,,,,,,
fogarbr01,,,Брайан,Фогарти,,Брайан,,74.0,206.0,L,10487,1725.0,fogarbr01,1989.0,1994.0,,,D,1969.0,6.0,11.0,Канада,QC,Монреаль,2002.0,3.0,6.0,США,ПК,Миртл Бич
cumaty01,,,Тайлер,Кума,,,,74.0,180.0,,,,cumaty01,2011.0,2011.0,,,D,1990.0,1.0,19.0,,,,,,,,,
satanmi01,,,Мирославия,Сатана,,Мирославия,,75.0,191.0,L,14871,16367.0,satanmi01,1995.0,2009.0,,,L,1974.0,10.0,22.0,Словакия,,Тополакания,,,,,,
mojzito01,,,Томас,Мохзи,,,,73.0,192.0,L,20163,55401.0,mojzito01,2005.0,2008.0,,,D,1982.0,5.0,2.0,Чешская Республика,,Колин,,,,,,
rutheji01,,,Джим,Рутерфорд,,Джеймс Эрл,,68.0,168.0,L,18684,4713.0,rutheji01,1970.0,1982.0,,,G,1949.0,2.0,17.0,Канада,ВО ВСТРЕЧЕ,Битон,,,,,,
wilsoal01,,,Аллан,Уилсон,,Аллан,,,,,,,,,,,,,,,,,,,,,,,,
cowanje01,,,Джефф,Кован,,Джеффри,,74.0,205.0,L,15199,19376.0,cowanje01,1999.0,2007.0,,,L,1976.0,9.0,27.0,Канада,ВО ВСТРЕЧЕ,Скарборо,,,,,,
meekemi01,,,Майк,Микер,,Майкл Томас,,71.0,195.0,Р,13696,8500.0,meekemi01,1978.0,1978.0,,,Р,1958.0,2.0,23.0,Канада,ВО ВСТРЕЧЕ,Кингстон,,,,,,
walzwe01,,,Уэс,Вальз,,Уэсли,,70.0,189.0,Р,11718,5632.0,walzwe01,1989.0,2007.0,,,C,1970.0,5.0,15.0,Канада,AB,Калгари,,,,,,
,,dunnji01h,Джимми,Данн,,Джеймс А.,,,,,B196602,,,,,,,,1898.0,3.0,24.0,Канада,БМ,Виннипег,1979.0,1.0,7.0,,,
fitzpro01,,,Росс,Фитцпатрик,,Росс Эдвард,,72.0,195.0,L,12600,1693.0,fitzpro01,1982.0,1985.0,,,C,1960.0,10.0,7.0,Канада,БК,Пэнтиктон,,,,,,
chornma01,,,Марк,Хорни,,Марк П.,,72.0,200.0,L,12264,6452.0,chornma01,1980.0,1983.0,,,D,1959.0,11.0,8.0,Канада,ВО ВСТРЕЧЕ,Садбери,,,,,,
kellyre01,kellyre01c,kellyre01h,Красный,Келли,,Леонард Патрик,,71.0,180.0,L,P196903,2680.0,kellyre01,1947.0,1966.0,,,C,1927.0,7.0,9.0,Канада,ВО ВСТРЕЧЕ,Симко,,,,,,
hopkila01,,,Ларри,Хопкинс,,Ларри Гарольд,,73.0,215.0,L,12990,7547.0,hopkila01,1977.0,1982.0,,,L,1954.0,3.0,17.0,Канада,ВО ВСТРЕЧЕ,Ошава,,,,,,
shaunsc01,,,Скотт,Шонесси,,Скотт,,76.0,220.0,L,14288,4902.0,shaunsc01,1986.0,1988.0,,,D,1964.0,1.0,22.0,США,РИ,Ньюпорт,,,,,,
brunemu01,,,Грязь,Брюнето,,Модере Фернан,,71.0,185.0,Р,12131,632.0,brunemu01,1935.0,1945.0,,,Р,1914.0,11.0,28.0,Канада,БМ,Сент-Бонифас,1982.0,4.0,15.0,США,TX,Хьюстон
anderjo02,,,Джонас,Андерсон,,,,74.0,202.0,L,19302,45120.0,anderjo02,2001.0,2010.0,,,Р,1981.0,2.0,24.0,Франция,,Стокгольм,,,,,,
randake01,randake01c,,Кен,Рэндалл,,Кеннет Фенвик,Пеппер Кид,70.0,180.0,Р,14074,25815.0,randake01,1917.0,1926.0,,,Р,1888.0,12.0,14.0,Канада,ВО ВСТРЕЧЕ,Кингстон,1947.0,6.0,17.0,Канада,ВО ВСТРЕЧЕ,Торонто
ledinwa01,,,Уолт,Ледингем,,Уолтер Норман,,71.0,180.0,L,13347,6641.0,ledinwa01,1972.0,1976.0,,,L,1950.0,10.0,26.0,Канада,SK,Мидале,,,,,,
dipenjo01,,,Джо,ДиПента,,,,74.0,199.0,Р,16720,35562.0,dipenjo01,2002.0,2007.0,,,D,1979.0,2.0,25.0,Канада,ВО ВСТРЕЧЕ,Барри,,,,,,
rocheer01,,,Эрни,Рош,,Эрнест Чарльз,,73.0,170.0,L,14157,12083.0,rocheer01,1950.0,1950.0,,,D,1930.0,2.0,4.0,Канада,QC,Монреаль,,,,,,
,,bakerho01h,Хоби,Бейкер,,Хобарт Амори Харе,,,,,P194502,,bakerho01,,,,,D,1892.0,1.0,15.0,США,ПА,Виссахикон,1918.0,12.0,21.0,Франция,,Туры
mcmulda01,,,Дейл,МакМаллен,,Дейл,,70.0,175.0,L,,7907.0,mcmulda01,,,1977.0,1977.0,L,1955.0,3.0,13.0,Канада,БК,Проктор,,,,,,
mcculfr01,,,Фред,МакКуллок,,Фредерик,,,,,,,,,,,,G,,,,,,,,,,,,
petroro02,,,Рональд,Петровички,,,,71.0,190.0,Р,10515,28802.0,petroro02,2000.0,2006.0,,,Р,1977.0,2.0,15.0,Словакия,,Зилина,,,,,,
tsygude01,,,Денис,Цыгуров,,Денис,,75.0,198.0,L,14893,10162.0,tsygude01,1993.0,1995.0,,,D,1971.0,2.0,26.0,Россия,,Челябинск,,,,,,
mccafbe01,,,Берт,МакКэффри,,Альберт Джон,Мак,70.0,180.0,Р,13589,21450.0,mccafbe01,1924.0,1930.0,,,D,1893.0,4.0,12.0,Канада,ВО ВСТРЕЧЕ,Чесли,1955.0,4.0,15.0,Канада,ВО ВСТРЕЧЕ,Торонто
bashkan01,,,Андрей,Башкиров,,Андрей,,72.0,215.0,L,16492,10738.0,bashkan01,1998.0,2000.0,,,L,1970.0,6.0,22.0,Россия,,Шелхов,,,,,,
gaulije01,,,Жан-Марк,Голин,,Жан Марк,,70.0,180.0,Р,12692,8203.0,gaulije01,1982.0,1985.0,,,Р,1962.0,3.0,3.0,Германия,,Балв,,,,,,
shinsri01,,,Рик,Шинске,,Ричард Чарльз,,71.0,165.0,L,14307,6414.0,shinsri01,1976.0,1978.0,,,Р,1955.0,5.0,31.0,Канада,SK,Вейбёрн,,,,,,
giroucl01,,,Клод,Жиру,,,,71.0,180.0,Р,21945,89489.0,giroucl01,2007.0,2011.0,,,Р,1988.0,1.0,12.0,Канада,ВО ВСТРЕЧЕ,Слух,,,,,,
