playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
delguma01,1991,1,BOS,NHL,10.0,424.0,2.0,5.0,1.0,0.0,0.0,28.0,239.0,,,,,,,,,
smithbi01,1986,1,NYI,NHL,40.0,2252.0,14.0,18.0,5.0,3.0,1.0,132.0,1007.0,2.0,67.0,0.0,0.0,,1.0,0.0,1.0,22.0
karakmi01,1939,1,MTL,NHL,5.0,310.0,0.0,4.0,1.0,,0.0,18.0,,,,,,,,,,
osgooch01,2001,1,NYI,NHL,66.0,3743.0,32.0,25.0,6.0,6.0,4.0,156.0,1727.0,7.0,392.0,3.0,4.0,,3.0,0.0,17.0,193.0
sawchte01,1959,1,DET,NHL,58.0,3480.0,24.0,20.0,14.0,,5.0,156.0,,6.0,405.0,2.0,4.0,,,0.0,20.0,
winklha01,1926,1,NYR,NHL,8.0,514.0,3.0,4.0,1.0,,2.0,16.0,,,,,,,,,,
melocgi01,1979,1,MNS,NHL,54.0,3141.0,27.0,20.0,5.0,1.0,1.0,160.0,,11.0,564.0,5.0,4.0,,0.0,1.0,34.0,
bowerjo01,1954,1,NYR,NHL,5.0,300.0,2.0,2.0,1.0,,0.0,13.0,,,,,,,,,,
hoganpa01,1975,1,NEW,WHA,4.0,224.0,1.0,2.0,0.0,0.0,0.0,16.0,108.0,,,,,,,,,
plantja01,1955,1,MTL,NHL,64.0,3840.0,42.0,12.0,10.0,,7.0,119.0,,10.0,600.0,8.0,2.0,,,2.0,18.0,
mcleaki01,1987,1,VAN,NHL,41.0,2380.0,11.0,27.0,3.0,4.0,1.0,147.0,1178.0,,,,,,,,,
millegr01,1989,3,CHI,NHL,10.0,575.0,5.0,4.0,1.0,1.0,0.0,32.0,267.0,14.0,613.0,6.0,6.0,,0.0,0.0,40.0,300.0
thibajo01,2000,1,CHI,NHL,66.0,3844.0,27.0,32.0,7.0,7.0,6.0,180.0,1711.0,,,,,,,,,
aubryse01,1976,1,QUN,WHA,21.0,769.0,6.0,5.0,0.0,2.0,1.0,51.0,369.0,3.0,18.0,0.0,0.0,,0.0,0.0,1.0,10.0
faveldo01,1970,1,PHI,NHL,44.0,2434.0,16.0,15.0,9.0,3.0,2.0,108.0,,2.0,120.0,0.0,2.0,,0.0,0.0,8.0,
fitzpma01,1993,1,FLO,NHL,28.0,1603.0,12.0,8.0,6.0,3.0,1.0,73.0,844.0,,,,,,,,,
healygl01,1994,1,NYR,NHL,17.0,888.0,8.0,6.0,1.0,0.0,1.0,35.0,377.0,5.0,230.0,2.0,1.0,,0.0,0.0,13.0,93.0
masonch02,2008,1,STL,NHL,57.0,3215.0,27.0,21.0,7.0,7.0,6.0,129.0,1544.0,4.0,256.0,0.0,4.0,,1.0,0.0,10.0,119.0
bishobe01,2011,1,OTT,NHL,10.0,532.0,3.0,3.0,2.0,0.0,0.0,22.0,243.0,,,,,,,,,
esposto01,1968,1,MTL,NHL,13.0,746.0,5.0,4.0,4.0,2.0,2.0,34.0,,,,,,,,,,
toskave01,2006,1,SJS,NHL,38.0,2142.0,26.0,10.0,1.0,3.0,4.0,84.0,915.0,,,,,,,,,
aitkean01,1932,1,NYR,NHL,48.0,2970.0,23.0,17.0,8.0,,3.0,107.0,,8.0,488.0,6.0,1.0,1.0,,2.0,13.0,
millegr01,1988,1,STL,NHL,52.0,3019.0,22.0,20.0,7.0,3.0,6.0,170.0,1411.0,10.0,649.0,5.0,5.0,,0.0,0.0,34.0,308.0
huetcr01,2005,1,MTL,NHL,36.0,2103.0,18.0,11.0,4.0,1.0,7.0,77.0,1085.0,6.0,386.0,2.0,4.0,,0.0,0.0,15.0,212.0
fuhrgr01,1996,1,STL,NHL,73.0,4261.0,33.0,27.0,11.0,4.0,3.0,193.0,1940.0,6.0,357.0,2.0,4.0,,0.0,2.0,13.0,183.0
fisetst01,1993,1,QUE,NHL,50.0,2798.0,20.0,25.0,4.0,7.0,2.0,158.0,1434.0,,,,,,,,,
zimmely01,1977,1,HOU,WHA,20.0,1166.0,10.0,9.0,0.0,2.0,0.0,84.0,641.0,4.0,131.0,1.0,2.0,,0.0,0.0,8.0,
poppeto01,2006,1,CBS,NHL,2.0,45.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,,,,,,,,,
clemmsc01,2007,1,TOR,NHL,3.0,154.0,1.0,1.0,0.0,0.0,0.0,10.0,62.0,,,,,,,,,
myllyja01,1989,1,MNS,NHL,4.0,156.0,0.0,3.0,0.0,1.0,0.0,16.0,83.0,,,,,,,,,
gambltr01,1986,1,VAN,NHL,1.0,60.0,0.0,1.0,0.0,1.0,0.0,4.0,23.0,,,,,,,,,
bouchda01,1977,1,ATF,NHL,58.0,3340.0,25.0,12.0,19.0,0.0,2.0,153.0,,2.0,120.0,0.0,2.0,,1.0,0.0,7.0,
gossema01,1988,1,QUE,NHL,39.0,2064.0,11.0,19.0,3.0,0.0,0.0,146.0,1105.0,,,,,,,,,
caseyjo01,1991,1,MNS,NHL,52.0,2911.0,19.0,23.0,5.0,6.0,2.0,165.0,1401.0,7.0,437.0,3.0,4.0,,1.0,0.0,22.0,225.0
roachjo01,1934,1,DET,NHL,23.0,1460.0,7.0,11.0,5.0,,4.0,62.0,,,,,,,,,,
weekeke01,2000,1,TBL,NHL,61.0,3378.0,20.0,33.0,3.0,8.0,4.0,177.0,1742.0,,,,,,,,,
