playerid,award,year,lgid,note,pos
abelsi01,Первая команда всех звезд,1948,NHL,,C
abelsi01,Первая команда всех звезд,1949,NHL,,C
abelsi01,Харт,1948,NHL,,
abelsi01,Вторая команда всех звезд,1941,NHL,,ЛВ
abelsi01,Вторая команда всех звезд,1950,NHL,галстук,C
alfreda01,Все новички,1995,NHL,,F
alfreda01,Колдер,1995,NHL,,
alfreda01,Король Клэнси,2011,NHL,,
alfreda01,Вторая команда всех звезд,2005,NHL,,RW
amontto01,Все новички,1991,NHL,,RW
anderto01,Первая команда всех звезд,1941,NHL,,D
anderto01,Харт,1941,NHL,,
antonmi01,Вторая команда всех звезд,1976,WHA,,ЛВ
appssy01,Колдер,1936,NHL,,
appssy01,Первая команда всех звезд,1938,NHL,,C
appssy01,Первая команда всех звезд,1941,NHL,,C
appssy01,Леди Бинг,1941,NHL,,
appssy01,Вторая команда всех звезд,1937,NHL,,C
appssy01,Вторая команда всех звезд,1940,NHL,,C
appssy01,Вторая команда всех звезд,1942,NHL,,C
arnasty01,Все новички,2002,NHL,,F
arnotja01,Все новички,1993,NHL,,C
ashbeba01,Вторая команда всех звезд,1973,NHL,,D
auriela01,Первая команда всех звезд,1936,NHL,,RW
backsni01,Крозье,2006,NHL,,
backsni01,Дженнингс,2006,NHL,Совместное использование,
backsni02,Все новички,2007,NHL,,F
backsra01,Колдер,1958,NHL,,
backsra01,Дено,1973,WHA,Самый джентльменский,
baileac01,Арт Росс,1928,NHL,,
barbebi01,Первая команда всех звезд,1975,NHL,,ЛВ
barbebi01,Вторая команда всех звезд,1978,NHL,,ЛВ
barbebi01,Вторая команда всех звезд,1980,NHL,,ЛВ
barrato01,Все новички,1983,NHL,,G
barrato01,Колдер,1983,NHL,,
barrato01,Первая команда всех звезд,1983,NHL,,G
barrato01,Дженнингс,1984,NHL,Совместное использование,
barrato01,Вторая команда всех звезд,1984,NHL,,G
barrato01,Вторая команда всех звезд,1992,NHL,,G
barrato01,Везина,1983,NHL,,
barryma01,Первая команда всех звезд,1936,NHL,,C
barryma01,Леди Бинг,1936,NHL,,
bathgan01,Первая команда всех звезд,1958,NHL,,RW
bathgan01,Первая команда всех звезд,1961,NHL,,RW
bathgan01,Харт,1958,NHL,,
bathgan01,Вторая команда всех звезд,1957,NHL,,RW
bathgan01,Вторая команда всех звезд,1962,NHL,,RW
bauerbo01,Леди Бинг,1939,NHL,,
bauerbo01,Леди Бинг,1940,NHL,,
bauerbo01,Леди Бинг,1946,NHL,,
bauerbo01,Вторая команда всех звезд,1938,NHL,,RW
bauerbo01,Вторая команда всех звезд,1939,NHL,,RW
bauerbo01,Вторая команда всех звезд,1940,NHL,,RW
bauerbo01,Вторая команда всех звезд,1946,NHL,,RW
belfoed01,Все новички,1990,NHL,,G
belfoed01,Колдер,1990,NHL,,
belfoed01,Крозье,1999,NHL,,
belfoed01,Первая команда всех звезд,1990,NHL,,G
belfoed01,Первая команда всех звезд,1992,NHL,,G
belfoed01,Дженнингс,1990,NHL,,
belfoed01,Дженнингс,1992,NHL,,
belfoed01,Дженнингс,1994,NHL,,
belfoed01,Дженнингс,1998,NHL,Совместное использование,
belfoed01,Вторая команда всех звезд,1994,NHL,,G
belfoed01,Везина,1990,NHL,,
belfoed01,Везина,1992,NHL,,
belivje01,Арт Росс,1955,NHL,,
belivje01,Конн Смайт,1964,NHL,,
belivje01,Первая команда всех звезд,1954,NHL,,C
belivje01,Первая команда всех звезд,1955,NHL,,C
belivje01,Первая команда всех звезд,1956,NHL,,C
belivje01,Первая команда всех звезд,1958,NHL,,C
belivje01,Первая команда всех звезд,1959,NHL,,C
belivje01,Первая команда всех звезд,1960,NHL,,C
belivje01,Харт,1955,NHL,,
belivje01,Харт,1963,NHL,,
belivje01,Вторая команда всех звезд,1957,NHL,,C
belivje01,Вторая команда всех звезд,1963,NHL,,C
belivje01,Вторая команда всех звезд,1965,NHL,,C
belivje01,Вторая команда всех звезд,1968,NHL,,C
bellbr01,Все новички,1984,NHL,,D
bellobr01,Вторая команда всех звезд,1989,NHL,,ЛВ
bennibr01,Все новички,1986,NHL,,D
bentldo01,Арт Росс,1942,NHL,,
bentldo01,Первая команда всех звезд,1942,NHL,,ЛВ
bentldo01,Первая команда всех звезд,1943,NHL,,ЛВ
bentldo01,Первая команда всех звезд,1946,NHL,,ЛВ
bentldo01,Вторая команда всех звезд,1948,NHL,,C
hedbean01,Каплан,1974,WHA,Новичок,
parkbr01,Вторая команда всех звезд,1972,NHL,,D
parkbr01,Первая команда всех звезд,1971,NHL,,D
pecami01,Селке,2001,NHL,,
gadsbbi01,Вторая команда всех звезд,1952,NHL,,D
flamafe01,Вторая команда всех звезд,1954,NHL,,D
howego01,Первая команда всех звезд,1952,NHL,,RW
yzermst01,Селке,1999,NHL,,
