year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2007,NHL,NYR,NYR,EC,AT,3,СФК,82,42,27,,13.0,97,8.0,9.0,213,199,Нью-Йоркские рейнджеры,1154.0,12.0,61.0,370.0,6.0,53.0,343.0,4.0
1915,PCHA,PO1,PO1,,,1,F,18,13,5,0.0,,26,,,71,50,Портленд Розбадс,,,,,,,,
1995,NHL,DET,DET,WC,CE,1,CF,82,62,13,7.0,,131,,,325,181,&lt; &lt; Красные крылья &gt; &gt;,1551.0,18.0,97.0,455.0,9.0,44.0,375.0,17.0
2002,NHL,ANA,ANA,WC,PC,2,F,82,40,27,9.0,6.0,95,,,203,193,Мощные утки Анахайма,954.0,20.0,56.0,348.0,5.0,42.0,333.0,8.0
1982,NHL,QUE,COL,WA,AD,4,DSF,80,34,34,12.0,,80,,,343,336,Квебек,1648.0,10.0,61.0,294.0,6.0,92.0,348.0,6.0
2008,NHL,OTT,OTT,EC,NE,4,,82,36,35,,11.0,83,4.0,6.0,217,237,Оттавские сенаторы,1098.0,14.0,66.0,339.0,5.0,64.0,346.0,8.0
2000,NHL,DAL,DAL,WC,PC,1,СФК,82,48,24,8.0,2.0,106,,,241,187,Далласские Звезды,1041.0,10.0,72.0,367.0,7.0,49.0,355.0,7.0
1936,NHL,BOS,BOS,,AM,2,QF,48,23,18,7.0,,53,,,120,110,Бостонские бруины,303.0,,,,,,,
2000,NHL,EDM,EDM,WC,NW,2,CQF,82,39,28,12.0,3.0,93,,,243,222,Edmonton Oilers,1287.0,10.0,59.0,398.0,4.0,62.0,382.0,13.0
1973,WHA,TOT,BIR,,EW,2,AVSF,78,41,33,4.0,,86,,,304,272,Торонто,871.0,4.0,60.0,257.0,4.0,42.0,249.0,5.0
1974,WHA,EDO,EDM,,CW,5,,78,36,38,4.0,,76,,,279,279,Edmonton Oilers,896.0,,40.0,262.0,4.0,52.0,236.0,10.0
1999,NHL,DET,DET,WC,CE,2,СФК,82,48,22,10.0,2.0,108,,,278,210,&lt; &lt; Красные крылья &gt; &gt;,1014.0,20.0,69.0,338.0,6.0,44.0,311.0,15.0
1918,NHL,OTS,STE,,,1,НФЧМ,18,12,6,0.0,,24,,,71,53,Оттавские сенаторы,241.0,,,,,,,
2002,NHL,DET,DET,WC,CE,1,CQF,82,48,20,10.0,4.0,110,,,269,203,&lt; &lt; Красные крылья &gt; &gt;,1214.0,26.0,76.0,319.0,4.0,55.0,377.0,11.0
