name,id,award,year,lgid,note
Пэт Лафонтен,lafonpa01,Патрик,1996,NHL,
Марио Лемиё,lemiema01,Патрик,1999,NHL,
Джон Б. Солленбергер,,Патрик,1970,NHL,посмертно
Джерри Йорк,,Патрик,2009,NHL,
Брюс Макналл,,Патрик,1992,NHL,
Бад Пойл,poilebu01,Патрик,1988,NHL,
Уолтер Буш,bushwa01h,Патрик,1972,NHL,
Том Фитцджеральд,,Патрик,1977,NHL,
Терри Савчук,sawchte01,Патрик,1970,NHL,посмертно
Артур Вирц,wirtzar01h,Патрик,1984,NHL,
Нил Бротен,brotene01,Патрик,1997,NHL,
Брайан Маллен,mullebr01,Патрик,1994,NHL,
Лу Ламориелло,lamorlo01c,Патрик,1991,NHL,
Вилли О'Ри,oreewi01,Патрик,2002,NHL,
Сеймур Х. Нокс III,,Патрик,1996,NHL,посмертно
Лен Сегларски,,Патрик,1989,NHL,
Дэйв Эндрюс,,Патрик,2009,NHL,
Чарльз Л. Кроват,,Патрик,1973,NHL,посмертно
Мюррей Мёрдок,murdomu01,Патрик,1973,NHL,
Эмиль Фрэнсис,francem01,Патрик,1981,NHL,
Дэвид Пойл,,Патрик,2000,NHL,
Красный Беренсон,berenre01,Патрик,2005,NHL,
Джек Адамс,adamsja01,Патрик,1965,NHL,
Кит Аллен,allenke01,Патрик,1987,NHL,
Дэн Келли,kellyda01,Патрик,1988,NHL,
Хоби Бейкер,bakerho01h,Патрик,1986,NHL,посмертно
Джордж Лидер,,Патрик,1975,NHL,
Лу Нанна,nannelo01,Патрик,1988,NHL,
Джим Девеллано,,Патрик,2008,NHL,
Джим Хенди,hendyji01h,Патрик,1969,NHL,посмертно
Алекс Дельвеккио,delveal01,Патрик,1973,NHL,
Херб Брукс,brookhe01c,Патрик,2001,NHL,
Джефф Зауэр,,Патрик,2010,NHL,
Рэй Мирон,,Патрик,2003,NHL,
Куни Вейланд,weilaco01,Патрик,1971,NHL,
Арт Росс,rossar01,Патрик,1983,NHL,посмертно
Джон Букик,bucykjo01,Патрик,1976,NHL,
Марк Джонсон,johnsma02,Патрик,2010,NHL,
Макс Макнаб,mcnabma01,Патрик,1997,NHL,
Фил Хоузли,houslph01,Патрик,2007,NHL,
Джек Паркер,,Патрик,2009,NHL,
Олимпийская хоккейная команда США 1960 года,,Патрик,2001,NHL,
Джек Баттерфилд,butteja01h,Патрик,1984,NHL,
Джон Зиглер,ziegljo01h,Патрик,1983,NHL,
Глен Сонмор,sonmogl01,Патрик,2005,NHL,
Гил Штейн,,Патрик,1992,NHL,
Рэймонд Бурк,bourqra01,Патрик,2002,NHL,
Эдди Шор,shoreed01,Патрик,1969,NHL,
Скотти Боуман,bowmasc01c,Патрик,2000,NHL,
Бобби Кларк,clarkbo01,Патрик,1979,NHL,
Стив Езерман,yzermst01,Патрик,2005,NHL,
Дональд Кларк,,Патрик,1974,NHL,
Уильям Дженнингс,jenniwi01h,Патрик,1970,NHL,
Стэн Фишлер,,Патрик,2006,NHL,
