raceid,year,round,circuitid,name,date,time,url
8,2009,8,9,British Grand Prix,2009-06-21,12:00:00,http://en.wikipedia.org/wiki/2009_British_Grand_Prix
23,2008,6,6,Monaco Grand Prix,2008-05-25,12:00:00,http://en.wikipedia.org/wiki/2008_Monaco_Grand_Prix
32,2008,15,15,Singapore Grand Prix,2008-09-28,12:00:00,http://en.wikipedia.org/wiki/2008_Singapore_Grand_Prix
54,2006,2,2,Malaysian Grand Prix,2006-03-19,15:00:00,http://en.wikipedia.org/wiki/2006_Malaysian_Grand_Prix
55,2006,3,1,Australian Grand Prix,2006-04-02,14:00:00,http://en.wikipedia.org/wiki/2006_Australian_Grand_Prix
82,2005,12,10,German Grand Prix,2005-07-24,14:00:00,http://en.wikipedia.org/wiki/2005_German_Grand_Prix
119,2003,12,10,German Grand Prix,2003-08-03,,http://en.wikipedia.org/wiki/2003_German_Grand_Prix
125,2002,2,2,Malaysian Grand Prix,2002-03-17,,http://en.wikipedia.org/wiki/2002_Malaysian_Grand_Prix
126,2002,3,18,Brazilian Grand Prix,2002-03-31,,http://en.wikipedia.org/wiki/2002_Brazilian_Grand_Prix
149,2001,9,20,European Grand Prix,2001-06-24,,http://en.wikipedia.org/wiki/2001_European_Grand_Prix
150,2001,10,8,French Grand Prix,2001-07-01,,http://en.wikipedia.org/wiki/2001_French_Grand_Prix
183,1999,9,23,Austrian Grand Prix,1999-07-25,,http://en.wikipedia.org/wiki/1999_Austrian_Grand_Prix
211,1997,5,6,Monaco Grand Prix,1997-05-11,,http://en.wikipedia.org/wiki/1997_Monaco_Grand_Prix
217,1997,11,11,Hungarian Grand Prix,1997-08-10,,http://en.wikipedia.org/wiki/1997_Hungarian_Grand_Prix
236,1996,13,13,Belgian Grand Prix,1996-08-25,,http://en.wikipedia.org/wiki/1996_Belgian_Grand_Prix
256,1995,17,29,Australian Grand Prix,1995-11-12,,http://en.wikipedia.org/wiki/1995_Australian_Grand_Prix
258,1994,2,28,Pacific Grand Prix,1994-04-17,,http://en.wikipedia.org/wiki/1994_Pacific_Grand_Prix
281,1993,9,9,British Grand Prix,1993-07-11,,http://en.wikipedia.org/wiki/1993_British_Grand_Prix
291,1992,3,18,Brazilian Grand Prix,1992-04-05,,http://en.wikipedia.org/wiki/1992_Brazilian_Grand_Prix
317,1991,13,27,Portuguese Grand Prix,1991-09-22,,http://en.wikipedia.org/wiki/1991_Portuguese_Grand_Prix
355,2010,19,24,Abu Dhabi Grand Prix,2010-11-14,13:00:00,http://en.wikipedia.org/wiki/2010_Abu_Dhabi_Grand_Prix
361,1989,6,7,Canadian Grand Prix,1989-06-18,,http://en.wikipedia.org/wiki/1989_Canadian_Grand_Prix
367,1989,12,14,Italian Grand Prix,1989-09-10,,http://en.wikipedia.org/wiki/1989_Italian_Grand_Prix
368,1989,13,27,Portuguese Grand Prix,1989-09-24,,http://en.wikipedia.org/wiki/1989_Portuguese_Grand_Prix
376,1988,5,7,Canadian Grand Prix,1988-06-12,,http://en.wikipedia.org/wiki/1988_Canadian_Grand_Prix
378,1988,7,34,French Grand Prix,1988-07-03,,http://en.wikipedia.org/wiki/1988_French_Grand_Prix
390,1987,3,13,Belgian Grand Prix,1987-05-17,,http://en.wikipedia.org/wiki/1987_Belgian_Grand_Prix
406,1986,3,21,San Marino Grand Prix,1986-04-27,,http://en.wikipedia.org/wiki/1986_San_Marino_Grand_Prix
415,1986,12,23,Austrian Grand Prix,1986-08-17,,http://en.wikipedia.org/wiki/1986_Austrian_Grand_Prix
424,1985,5,7,Canadian Grand Prix,1985-06-16,,http://en.wikipedia.org/wiki/1985_Canadian_Grand_Prix
437,1984,2,30,South African Grand Prix,1984-04-07,,http://en.wikipedia.org/wiki/1984_South_African_Grand_Prix
447,1984,12,23,Austrian Grand Prix,1984-08-19,,http://en.wikipedia.org/wiki/1984_Austrian_Grand_Prix
464,1983,13,14,Italian Grand Prix,1983-09-11,,http://en.wikipedia.org/wiki/1983_Italian_Grand_Prix
466,1983,15,30,South African Grand Prix,1983-10-15,,http://en.wikipedia.org/wiki/1983_South_African_Grand_Prix
469,1982,3,43,United States Grand Prix West,1982-04-04,,http://en.wikipedia.org/wiki/1982_United_States_Grand_Prix_West
472,1982,6,6,Monaco Grand Prix,1982-05-23,,http://en.wikipedia.org/wiki/1982_Monaco_Grand_Prix
474,1982,8,7,Canadian Grand Prix,1982-06-13,,http://en.wikipedia.org/wiki/1982_Canadian_Grand_Prix
481,1982,15,14,Italian Grand Prix,1982-09-12,,http://en.wikipedia.org/wiki/1982_Italian_Grand_Prix
483,1981,1,43,United States Grand Prix West,1981-03-15,,http://en.wikipedia.org/wiki/1981_United_States_Grand_Prix_West
484,1981,2,36,Brazilian Grand Prix,1981-03-29,,http://en.wikipedia.org/wiki/1981_Brazilian_Grand_Prix
542,1978,16,7,Canadian Grand Prix,1978-10-08,,http://en.wikipedia.org/wiki/1978_Canadian_Grand_Prix
577,1975,2,18,Brazilian Grand Prix,1975-01-26,,http://en.wikipedia.org/wiki/1975_Brazilian_Grand_Prix
582,1975,7,47,Swedish Grand Prix,1975-06-08,,http://en.wikipedia.org/wiki/1975_Swedish_Grand_Prix
592,1974,3,30,South African Grand Prix,1974-03-30,,http://en.wikipedia.org/wiki/1974_South_African_Grand_Prix
614,1973,10,39,Dutch Grand Prix,1973-07-29,,http://en.wikipedia.org/wiki/1973_Dutch_Grand_Prix
618,1973,14,48,Canadian Grand Prix,1973-09-23,,http://en.wikipedia.org/wiki/1973_Canadian_Grand_Prix
622,1972,3,45,Spanish Grand Prix,1972-05-01,,http://en.wikipedia.org/wiki/1972_Spanish_Grand_Prix
631,1972,12,46,United States Grand Prix,1972-10-08,,http://en.wikipedia.org/wiki/1972_United_States_Grand_Prix
639,1971,8,23,Austrian Grand Prix,1971-08-15,,http://en.wikipedia.org/wiki/1971_Austrian_Grand_Prix
640,1971,9,14,Italian Grand Prix,1971-09-05,,http://en.wikipedia.org/wiki/1971_Italian_Grand_Prix
658,1969,3,6,Monaco Grand Prix,1969-05-18,,http://en.wikipedia.org/wiki/1969_Monaco_Grand_Prix
672,1968,6,53,French Grand Prix,1968-07-07,,http://en.wikipedia.org/wiki/1968_French_Grand_Prix
681,1967,3,39,Dutch Grand Prix,1967-06-04,,http://en.wikipedia.org/wiki/1967_Dutch_Grand_Prix
686,1967,8,48,Canadian Grand Prix,1967-08-27,,http://en.wikipedia.org/wiki/1967_Canadian_Grand_Prix
696,1966,7,14,Italian Grand Prix,1966-09-04,,http://en.wikipedia.org/wiki/1966_Italian_Grand_Prix
704,1965,6,39,Dutch Grand Prix,1965-07-18,,http://en.wikipedia.org/wiki/1965_Dutch_Grand_Prix
705,1965,7,20,German Grand Prix,1965-08-01,,http://en.wikipedia.org/wiki/1965_German_Grand_Prix
714,1964,6,20,German Grand Prix,1964-08-02,,http://en.wikipedia.org/wiki/1964_German_Grand_Prix
728,1963,10,56,South African Grand Prix,1963-12-28,,http://en.wikipedia.org/wiki/1963_South_African_Grand_Prix
754,1960,9,14,Italian Grand Prix,1960-09-04,,http://en.wikipedia.org/wiki/1960_Italian_Grand_Prix
