constructorresultsid,raceid,constructorid,points,status
6277,500,4,9.0,
13213,548,34,0.0,
5613,459,4,8.0,
2259,229,18,0.0,
14200,847,1,25.0,
10627,728,6,2.0,
12464,599,1,6.0,
3558,322,34,0.0,
15512,976,6,12.0,
13714,515,204,0.0,
5836,473,4,0.0,
421,57,2,1.0,
12234,611,80,0.0,
6435,510,54,0.0,
1662,175,15,0.0,
3963,15,9,10.0,
10748,712,66,6.0,
64,23,10,0.0,
14491,871,6,10.0,
4166,365,21,2.0,
3859,4,3,0.0,
12121,626,66,0.0,
13219,549,25,4.0,
13259,551,37,0.0,
6210,495,54,0.0,
12272,613,37,3.0,
95,27,1,14.0,
14084,352,15,10.0,
11196,683,66,4.0,
1167,130,4,3.0,
3180,300,35,0.0,
2354,239,3,10.0,
5239,433,49,0.0,
3591,324,46,0.0,
1562,166,20,0.0,
1978,204,22,0.0,
1030,117,1,9.0,
5165,428,53,0.0,
5842,473,34,0.0,
1849,192,25,0.0,
12303,616,25,6.0,
5840,473,54,0.0,
14419,865,10,10.0,
14669,886,3,0.0,
6133,491,34,2.0,
3226,303,35,0.0,
1249,137,18,0.0,
3884,7,9,14.0,
2519,252,17,0.0,
3896,8,3,4.0,
12647,581,3,0.0,
11350,675,11,0.0,
3519,320,32,0.0,
10914,700,181,1.0,
3834,2,2,4.0,
495,64,11,5.0,
917,105,18,0.0,
9925,760,118,0.0,
12839,586,202,3.0,
12167,631,37,3.0,
5099,424,3,4.0,
4549,385,48,0.0,
11542,659,6,4.0,
5255,434,51,0.0,
12813,584,63,0.0,
15522,977,9,15.0,
13988,344,4,6.0,
2134,218,25,0.0,
2384,241,28,0.0,
15558,980,1,0.0,
2128,218,6,10.0,
6167,493,1,1.0,
1756,184,1,2.0,
15117,937,10,10.0,
10034,750,106,0.0,
14325,857,10,2.0,
248,41,11,0.0,
3593,324,6,0.0,
13117,574,27,0.0,
6026,484,45,0.0,
15090,933,9,1.0,
13524,534,3,0.0,
3913,10,1,14.0,
12910,561,6,9.0,
5682,463,34,0.0,
12317,617,63,0.0,
4564,386,18,0.0,
13233,550,27,9.0,
14450,867,164,0.0,
11822,654,6,3.0,
12441,597,37,0.0,
12583,577,25,0.0,
6410,509,32,3.0,
4037,358,6,0.0,
3271,306,17,0.0,
14722,892,208,4.0,
3664,328,1,4.0,
1362,148,19,1.0,
13657,542,54,0.0,
11772,649,66,0.0,
13918,338,9,2.0,
9871,763,66,0.0,
2260,230,6,10.0,
3794,335,25,1.0,
10974,707,172,0.0,
11766,648,85,0.0,
1875,195,6,4.0,
3715,330,45,0.0,
2187,223,20,0.0,
418,57,1,5.0,
4553,385,49,0.0,
14741,894,15,12.0,
5668,462,21,0.0,
