targetid,raceid,driverid,win
12833,54,13,0
53409,640,327,0
68210,971,825,0
64317,355,32,0
22146,469,200,0
6817,291,88,0
1445,82,25,0
11552,149,55,0
21376,447,172,0
55071,614,280,0
64804,856,153,0
65404,875,819,0
67776,956,838,0
53987,622,238,0
64865,858,22,0
17923,8,20,1
19107,376,138,0
55985,577,231,0
22783,484,203,0
11792,126,56,0
67512,941,828,0
105,23,21,0
12862,55,33,0
11591,150,41,0
22050,466,194,0
43705,827,741,0
48897,696,398,0
65417,876,1,0
19176,378,159,0
57717,542,187,0
66079,258,107,0
66948,915,825,0
9537,281,110,0
65493,879,17,0
51275,705,383,0
63687,728,364,0
53369,639,341,0
20551,424,160,0
5300,236,55,0
22309,474,187,0
46917,791,626,0
22250,472,192,0
22766,484,137,0
293,32,5,0
19555,390,105,0
52738,686,377,0
50855,714,427,0
10896,217,81,0
11781,125,18,0
55363,592,251,0
52564,681,374,0
18672,368,131,0
21959,464,160,0
18622,367,158,0
22602,481,205,0
67902,962,832,0
48907,696,394,0
55243,618,314,0
52565,681,347,0
65770,890,822,0
51257,704,419,0
11217,183,65,0
65850,894,17,0
52916,658,368,0
50184,754,479,0
12315,119,49,0
21059,437,185,0
18356,361,118,0
56144,582,235,0
17522,317,110,0
19998,406,84,0
10645,256,81,0
18665,368,157,0
20277,415,172,0
53687,672,356,0
43246,834,793,0
61996,757,353,0
54320,631,305,0
10752,211,22,0
22757,483,117,0
