constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
19117,754,105,0.0,10,10,0
21620,651,86,0.0,10,10,0
25370,213,20,16.0,5,5,0
11446,507,6,6.0,10,10,0
8674,6,7,26.5,3,3,0
18900,762,105,0.0,7,7,0
21914,622,34,1.0,7,7,0
7641,321,47,0.0,18,18,0
20111,713,92,0.0,9,9,0
22915,563,182,0.0,19,19,0
9730,407,6,3.0,6,6,0
20877,688,191,61.0,1,1,4
24731,857,1,442.0,2,2,5
11296,497,6,34.0,5,5,2
19389,745,167,0.0,6,6,0
22396,602,34,26.0,5,5,2
25667,268,22,85.0,1,1,7
22010,630,63,18.0,5,5,0
10159,432,52,0.0,16,16,0
10211,435,49,0.0,14,14,0
22848,589,203,0.0,19,19,0
21991,628,81,0.0,10,10,0
24517,75,18,0.0,9,9,0
6338,54,8,0.0,11,11,0
7701,325,25,14.0,5,5,0
8408,314,34,0.0,15,15,0
6216,97,18,0.0,10,10,0
22435,604,25,52.0,3,3,2
10886,476,25,10.0,8,8,0
20346,699,93,0.0,14,14,0
8471,317,35,5.0,8,8,0
20460,706,184,0.0,13,13,0
24132,521,21,4.0,8,8,0
19826,722,92,0.0,10,10,0
26462,950,210,18.0,5,5,0
22149,614,58,5.0,8,8,0
25567,260,29,3.0,8,8,0
10241,437,54,0.0,14,14,0
11431,506,6,6.0,10,10,0
11047,483,21,0.0,12,12,0
22314,597,1,42.0,1,1,3
3277,291,35,0.0,10,10,0
20153,717,176,3.0,8,8,0
25408,216,3,62.0,2,2,5
6025,112,17,11.0,5,5,1
26013,907,5,12.0,7,7,0
25980,904,5,8.0,7,7,0
8669,8,2,8.0,8,8,0
6491,68,7,30.0,6,6,0
23721,542,34,53.0,3,3,2
4744,282,18,7.0,7,7,0
25271,892,10,61.0,6,6,0
9019,368,27,3.0,14,14,0
22731,583,75,1.0,11,11,0
22941,565,25,22.0,2,2,0
1819,78,6,45.0,5,5,0
17837,774,32,3.0,6,6,0
9832,414,34,2.0,8,8,0
8717,12,5,5.0,10,10,0
10023,425,50,0.0,12,12,0
2185,203,20,1.0,9,9,0
24828,863,208,57.0,3,3,0
24076,518,25,15.0,4,4,0
24307,342,131,78.0,4,4,0
5486,179,24,6.0,6,6,0
23552,533,21,2.0,11,11,0
23715,542,54,0.0,15,15,0
9782,410,6,13.0,5,5,0
