driverstandingsid,raceid,driverid,points,position,positiontext,wins
23129,493,137,39.0,2,2,3
56367,587,276,0.0,25,25,0
15939,323,148,0.0,27,27,0
52514,679,356,1.0,6,6,0
21902,463,172,11.0,9,9,0
17164,308,117,11.0,2,2,0
67351,940,1,277.0,1,1,8
64531,848,808,31.0,8,8,0
49474,773,563,0.0,70,70,0
11785,125,35,0.0,14,14,0
3309,169,49,6.0,9,9,0
44796,810,498,6.0,6,6,0
18889,370,118,7.0,10,10,0
21602,453,196,0.0,10,10,0
3518,79,30,34.0,3,3,1
59114,504,172,16.0,6,6,0
45389,816,513,0.0,30,30,0
49729,748,476,2.0,12,12,0
10370,247,96,0.0,17,17,0
9376,275,87,6.0,4,4,0
56099,580,295,0.0,29,29,0
43995,831,731,0.0,23,23,0
46718,788,594,0.0,56,56,0
63763,338,1,23.0,4,4,0
67213,933,8,72.0,4,4,0
54191,628,327,9.0,9,9,0
7068,299,100,4.0,11,11,0
49402,772,455,0.0,46,46,0
5095,227,63,3.0,10,10,0
53057,664,262,0.0,17,17,0
44273,820,554,4.0,8,8,0
46727,788,533,0.0,66,66,0
12821,53,22,0.0,15,15,0
11571,150,2,9.0,6,6,0
51548,801,671,0.0,50,50,0
63977,346,4,98.0,5,5,1
53904,678,368,0.0,32,32,0
44057,832,627,3.0,13,13,0
53489,642,235,19.0,4,4,1
63753,337,15,0.0,17,17,0
62029,757,517,0.0,55,55,0
44600,823,751,0.0,30,30,0
65991,272,102,0.0,38,38,0
46609,787,577,4.0,8,8,1
51286,705,334,0.0,42,42,0
10445,250,49,10.0,7,7,0
50948,717,397,11.0,8,8,0
58992,500,203,0.0,22,22,0
58555,515,221,11.0,5,5,0
22978,490,207,3.0,15,15,0
15991,324,149,0.0,37,37,0
11878,130,13,3.0,12,12,0
59314,509,181,0.0,36,36,0
18538,365,122,0.0,28,28,0
54429,646,207,4.0,11,11,0
66720,904,13,12.0,12,12,0
12096,140,2,7.0,10,10,0
65729,887,820,0.0,21,21,0
66917,913,828,0.0,18,18,0
51386,707,417,0.0,53,53,0
46374,797,653,4.0,10,10,0
18157,16,24,0.0,22,22,0
67879,961,830,121.0,6,6,1
12373,121,48,4.0,16,16,0
21934,464,137,46.0,3,3,2
22412,476,208,0.0,37,37,0
16012,325,127,0.0,28,28,0
59173,506,217,0.0,20,20,0
57982,550,211,0.0,30,30,0
55933,604,278,0.0,30,30,0
48304,744,431,0.0,44,44,0
53395,640,328,51.0,1,1,5
12959,60,8,33.0,3,3,0
7237,304,104,1.0,18,18,0
11407,142,23,2.0,6,6,0
17567,318,30,4.0,14,14,0
46191,794,533,0.0,64,64,0
16372,334,122,6.0,10,10,0
