raceid,driverid,lap,position,time,milliseconds
179,49,15,9,1:27.486,87486
866,18,36,17,1:19.415,79415
225,30,36,5,1:36.934,96934
201,35,42,3,1:47.271,107271
896,821,24,14,1:32.548,92548
193,30,29,2,1:50.076,110076
64,14,34,10,1:17.977,77977
209,78,48,13,3:18.402,198402
157,23,26,4,1:38.665,98665
850,815,20,15,1:38.201,98201
77,13,35,6,1:33.190,93190
982,822,42,3,1:51.565,111565
856,814,52,10,1:42.885,102885
917,13,34,5,1:15.430,75430
180,64,26,8,1:22.718,82718
18,12,12,16,1:32.649,92649
975,822,56,2,1:16.497,76497
869,30,17,7,1:22.073,82073
202,25,16,7,1:22.863,82863
122,49,28,2,1:19.506,79506
975,817,69,3,1:16.751,76751
201,57,28,1,1:46.695,106695
945,831,38,15,1:47.758,107758
884,3,55,6,1:27.720,87720
859,5,52,16,1:20.366,80366
51,2,23,5,1:45.037,105037
908,813,7,14,1:42.890,102890
973,836,43,7,1:27.273,87273
159,37,14,15,1:18.681,78681
151,50,28,13,1:27.799,87799
23,5,6,17,1:45.305,105305
219,56,37,8,1:26.679,86679
73,11,16,7,1:33.761,93761
931,831,30,10,1:21.196,81196
878,808,16,16,1:47.285,107285
149,56,4,11,1:22.159,82159
195,56,9,3,1:26.194,86194
191,57,54,2,1:32.899,92899
63,8,70,5,1:20.642,80642
956,815,65,8,1:10.502,70502
853,4,51,3,1:27.529,87529
212,49,37,8,1:26.164,86164
94,14,2,8,1:20.485,80485
105,31,42,7,1:34.888,94888
88,39,3,13,2:28.187,148187
239,79,24,14,1:48.160,108160
56,31,41,4,1:26.092,86092
85,35,42,15,1:24.671,84671
173,23,33,6,1:41.191,101191
40,4,32,1,1:16.140,76140
973,836,27,7,1:27.771,87771
850,812,38,20,1:41.372,101372
886,824,8,20,1:24.127,84127
153,49,55,14,1:23.675,83675
1,9,20,4,1:53.022,113022
856,15,43,17,1:46.515,106515
846,4,48,2,1:18.845,78845
239,50,37,12,1:47.922,107922
917,18,67,4,1:14.242,74242
146,15,6,19,1:15.141,75141
146,22,21,1,1:12.316,72316
228,83,14,17,1:32.952,92952
963,826,22,15,1:43.286,103286
966,828,57,11,1:28.019,88019
863,154,52,3,1:37.539,97539
179,30,13,4,1:27.021,87021
153,50,71,12,1:21.064,81064
229,65,5,9,1:53.271,113271
74,14,8,14,1:26.730,86730
95,18,61,2,1:16.049,76049
115,17,69,7,1:23.071,83071
896,813,13,17,1:33.291,93291
870,39,20,23,1:32.799,92799
974,13,71,11,1:19.609,79609
951,832,31,11,1:44.866,104866
962,821,28,10,1:52.627,112627
54,27,33,13,1:39.075,99075
105,13,4,5,1:37.887,97887
37,25,47,9,1:39.230,99230
111,44,13,16,1:25.219,85219
967,826,34,16,1:31.073,91073
