id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
53,1967,0,0,0,INA,Джим,Уолкер,,walkeji01,Провидение,ABA
128,1967,0,0,0,PTP,Стив,Салливан,,,Джорджтаун,ABA
224,1968,0,0,0,LAS,Кэри,Смит,,,Калифорния штата Лос-Анджелес,ABA
692,1971,0,0,0,MMP,Амос,Томас,,,Юго-западная Оклахома,ABA
698,1971,0,0,0,MMP,Джим,Грегори,,,E. Каролина,ABA
780,1972,0,0,0,CAR,Стив,Превис,,previst01,Северная Каролина,ABA
1030,1973,1,0,0,SAA,Майк,Дантони,,dantomi01,Маршалл,ABA
1041,1973,1,0,0,UTS,Дэннис,Джонсон,,,Государство Феррис,ABA
1075,1973,2,0,0,SDA,Майк,&quot; Контрерас &quot;,,,Государство Аризона,ABA
1123,1973,5,0,0,SAA,Люк,Витт,,wittelu01,Штат Огайо,ABA
1134,1973,6,0,0,KEN,Джерри,Кларк,,,"Скагитская долина, Дж.К. (WA)",ABA
1256,1974,3,0,0,DNA,Дон,Адамс,,,Детройт,ABA
1264,1974,3,0,0,NYA,Джерри,Слоан,,sloanje01,Чикаго,ABA
1389,1975,3,0,0,KEN,Эрик,Фернстен,,fernser01,Сан-Франциско,ABA
1427,1975,7,0,0,KEN,Рэнди,Мистер,,,Пенсильвания,ABA
1466,1947,0,0,0,CHS,Ральф,Бишоп,,,Вашингтон,NBA
1535,1948,0,0,0,BLB,Дэн,Краус,,krausda01,Джорджтаун,NBA
1548,1948,0,0,0,BOS,Рэй,Ухде,,,Состояние Айовы,NBA
1672,1949,0,0,0,STB,Джо,Крэндалл,,,Государство Орегон,NBA
1838,1951,1,4,4,FTW,Зик,Синикола,,sinicze01,Ниагара,NBA
2075,1953,0,0,0,MNL,Чак,Волк,,,Северная Дакота,NBA
2286,1955,1,3,3,BOS,Джим,Отключение,,loscuji01,Орегон,NBA
2357,1956,0,0,0,MNL,Джим,Спрингер,,,Густав Адольф,NBA
2579,1958,8,4,59,NYK,Мельница,Кейн,,,Юта,NBA
2591,1958,10,3,71,DET,Пит,Годин,,,Лойола (ЛА),NBA
2690,1959,13,1,81,MNL,Дуэйн,Смит,,,Густав Адольф,NBA
2748,1960,8,1,56,CIN,Сэм,Стив,,stithsa01,Сент-Бонатура,NBA
2791,1960,20,1,99,CIN,Тони,Уилкокс,,,Виттенберг,NBA
2819,1961,3,4,27,LAL,Фрэнк,Бёрджессы,,,Гонзага,NBA
2838,1961,5,5,46,SYR,Дон,Джейкобсон,,,Южная Дакота,NBA
2893,1961,12,3,101,STL,Джеки,Кроуфорд,,,Цента,NBA
2903,1962,1,2,2,NYK,Пол,Гуг,,hoguedu01,Цинциннати,NBA
2917,1962,2,9,16,BOS,Джек,Фоли,,foleyja01,Святой Крест,NBA
2934,1962,4,8,33,LAL,Янв.,Громкое молоко,,,Южный методист,NBA
3002,1963,0,0,0,CIN,Том,Такер,,thackto01,Цинциннати,NBA
3050,1963,6,4,48,DET,Реджи,Тяжело,,hardire01,,NBA
3142,1964,7,3,55,BAL,Рон,Миллер,,,Лойола (ИЛ),NBA
3242,1965,6,9,53,BOS,Хаскел,Тисон,,,Дюк,NBA
3248,1965,7,6,59,CIN,Джефф,Водитель,,,Майами (ОХ),NBA
3380,1966,9,5,82,LAL,Джулиан,Хаммонд,,hammoju01,Талса,NBA
3444,1967,4,3,34,CHI,Джим,Ожоги,,burnsji01,Северо-западный,NBA
3452,1967,4,11,42,SDR,Крейг,Дилл,,dillcr01,Мичиган,NBA
3484,1967,6,10,74,PHI,Тим,Полномочия,,,Крейтон,NBA
3534,1967,12,1,124,BAL,Тони,Итон,,,Панамериканцы,NBA
3599,1968,3,5,27,CIN,Пэт,Размораживайся.,,frinkpa01,Новая Мексика,NBA
3835,1969,4,6,49,SDR,Джонни,Аллен,,,Бетун-Кукман,NBA
4025,1970,2,4,21,BOS,Рекс,Морган,,morgare01,Джексонвилль,NBA
4177,1970,11,3,173,CIN,Тед,Хиллари,,,Св. Иосифа (ИН),NBA
4507,1972,2,9,22,LAL,Пол,Стоваль,,stovapa01,Государство Аризона,NBA
4520,1972,3,5,35,CHI,Фрэнк,Рассел,,russefr01,Детройт,NBA
4672,1972,14,7,187,CHI,Эндрю,Питты,,,Оклахома,NBA
4737,1973,4,2,54,BUF,Даг,Маленький,,,Орегон,NBA
4918,1974,2,6,24,KCO,Лен,Космальски,,kosmale01,Теннесси,NBA
4933,1974,3,3,39,CLE,Кевин,Рестани,,restake01,Сан-Франциско,NBA
5082,1975,1,10,10,KCK,Билл,Робинзин,,robinbi01,Де Поль,NBA
5108,1975,2,18,36,PHO,Джимми,conner,,conneji01,Кентукки,NBA
5159,1975,5,15,87,GSW,Ларри,фунтов стерлингов,,,Вашингтон,NBA
5177,1975,6,15,105,GSW,Тони,Стиль,,,Сан-Франциско,NBA
5188,1975,7,8,116,CLE,Шон,Левик,,,Джексонвилль,NBA
5194,1975,7,14,122,CHI,Джон,Гроковальский,,,Предположение,NBA
5246,1975,10,14,174,BOS,Билл,Эндикотт,,,Массачусетс,NBA
5332,1976,5,18,86,GSW,Карл,Птица,,,Калифорния,NBA
5369,1976,8,1,123,CLE,Дэйв,Кёлер,,,Висконсин,NBA
5374,1976,8,6,128,NOJ,Ричард,Брайант,,,ШВ Техасский штат,NBA
5603,1978,1,2,2,KCK,Фил,Форд,,fordph01,Северная Каролина,NBA
5618,1978,1,17,17,DEN,Род,Гриффин,,,Уэйк Форест,NBA
5633,1978,2,10,32,NYK,Джон,Рудд,,ruddjo01,Государство МакНис,NBA
5671,1978,4,4,70,KCK,Джеффри,Кромптон,,crompge01,Северная Каролина,NBA
5695,1978,5,6,94,BOS,Грег,Тайны,,,Сетон-холл,NBA
5774,1978,9,3,173,BOS,Лес,Андерсон,,,Джордж Вашингтон,NBA
5807,1979,1,4,4,DET,Грег,Келсер,,kelsegr01,Штат Мичиган,NBA
5899,1979,5,8,96,GSW,Джордж,Отпустить,,,Цента,NBA
5936,1979,7,5,133,CHI,Майк,Эверсли,,,Штат Чикаго,NBA
5951,1979,8,1,148,UTA,Кит,Макдональд,,,Штат Юта,NBA
5970,1979,9,1,167,UTA,Мельница,Хаггинс,,,Южный Иллинойс,NBA
5983,1979,9,14,180,PHI,Коби,Левитт,,,Юта,NBA
6052,1980,3,1,47,DEN,Курт,Нимфий,,nimphku01,Государство Аризона,NBA
6097,1980,4,23,92,BOS,Кевин,Гамильтон,,,Иона,NBA
6174,1980,8,9,169,DAL,Кларенс,Киа,,keacl01,Ламар,NBA
6175,1980,8,10,170,WSB,Богатый,Очаровательно.,,,Оберн,NBA
6208,1980,10,4,203,CHI,Билли,Фостер,,,Восточная Монтана,NBA
6404,1981,9,2,185,DET,Эдди,Бейкер,,,Государство алькорн,NBA
6544,1982,5,10,102,ATL,Марк,Зал,,,Миннесота,NBA
6665,1982,10,18,223,MIL,Боб,Конен,,,Висконсин-Ео Клэр,NBA
6929,1984,2,12,36,PHO,Чарльз,Джонс,,jonesch02,Луисвилль,NBA
6932,1984,2,15,39,SEA,Дэнни,Молодой,,youngda01,Уэйк Форест,NBA
7035,1984,7,3,142,CLE,Джо,Якубик,,,Акрон,NBA
7111,1984,10,12,218,PHO,Эзра,Холм,,,Батист свободы,NBA
7176,1985,3,8,55,CLE,Херб,Джонсон,,,Талса,NBA
7237,1985,5,23,116,BOS,Альберт,Задницы,,,ЛаСалле,NBA
7321,1986,2,14,38,SEA,Лемон,Лампли,,,Де Поль,NBA
7396,1986,5,20,113,PHI,Кевин,Холмс,,,Де Поль,NBA
7398,1986,5,22,115,LAL,Вас понял.,Харден,,,Кентукки,NBA
7495,1987,3,4,50,SAS,Фил,Зевенберген,,zevenph01,Вашингтон,NBA
7560,1987,6,1,115,LAL,Кенни,Трэвис,,,Нью-Мексико,NBA
7589,1987,7,6,144,CLE,Майкл,Фостер,,,Южная Каролина,NBA
7662,1988,3,6,56,SAS,Барри,Скальпель,,sumptba01,Остин Пи,NBA
7748,1990,1,13,13,LAC,Лоуи,Отсутствует,,vaughlo01,Мичиган,NBA
7780,1990,2,18,45,IND,Антонио,Дэвис,,davisan01,Техас-эль-Пасо,NBA
8032,1995,1,27,27,PHO,Марио,Беннетт,,bennema01,Государство Аризона,NBA
8216,1998,2,9,38,NYK,ДеМарко,Джонсон,,johnsde02,КООН-Шарлотта,NBA
8288,1999,2,23,52,POR,Роберто,Бергерсен,,,Государство Бойз,NBA
8306,2000,1,12,12,DAL,Этан,Томас,,thomaet01,Сиракуз,NBA
8488,2003,1,22,22,NJN,Зоран,Планинская,,planizo01,Хорватия,NBA
8587,2005,1,4,4,NOK,Крис,Пол,,paulch01,Уэйк Форест,NBA
8602,2005,1,19,19,MEM,Хаким,Уоррик,,warriha01,Сиракуз,NBA
8628,2005,2,15,45,PHI,Луис,Уильямс,,willilo02,"South Gwinnett HS (Snellville, GA)",NBA
8645,2006,1,2,2,CHI,ЛаМарк,Олдридж,,aldrila01,Техас,NBA
8651,2006,1,8,8,HOU,Руди,Гей,,gayru01,Коннектикут,NBA
8660,2006,1,17,17,IND,Шон,Уильямс,,willish03,Мемфис,NBA
8698,2006,2,25,55,CLE,Ejike,Угбоаджа,,,Союзный банк Лагос (Нигерия),NBA
8847,2009,1,24,24,DAL,Байрон,Маллены,,,Штат Огайо,NBA
8850,2009,1,27,27,MEM,Демарр,Кэррол,,carrode01,Миссури,NBA
8982,2011,2,9,39,CHA,Джереми,Тайлер,,tylerje01,Токио Апач (Япония),NBA
