playerid,award,year,lgid,note,pos
bayloel01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
beasljo01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,C
bingda01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,G
brownla01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,G
brownro01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,F
chambwi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,C
chambwi01,Самый ценный игрок,1967,NBA,,
dampilo01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,G
danieme01,Первая группа &lt; &lt; ABA &gt; &gt;,1967,ABA,,C
danieme01,Новичок года,1967,ABA,,
greerha01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,G
havlijo01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
hawkico01,Первая группа &lt; &lt; ABA &gt; &gt;,1967,ABA,,F
hawkico01,Финал MVP,1967,ABA,,
hawkico01,Самый ценный игрок,1967,ABA,,
jonesla01,Первая группа &lt; &lt; ABA &gt; &gt;,1967,ABA,,G
lucasje01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
moedo01,Первая группа &lt; &lt; ABA &gt; &gt;,1967,ABA,,F
monroea01,Новичок года,1967,NBA,,
powelci01,Вторая группа &lt; &lt; АБА &gt; &gt;,1967,ABA,,F
reedwi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,F
roberos01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,G
russebi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,C
westje01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1967,NBA,,G
willich01,Первая группа &lt; &lt; ABA &gt; &gt;,1967,ABA,,G
sharmbi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1957,NBA,,G
pettibo01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1961,NBA,,F
webbech01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2000,NBA,,F
arenagi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2006,NBA,,G
bucknqu01,Вторая группа общей обороны,1979,NBA,,
abdulka01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1970,NBA,,C
stokema01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1955,NBA,,F
duncati01,Новичок года,1997,NBA,,
taylobr01,Группа общей обороны,1975,ABA,,
westje01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1970,NBA,,G
colemde01,Третья группа &lt; &lt; Все НБА &gt; &gt;,1992,NBA,,F
cowenda01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1975,NBA,,C
ginobem01,Шестой человек года,2007,NBA,,
paytoga01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,1997,NBA,,
kempsh01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1994,NBA,,F
heinsto01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1962,NBA,,F
birdla01,Самый ценный игрок,1985,NBA,,
duncati01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2002,NBA,,F
cunnibi01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1968,NBA,,F
augusdj01,Вторая команда всех новичков,2008,NBA,галстук,
onealsh01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1994,NBA,,C
mckeyde01,Вторая группа общей обороны,1995,NBA,,
cousybo01,Самый ценный игрок,1956,NBA,,
hendeal01,Самый усовершенствованный игрок,1997,NBA,,
nashst01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,G
mutomdi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,2000,NBA,,C
wallabe01,Первая группа &lt; &lt; Всеобороны &gt; &gt;,2005,NBA,,
rosede01,Самый ценный игрок,2010,NBA,,
johnsne01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1954,NBA,,
jennibr01,Первая команда всех новичков,2009,NBA,,
heinsto01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1960,NBA,,F
thurmna01,Вторая группа общей обороны,1973,NBA,,
allento01,Вторая группа общей обороны,2010,NBA,,G
moncrsi01,Вторая группа &lt; &lt; Все НБА &gt; &gt;,1981,NBA,,G
ervinju01,Финал MVP,1973,ABA,,
lucasje01,Первая группа &lt; &lt; Все НБА &gt; &gt;,1965,NBA,,F
onealsh01,Первая группа &lt; &lt; Все НБА &gt; &gt;,2005,NBA,,C
