team_id,team_name
1101,Абилин Хр
1102,Военно-воздушные силы
1103,Акрон
1104,Алабама
1106,Алабама-стрит
1107,Олбани Нью-Йорк
1110,Американский союз
1112,Аризона
1113,Аризона
1114,Ковчег Маленький Камень
1117,Арканзас
1118,Армстронг
1119,Армия
1120,Оберн
1121,Августa
1122,Остин Пи
1123,Мяч св.
1124,Бэйлор
1125,Бельмонт
1126,Бетун-Кукман
1127,Бингемтон
1130,Бостонский колледж
1131,Бостон Унив
1132,Зеленый боулинг
1133,Брэдли
1134,Бруклин
1138,Буффало
1140,БАЙУ
1142,Cal Poly SLO
1143,Калифорния
1145,Каниций
1150,Шарлотта
1151,Чаттануга
1153,Цинциннати
1157,Прибрежный автомобиль
1158,Кол Чарльстон
1159,Колгейт
1161,Колорадо
1162,Колумбия
1164,Коппин св.
1165,Корнелл
1166,Крейтон
1167,CS Бейкерсфилд
1168,CS Фуллертон
1169,CS Нортридж
1170,CS Сакраменто
1171,Дартмут
1173,Дейтон
1175,Делавэр
1179,Дрейк
1182,Дюкесне
1183,E Иллинойс
1184,E Кентукки
1185,E Мичиган
1188,Эдвардсвилль
1189,Элон
1190,ETSU
1192,F Дикинсон
1193,Фэрфилд
1194,FL Атлантика
1202,Фурман
1203,G Вашингтон
1205,Гарднер Вебb
1206,Джордж Мейсон
1207,Джорджтаун
1212,Храмирование
1213,Большой каньон
1216,Хартфорд
1218,Гавайи
1220,Hofstra
1221,Святой Крест
1224,Говард
1225,Айдахо
1226,Айдахо
1227,ИЛ Чикаго
1228,Иллинойс
1229,Иллинойс
1230,Внезапное слово
1233,Иона
1234,Айова
1235,Айова
1236,МГЛЖ
1237,IUPUI
1239,Джексонвилль
1240,Джексонвилль Сент-Джексонвиль
1244,Кеннезау
1245,Кент
1246,Кентукки
1249,Ламар
1251,Свобода
1252,Липскомb
1253,Длинный пляж
1255,Лонгвуд
1258,Лоуи Мэримаунт
1259,Loyola MD
1260,Лойола-Чикаго
1261,ЛСУ
1262,МА Лоуэлл
1264,Манхэттен
1265,Марист
1266,Маркетт
1267,Маршалл
1268,Мэриленд
1269,Массачусетс
1270,МакНис Сент-Макниз
1272,Мемфис
1273,Мерсер
1274,Майами FL
1275,Майами
1276,Мичиган
1277,Мичиган Сент-Мичиган
1280,Госпожа Миссисипи
1281,Миссури
1282,Missouri KC
1283,"Миссури, Сент-Миссури"
1284,Монмутский NJ
1287,Моред св.
1288,Морган Сент
1289,Моррис Браун
1291,Святой Марии
1292,МТС
1293,Мюррей
1300,НК Центральный
1304,Небраска
1306,Нью-Гэмпшир
1309,Новый Орлеан
1311,Николс Св.
1312,NJIT
1313,Норфолк
1314,Северная Каролина
1315,Северная Дакота
1317,Северный Техас
1318,Северо-восточный
1320,Северная Айова
1322,Северо-западная Лос-Анджелес
1323,Нотр-Дам
1324,Окленд
1325,Огайо
1326,Огайо
1327,Окла-Сити
1328,Оклахома
1329,Оклахома
1331,Оральный Робертс
1332,Орегон
1334,Тихоокеанский регион
1336,Пенн Сен-Пен
1337,Пеппердин
1338,Питтсбург
1339,Портленд
1340,Портленд
1341,Вид прерии
1343,Принстон
1347,Рэдфорд
1348,Род-Айленд
1350,Ричмонд
1353,Рутгеры
1355,С. Дакота
1357,Священное сердце
1359,Сэмфорд
1360,Сан-Диего
1362,Сан-Франциско
1363,Сан-Хосе
1364,Санта-Барбара
1366,Саванна Святая
1367,СК Внештатные должности
1368,СЕ Луизиана
1369,СЕ Миссури Сент-Миссури
1370,Сиэтл
1372,SF Остин
1375,Южная Алабама
1376,Южная Каролина
1377,Южная Дакота
1378,Южная Флорида
1380,Южный Унив
1381,Южная Юта
1383,Сент-Фрэнсис Нью-Йорк
1384,Сент-Фрэнсис Па
1386,Папа Святого Иосифа
1387,Сент-Луис
1388,Калифорния Святой Марии
1391,Стетсон
1392,Стони Брук
1393,Сиракуз
1394,ТАМ К. Кристи
1395,ТСЮ
1396,Храм
1397,Теннесси
1398,Теннесси Сент-Теннесси
1401,Техасская АиГ
1402,Сент-Техас
1403,Техасские технологии
1404,TN Мартин
1405,Толедо
1406,Тоусон
1407,Трой
1408,Тулане
1410,TX Панамериканская
1412,ЮАБ
1413,UC Davis
1414,UC Ирвин
1415,UC Riverside
1418,ULL
1420,УМБК
1422,КООН &lt; &lt; Гринсборо &gt; &gt;
1423,КООН Уилмингтон
1424,ПООНО
1429,Юта-стрит
1430,Долина Юта
1433,ВА Содружество
1435,Вандербильт
1436,Вермонт
1438,Вирджиния
1439,Вирджиния Технология
1443,Кентукки
1444,В. Мичиган
1445,В Салем-стрит
1446,WW Texas A&M
1447,Вагнер
1448,Уэйк Форест
1450,Вашингтон
1451,Вебер-стрит
1453,Зеленый залив
1454,ВИ Милуоки
1456,Уильям и Мэри
1457,Уинтроп
1459,Воффорд
1460,Странный
1462,Ксавье
1464,Ёнштаун св.
