season,daynum,wteam,wscore,lteam,lscore,wloc,numot
2007,22,1364,89,1337,80,A,2
2007,68,1130,74,1301,58,A,0
2014,54,1217,94,1200,86,A,0
1986,47,1183,57,1410,56,A,0
1985,54,1140,84,1449,75,H,0
2004,33,1145,78,1382,64,A,0
2014,65,1182,87,1200,81,H,0
1985,59,1438,66,1336,54,N,0
1990,82,1373,63,1193,57,H,0
1987,82,1238,47,1108,45,A,0
1992,99,1131,91,1299,87,H,0
2007,53,1132,79,1267,78,A,0
1988,58,1133,97,1173,80,A,0
2007,129,1246,79,1104,67,N,0
1995,117,1293,96,1122,79,A,0
2010,11,1362,73,1142,62,H,0
2007,86,1222,73,1416,70,H,1
1989,92,1206,85,1110,79,H,0
1988,61,1268,93,1448,76,H,0
1992,93,1318,68,1233,65,H,0
2006,70,1313,74,1271,62,H,0
2010,89,1426,82,1402,78,A,0
2003,34,1329,77,1322,51,H,0
2003,75,1345,82,1336,78,A,0
2005,62,1397,83,1157,51,H,0
