corp_no,corp_name,street,city,state_prov,country,mail_code,phone_no,expr_dt,region_no,corp_code
1,Corp. Apex Key StonesInc., , ,,,,,2004-10-12T10:41:26,3,
2,Корпорация Apex LightingInc., , ,,,,,2004-10-12T10:41:26,8,
4,Корпорация &lt; &lt; Апекс игл &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
5,Компания &quot; Apex OperaInc &quot; ., , ,,,,,2004-10-12T10:41:26,3,
7,Corp. Apex QuestsInc., , ,,,,,2004-10-12T10:41:26,8,
16,Компания &quot; Бостон петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,1,
24,Компьютерная игла инк., , ,,,,,2004-10-12T10:41:26,5,
28,Компьютерные рестораны Inc., , ,,,,,2004-10-12T10:41:26,8,
29,Компания &quot; Компьютерс мейлз инк. &quot; ., , ,,,,,2004-10-12T10:41:26,7,
30,Corp. Computer TransitInc., , ,,,,,2004-10-12T10:41:26,1,
31,Корп. Key StonesInc., , ,,,,,2004-10-12T10:41:26,1,
33,Корпоративная машинная инк., , ,,,,,2004-10-12T10:41:26,1,
34,Корп. Ведущий иглл-рабочий Inc., , ,,,,,2004-10-12T10:41:26,1,
35,Корпоративная опера Инс., , ,,,,,2004-10-12T10:41:26,3,
38,Корп. Ресторанный Инс., , ,,,,,2004-10-12T10:41:26,8,
41,Компания &lt; &lt; Эксперт Кей Стоунс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,2,
42,Компания &lt; &lt; Эксперт осветительный инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,6,
44,Компания &quot; Идлеворк инк. &quot;, , ,,,,,2004-10-12T10:41:26,6,
45,Компания &quot; Эксперимент оперимент &quot; ., , ,,,,,2004-10-12T10:41:26,1,
48,Компания &lt; &lt; Ресторанс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,8,
49,Компания &lt; &lt; Эксперт мейлз мейтс инк. &gt; &gt;, , ,,,,,2004-10-12T10:41:26,4,
53,Компания &quot; Знаменитый машинный инк. &quot; ., , ,,,,,2004-10-12T10:41:26,4,
58,Известный ресторанный инк., , ,,,,,2004-10-12T10:41:26,3,
60,Компания &quot; Транзит Инч &quot; ., , ,,,,,2004-10-12T10:41:26,4,
65,Gigant OperaInc., , ,,,,,2004-10-12T10:41:26,8,
67,Корпорация Gigant QuestsInc., , ,,,,,2004-10-12T10:41:26,5,
69,Корпорация Gigant Sail MakersInc., , ,,,,,2004-10-12T10:41:26,1,
74,Компьютерная компания &quot; Скромные иглы &quot;, , ,,,,,2004-10-12T10:41:26,7,
75,Компьютерная опера Inc., , ,,,,,2004-10-12T10:41:26,1,
76,Компьютерная компания &quot; Хамбл петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,4,
79,Корпоративная компания Summble Sail MakersInc., , ,,,,,2004-10-12T10:41:26,8,
81,Компания &quot; Империал Кей Стоунс Инк &quot; ., , ,,,,,2004-10-12T10:41:26,6,
82,"Корпорация ""Имперский свет индастриз"".", , ,,,,,2004-10-12T10:41:26,3,
84,Корпорация &lt; &lt; Империал игллворд инк. &gt; &gt; ., , ,,,,,2004-10-12T10:41:26,5,
85,"Компания ""Империал операИнч"".", , ,,,,,2004-10-12T10:41:26,2,
86,Компания &quot; Империал петролеум инк. &quot; ., , ,,,,,2004-10-12T10:41:26,2,
91,"Корпоративная компания ""Кей Стоунс Инк"".", , ,,,,,2004-10-12T10:41:26,3,
93,"Корп. ""Просто машиностроение"".", , ,,,,,2004-10-12T10:41:26,4,
97,"Корп. ""Просто ""КвестсИнк"".", , ,,,,,2004-10-12T10:41:26,7,
99,"""Корп."" ""Просто ""Майкл мейкерс Инк"".", , ,,,,,2004-10-12T10:41:26,5,
100,"Корп. ""Просто Транзит Инс"".", , ,,,,,2004-10-12T10:41:26,1,
102,Компания Apex LightingCo., , ,,,,,2004-10-12T10:41:26,5,
110,Corp. Apex Transit Co., , ,,,,,2004-10-12T10:41:26,7,
111,"""Бостон Кей СтоунсКо"".", , ,,,,,2004-10-12T10:41:26,2,
112,Компания &quot; Бостон лайтингКо &quot; ., , ,,,,,2004-10-12T10:41:26,7,
114,Компания &quot; Бостон идлвордКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
117,Компания &quot; Бостон квестсКо &quot; ., , ,,,,,2004-10-12T10:41:26,1,
118,"Компания ""Бостон ресторансКо"".", , ,,,,,2004-10-12T10:41:26,1,
121,Corp. Computer Key StonesCo., , ,,,,,2004-10-12T10:41:26,2,
122,Компьютерная компания LightingCo., , ,,,,,2004-10-12T10:41:26,4,
123,Компания &quot; Компьютер механикКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
125,Компьютерная опера., , ,,,,,2004-10-12T10:41:26,5,
126,Компания &quot; Компьютер петролеумКо &quot; ., , ,,,,,2004-10-12T10:41:26,6,
129,Corp. Computer SailMakersCo., , ,,,,,2004-10-12T10:41:26,4,
130,Компания &quot; Компьютер ТранзитКо &quot; ., , ,,,,,2004-10-12T10:41:26,6,
131,Корп. Key StonesCo., , ,,,,,2004-10-12T10:41:26,8,
132,Корпоративная компания LightingCo., , ,,,,,2004-10-12T10:41:26,8,
133,Корпорация автомеханика., , ,,,,,2004-10-12T10:41:26,6,
134,Корп. Ведущий иглл-рабочий Ко., , ,,,,,2004-10-12T10:41:26,7,
137,"""Корп. КвестсКо"".", , ,,,,,2004-10-12T10:41:26,5,
138,Корп. Ресторанная компания., , ,,,,,2004-10-12T10:41:26,8,
139,"Корпорация ""Корп. Сэйлз МакейерсКо"".", , ,,,,,2004-10-12T10:41:26,6,
148,Компания &quot; Ресторанс Ко &quot; ., , ,,,,,2004-10-12T10:41:26,4,
155,Известная опера-ко., , ,,,,,2004-10-12T10:41:26,7,
164,Корпорация Gigant NidleworkCo., , ,,,,,2004-10-12T10:41:26,8,
165,"""Гигантская опера-ко"".", , ,,,,,2004-10-12T10:41:26,1,
168,"""Гигантская ресторанная компания"".", , ,,,,,2004-10-12T10:41:26,7,
170,Gigant Transit Co., , ,,,,,2004-10-12T10:41:26,3,
174,Компьютерная компания &quot; Хамбл идлвордКо &quot; ., , ,,,,,2004-10-12T10:41:26,4,
182,"Компания ""Империал ЛайтингКо"".", , ,,,,,2004-10-12T10:41:26,4,
188,"""Имперская ресторанная компания"".", , ,,,,,2004-10-12T10:41:26,3,
192,Просто LightingCo., , ,,,,,2004-10-12T10:41:26,7,
193,Просто машина-компания., , ,,,,,2004-10-12T10:41:26,3,
197,"Просто ""КвестсКо"".", , ,,,,,2004-10-12T10:41:26,6,
198,Просто ресторанная компания., , ,,,,,2004-10-12T10:41:26,8,
199,"Корпорация, просто Sail MakersCo.", , ,,,,,2004-10-12T10:41:26,2,
201,"""Апекс Кей СтоунсКорп"".", , ,,,,,2004-10-12T10:41:26,7,
202,Корпорация Apex LightingCorp., , ,,,,,2004-10-12T10:41:26,7,
203,Корпорация Apex MachineCorp., , ,,,,,2004-10-12T10:41:26,8,
204,Корп. Apex HidleworkCorp., , ,,,,,2004-10-12T10:41:26,2,
