playerid,year,stint,tmid,w,l,sa,ga
johnsch02,2009,1,NYR,0,1,5,2
raycran01,2008,1,COL,2,0,8,1
bryzgil01,2008,1,PHO,2,3,20,10
pavelon01,2010,1,ATL,3,5,24,9
rolosdw01,2005,1,MIN,0,1,8,2
sabouda01,2006,1,VAN,0,1,4,2
priceca01,2007,1,MTL,3,2,22,4
hedbejo01,2007,1,ATL,5,3,31,7
masonst01,2011,1,CBS,2,2,10,4
quickjo01,2009,1,LAK,8,6,51,17
conklty01,2008,1,DET,2,2,13,4
bironma01,2011,1,NYR,0,2,7,3
kolesvi01,2005,1,COL,1,0,7,0
halakja01,2006,1,MTL,2,0,8,2
khabini01,2008,1,CHI,2,5,19,9
conklty01,2006,1,CBS,1,1,5,2
auldal01,2011,1,OTT,0,1,4,3
kolziol01,2005,1,WAS,4,5,44,15
auldal01,2008,1,OTT,2,4,25,9
toivoha01,2006,1,BOS,1,1,8,3
toivoha01,2007,1,STL,1,2,9,2
khabini01,2011,1,EDM,0,5,20,12
hedbejo01,2011,1,NJD,5,2,20,7
rasktu01,2009,1,BOS,5,4,33,10
leighmi01,2009,1,CAR,1,0,3,0
fernama01,2006,1,MIN,7,1,32,9
garonma01,2007,1,EDM,10,0,32,2
schneco01,2008,1,VAN,0,1,3,3
brustba01,2006,1,LAK,1,1,5,1
thomati01,2010,1,BOS,1,5,19,9
labarja01,2010,1,PHO,1,1,5,2
masonch02,2009,1,STL,5,3,28,8
mcelhcu01,2009,1,CAL,1,0,4,2
masonch02,2005,1,NAS,2,0,5,0
grahajo01,2007,1,CAR,1,0,3,2
emeryra01,2007,1,OTT,1,3,15,7
rolosdw01,2008,1,EDM,4,4,24,5
budajpe01,2006,1,COL,3,4,27,11
emeryra01,2006,1,OTT,1,4,19,8
clemmsc01,2008,1,NJD,2,1,12,3
theodjo01,2007,1,COL,6,1,28,6
sabouda01,2008,1,PIT,3,2,19,5
hillejo01,2010,1,AND,4,2,26,4
kolziol01,2006,1,WAS,1,5,17,9
grahajo01,2005,1,TBL,4,1,16,4
andercr01,2010,1,COL,1,0,3,0
thibajo01,2005,1,PIT,1,1,12,3
fleurma01,2006,1,PIT,9,5,39,9
millery01,2007,1,BUF,4,7,33,14
schneco01,2011,1,VAN,2,1,8,3
toskave01,2005,1,SJS,0,3,12,5
rolosdw01,2006,1,EDM,3,2,21,6
munroad01,2005,1,CHI,0,1,4,2
elliobr01,2011,1,STL,1,3,14,5
emeryra01,2005,1,OTT,0,2,5,2
emeryra01,2009,1,PHI,2,1,9,2
clemmsc01,2011,1,FLO,2,3,20,7
auldal01,2005,1,VAN,4,3,22,7
garonma01,2008,1,EDM,1,0,3,1
budajpe01,2005,1,COL,0,5,14,9
bernijo01,2011,1,LAK,0,1,2,2
wardca01,2007,1,CAR,1,3,11,6
varlasi01,2010,1,WAS,1,2,8,3
schaeno01,2005,1,SJS,1,0,4,1
dunhami01,2005,1,ATL,0,2,4,3
auldal01,2007,2,BOS,2,3,15,5
pavelon01,2011,1,WPG,3,3,20,8
vokouto01,2006,1,NAS,2,3,17,7
bironma01,2008,1,PHI,2,3,17,5
priceca01,2009,1,MTL,2,3,17,5
thomati01,2007,1,BOS,3,4,18,6
backsni01,2011,1,MIN,5,6,32,15
crawfco01,2011,1,CHI,6,4,32,6
labarja01,2005,1,LAK,2,0,5,0
leighmi01,2008,1,CAR,1,1,5,3
lalimpa01,2008,1,BUF,0,3,10,4
budajpe01,2010,1,COL,3,0,14,1
smithmi02,2008,1,TBL,2,7,27,15
osgooch01,2007,1,DET,2,3,16,8
lindban01,2011,1,NAS,1,0,3,0
labarja01,2009,1,PHO,6,1,27,8
ramoka01,2007,1,TBL,0,1,2,2
turcoma01,2008,1,DAL,5,6,43,16
toskave01,2008,1,TOR,4,5,29,14
bironma01,2007,1,PHI,2,6,20,13
hasekdo01,2007,1,DET,3,2,12,3
vokouto01,2005,1,NAS,4,3,20,8
danisya01,2008,1,NYI,0,2,5,3
smithmi02,2011,1,PHO,6,8,46,15
montoal01,2011,1,NYI,2,2,13,5
clemmsc01,2005,1,NJD,1,1,7,3
smithmi02,2010,1,TBL,1,0,4,0
halakja01,2009,1,MTL,5,2,21,5
weekeke01,2006,1,NYR,0,1,3,1
bernijo01,2009,1,LAK,1,0,6,0
conklty01,2010,1,STL,0,2,7,6
legacma01,2005,1,DET,2,2,17,7
backsni01,2006,1,MIN,3,5,32,15
gigueje01,2010,1,TOR,2,2,15,7
garonma01,2010,1,CBS,1,3,12,4
bobrose01,2010,1,PHI,1,4,17,9
bacasja01,2005,1,STL,1,0,4,1
turcoma01,2010,1,CHI,2,2,13,7
vokouto01,2007,1,FLO,5,6,41,11
khabini01,2007,1,CHI,2,4,19,7
mclenja01,2005,1,FLO,0,1,4,2
bachmri01,2011,1,DAL,0,1,3,1
sauveph01,2005,1,CAL,1,0,3,0
rolosdw01,2005,2,EDM,1,3,12,7
johnsbr02,2011,1,PIT,0,1,3,2
