coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
dandule01c,1924,MTL,NHL,1,,30,17,11,2,6,3,3,0
patrily01c,1949,NYR,NHL,1,,70,28,31,11,12,7,5,0
ryanro01c,1973,NEW,WHA,1,,78,43,31,4,7,3,4,0
blaketo01c,1966,MTL,NHL,1,,70,32,25,13,10,6,4,0
harribi01c,1972,OTN,WHA,1,,78,35,39,4,5,1,4,0
keenami01c,1991,CHI,NHL,1,,80,36,29,15,18,12,6,0
krommbo01c,1978,DET,NHL,1,,80,23,41,16,,,,
francem01c,1974,NYR,NHL,1,,80,37,29,14,3,1,2,0
murrate01c,1989,WAS,NHL,2,,34,18,14,2,15,8,7,0
arboual01c,1989,NYI,NHL,1,,80,31,38,11,5,1,4,0
rossar01c,1937,BOS,NHL,1,,48,30,11,7,3,0,3,0
laycoha01c,1969,LAK,NHL,1,,24,5,18,1,,,,
wilsojo01c,1972,DET,NHL,1,,78,37,29,12,,,,
therrmi01c,2000,MTL,NHL,2,,62,23,33,6,,,,
filioma01c,1977,QUN,WHA,2,,21,13,7,1,11,5,6,0
boudrbr01c,2010,WAS,NHL,1,,82,48,23,11,9,4,5,0
pilouru01c,1958,CHI,NHL,1,,70,28,29,13,6,2,4,0
demerja01c,1995,MTL,NHL,1,,4,0,4,0,,,,
bergemi03c,1980,QUE,NHL,2,,74,29,29,16,5,2,3,0
therrmi01c,2007,PIT,NHL,1,,82,47,27,8,20,14,6,0
cherrdo01c,1976,BOS,NHL,1,,80,49,23,8,14,8,6,0
irvindi01c,1936,TOR,NHL,1,,48,22,21,5,2,0,2,0
demerja01c,1977,CIN,WHA,1,,75,33,39,3,,,,
neilsro01c,1983,VAN,NHL,1,,48,17,26,5,,,,
muldope01c,1917,SEA,PCHA,1,,18,11,7,0,2,0,1,1
juliecl01c,2008,BOS,NHL,1,,82,53,19,10,11,7,4,0
hareto01c,1909,COB,NHA,1,,12,4,8,0,,,,
hitchke01c,2011,STL,NHL,2,,69,43,15,11,9,4,5,0
imlacpu01c,1979,TOR,NHL,3,,10,5,5,0,3,0,3,0
yeomi01c,2011,MIN,NHL,1,,82,35,36,11,,,,
evansja01c,1983,HAR,NHL,1,,80,28,42,10,,,,
popeila01c,1973,NYR,NHL,1,,41,18,14,9,,,,
lemaija01c,2008,MIN,NHL,1,,82,40,33,9,,,,
sherofr01c,1980,NYR,NHL,1,,20,4,13,3,,,,
keenami01c,1997,VAN,NHL,2,,63,21,30,12,,,,
geoffbe01c,1968,NYR,NHL,1,,43,22,18,3,,,,
cheevge01c,1983,BOS,NHL,1,,80,49,25,6,3,0,3,0
laviope01c,2001,NYI,NHL,1,,82,42,32,8,7,3,4,0
lalonne01c,1932,MTL,NHL,1,,48,18,25,5,2,0,1,1
irvindi01c,1943,MTL,NHL,1,,50,38,5,7,9,8,1,0
adamsja01c,1938,DET,NHL,1,,48,18,24,6,6,3,3,0
ruffli01c,2003,BUF,NHL,1,,82,37,38,7,,,,
greente01c,1993,EDM,NHL,1,,24,3,18,3,,,,
vigneal01c,2007,VAN,NHL,1,,82,39,33,10,,,,
gillda01c,1928,OTS,NHL,1,,44,14,17,13,,,,
hunteda02c,2011,WAS,NHL,2,,60,30,23,7,14,7,7,0
simpste01c,1995,WIN,NHL,1,,82,36,40,6,6,2,4,0
loughcl01c,1936,CHI,NHL,1,,48,14,27,7,,,,
staplpa01c,1978,IND,WHA,1,,25,5,18,2,,,,
gretzwa01c,2008,PHO,NHL,1,,82,36,39,7,,,,
carrofr01c,1920,TRS,NHL,1,,24,15,9,0,2,0,2,0
quinnmi01c,1915,QU1,NHA,1,,24,10,12,2,,,,
gardnji01c,1910,MOW,NHA,1,,16,7,9,0,,,,
sherofr01c,1972,PHI,NHL,1,,78,37,30,11,11,5,6,0
stanlba01c,1921,CAT,WCHL,1,,24,14,10,0,2,0,1,1
mcleljo01c,1972,TOR,NHL,1,,78,27,41,10,,,,
adamsja01c,1927,DTC,NHL,1,,44,19,19,6,,,,
kitchmi01c,2006,STL,NHL,1,,28,7,17,4,,,,
rossar01c,1930,BOS,NHL,1,,44,28,10,6,5,2,3,0
tortojo01c,2005,TBL,NHL,1,,82,43,33,6,5,1,4,0
