year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1930,NHL,MTM,MTM,,CA,3,QF,44,20,18,6.0,,46,,,105,106,Montreal Maroons,606,,,,,,,
1995,NHL,FLO,FLO,EC,AT,3,F,82,41,31,10.0,,92,,,254,234,Florida Panthers,1494,16,81,468,12,63,370,11
1975,NHL,LAK,LAK,WA,NO,2,QF,80,38,33,9.0,,85,,,263,265,Los Angeles Kings,1022,20,61,334,12,55,298,8
1975,WHA,PHR,PHR,,WW,2,AVPRE,80,39,35,6.0,,84,,,302,287,Phoenix Roadrunners,1292,,57,276,3,89,330,8
1912,PCHA,VML,VMR,,,2,,14,7,7,0.0,,14,,,71,68,Vancouver Millionaires,,,,,,,,
1989,NHL,NJD,NJD,WA,PT,2,DSF,80,37,34,9.0,,83,,,295,288,New Jersey Devils,1659,8,64,337,12,67,340,10
1992,NHL,NJD,NJD,WA,PT,4,DSF,84,40,37,7.0,,87,,,308,299,New Jersey Devils,1815,16,77,400,19,79,425,8
1968,NHL,TOR,TOR,,ED,4,QF,76,35,26,15.0,,85,,,234,217,Toronto Maple Leafs,950,,45,278,5,46,294,11
1926,NHL,MTL,MTL,,CA,2,SF,44,28,14,2.0,,58,,,99,67,Montreal Canadiens,409,,,,,,,
1932,NHL,CHI,CHI,,AM,4,,48,16,20,12.0,,44,,,88,101,Chicago Black Hawks,401,,,,,,,
1976,NHL,PHI,PHI,CC,PT,1,SF,80,48,16,16.0,,112,,,323,213,Philadelphia Flyers,1547,6,52,236,3,57,326,11
1913,NHA,QU1,BKN,,,3,,20,12,8,0.0,,24,,,111,73,Quebec Bulldogs,,,,,,,,
2010,NHL,TOR,TOR,EC,NE,4,,82,37,34,,11,85,5,6,218,251,Toronto Maple Leafs,985,18,52,326,8,62,275,5
1976,NHL,STL,STL,CC,SM,1,QF,80,32,39,9.0,,73,,,239,276,St. Louis Blues,877,10,47,249,7,47,259,4
1976,NHL,DET,DET,WA,NO,5,,80,16,55,9.0,,41,,,183,309,Detroit Red Wings,1332,10,37,294,10,73,317,10
1973,WHA,WIJ,PHO,,WW,4,AVQF,78,34,39,5.0,,73,,,264,296,Winnipeg Jets,673,6,39,240,15,45,207,8
2006,NHL,STL,STL,WC,CE,3,,82,34,35,,13,81,6,6,214,254,St. Louis Blues,1223,20,46,381,10,83,414,7
1943,NHL,NYR,NYR,,,6,,50,6,39,5.0,,17,,,162,310,New York Rangers,253,,,,,,,
1975,WHA,DOT,DOT,,WW,5,,41,14,26,1.0,,29,,,134,172,Denver Spurs/Ottawa Civics,536,,25,149,6,31,148,2
1947,NHL,DET,DET,,,2,F,60,30,18,12.0,,72,,,187,148,Detroit Red Wings,593,,,,,,,
1994,NHL,MTL,MTL,EC,NE,6,,48,18,23,7.0,,43,,,125,148,Montreal Canadiens,840,10,28,172,3,37,191,1
2010,NHL,EDM,EDM,WC,NW,5,,82,25,45,,12,62,2,9,193,269,Edmonton Oilers,1270,20,44,304,2,74,321,8
1955,NHL,MTL,MTL,,,1,SC,70,45,15,10.0,,100,,,222,131,Montreal Canadiens,977,,,,,,,
2009,NHL,NJD,NJD,EC,AT,1,CQF,82,48,27,,7,103,6,5,222,191,New Jersey Devils,859,16,51,273,5,41,239,7
2005,NHL,TOR,TOR,EC,NE,4,,82,41,33,,8,90,3,7,257,270,Toronto Maple Leafs,1398,20,107,501,12,99,496,14
1962,NHL,MTL,MTL,,,3,SF,70,28,19,23.0,,79,,,225,183,Montreal Canadiens,751,,,,,,,
1984,NHL,DET,DET,CC,NO,3,DSF,80,27,41,12.0,,66,,,313,357,Detroit Red Wings,1741,6,73,324,15,89,339,10
1963,NHL,TOR,TOR,,,3,SC,70,33,25,12.0,,78,,,192,172,Toronto Maple Leafs,928,,33,244,6,30,266,7
1935,NHL,TOR,TOR,,CA,2,F,48,23,19,6.0,,52,,,126,106,Toronto Maple Leafs,579,,,,,,,
2001,NHL,VAN,VAN,WC,NW,2,CQF,82,42,30,7.0,3,94,,,254,211,Vancouver Canucks,1342,28,69,372,9,57,379,3
1917,PCHA,VML,VMR,,,2,F,18,9,9,0.0,,18,,,70,60,Vancouver Millionaires,,,,,,,,
2000,NHL,ATL,WPG,EC,SE,4,,82,23,45,12.0,2,60,,,211,289,Atlanta Thrashers,1500,6,54,395,8,90,408,9
1994,NHL,EDM,EDM,WC,PC,5,,48,17,27,4.0,,38,,,136,183,Edmonton Oilers,1183,12,42,259,8,52,233,8
1985,NHL,MTL,MTL,WA,AD,2,SC,80,40,33,7.0,,87,,,330,280,Montreal Canadiens,1372,16,87,343,8,64,307,8
2001,NHL,SJS,SJS,WC,PC,1,CSF,82,44,27,8.0,3,99,,,248,199,San Jose Sharks,1249,8,59,368,6,54,380,15
1986,NHL,CHI,CHI,CC,NO,3,DSF,80,29,37,14.0,,72,,,290,310,Chicago Blackhawks,1692,16,55,324,9,81,341,5
1924,WCHL,VIC,VIC,,,3,SC,28,16,12,0.0,,32,,,84,63,Victoria Cougars,,,,,,,,
1985,NHL,WIN,PHO,CC,SM,3,DSF,80,26,47,7.0,,59,,,295,372,Winnipeg Jets,1774,24,72,356,14,83,335,13
1979,NHL,NYI,NYI,CC,PT,2,SC,80,39,28,13.0,,91,,,281,247,New York Islanders,1298,6,63,265,4,71,317,7
1911,NHA,MOW,MTW,,,3,,18,9,9,0.0,,18,,,95,96,Montreal Wanderers,,,,,,,,
1969,NHL,LAK,LAK,,WD,6,,76,14,52,10.0,,38,,,168,290,Los Angeles Kings,969,2,39,275,11,67,297,6
1997,NHL,PIT,PIT,EC,NE,1,CQF,82,40,24,18.0,,98,,,228,188,Pittsburgh Penguins,1225,10,67,407,16,46,338,11
1982,NHL,CAL,CAL,CC,SM,2,DF,80,32,34,14.0,,78,,,321,317,Calgary Flames,1146,10,65,273,6,59,258,7
1939,NHL,DET,DET,,,5,SF,48,16,26,6.0,,38,,,90,126,Detroit Red Wings,250,,,,,,,
1991,NHL,NJD,NJD,WA,PT,4,DSF,80,38,31,11.0,,87,,,289,259,New Jersey Devils,1611,8,59,338,10,68,374,15
1936,NHL,MTM,MTM,,CA,2,SF,48,22,17,9.0,,53,,,126,110,Montreal Maroons,381,,,,,,,
1997,NHL,ANA,ANA,WC,PC,6,,82,26,43,13.0,,65,,,205,261,Mighty Ducks of Anaheim,1843,10,46,392,10,72,396,9
1981,NHL,MTL,MTL,WA,AD,1,DSF,80,46,17,17.0,,109,,,360,223,Montreal Canadiens,1463,6,72,297,5,57,286,9
1915,PCHA,VML,VMR,,,2,,18,9,9,0.0,,18,,,75,69,Vancouver Millionaires,,,,,,,,
1998,NHL,STL,STL,WC,CE,2,CSF,82,37,32,13.0,,87,,,237,209,St. Louis Blues,1308,6,61,301,4,47,387,7
1987,NHL,LAK,LAK,CC,SM,4,DSF,80,30,42,8.0,,68,,,318,359,Los Angeles Kings,2124,16,103,474,14,96,425,11
2010,NHL,WAS,WAS,EC,SE,1,CSF,82,48,23,,11,107,5,6,224,197,Washington Capitals,926,20,46,263,5,43,299,7
2007,NHL,BOS,BOS,EC,NE,3,CQF,82,41,29,,12,94,6,7,212,222,Boston Bruins,1069,18,56,319,6,71,332,9
1909,NHA,COB,BKN,,,4,,12,4,8,0.0,,8,,,79,104,Cobalt Silver Kings,,,,,,,,
1975,WHA,CIN,CIN,,EW,4,,80,35,44,1.0,,71,,,285,340,Cincinnati Stingers,1344,,54,317,8,83,321,8
1952,NHL,DET,DET,,,1,SF,70,36,16,18.0,,90,,,222,133,Detroit Red Wings,645,,,,,,,
1998,NHL,BUF,BUF,EC,NE,4,F,82,37,28,17.0,,91,,,207,175,Buffalo Sabres,1561,16,49,363,7,55,399,6
1972,NHL,CHI,CHI,,WD,1,F,78,42,27,9.0,,93,,,284,225,Chicago Black Hawks,864,4,52,244,4,51,255,10
1981,NHL,NYR,NYR,WA,PT,2,DF,80,39,27,14.0,,92,,,316,306,New York Rangers,1402,22,68,306,12,75,319,7
1972,NHL,NYR,NYR,,ED,3,SF,78,47,23,8.0,,102,,,297,208,New York Rangers,765,8,54,238,5,39,250,5
1976,WHA,QUN,COL,,EW,1,AVC,81,47,31,3.0,,97,,,353,295,Quebec Nordiques,1485,6,70,258,6,66,316,16
1934,NHL,CHI,CHI,,AM,2,QF,48,26,17,5.0,,57,,,118,88,Chicago Black Hawks,387,,,,,,,
1971,NHL,BOS,BOS,,ED,1,SC,78,54,13,11.0,,119,,,330,204,Boston Bruins,1112,6,74,256,2,51,290,18
2003,NHL,BOS,BOS,EC,NE,1,CQF,82,41,19,15.0,7,104,,,209,188,Boston Bruins,1208,22,48,300,13,55,335,7
1996,NHL,EDM,EDM,WC,PC,3,CSF,82,36,37,9.0,,81,,,252,247,Edmonton Oilers,1368,18,73,406,13,59,338,9
2003,NHL,DET,DET,WC,CE,1,CSF,82,48,21,11.0,2,109,,,255,189,Detroit Red Wings,966,22,63,314,5,42,317,15
1974,NHL,WAS,WAS,WA,NO,5,,80,8,67,5.0,,21,,,181,446,Washington Capitals,1085,14,48,372,18,94,328,8
1935,NHL,MTM,MTM,,CA,1,SF,48,22,16,10.0,,54,,,114,106,Montreal Maroons,504,,,,,,,
1932,NHL,BOS,BOS,,AM,1,SF,48,25,15,8.0,,58,,,124,88,Boston Bruins,517,,,,,,,
1997,NHL,TOR,TOR,WC,CE,6,,82,30,43,9.0,,69,,,194,237,Toronto Maple Leafs,1481,6,41,359,13,50,372,5
2010,NHL,CAL,CAL,WC,NW,2,,82,41,29,,12,94,9,7,250,237,Calgary Flames,836,18,62,318,9,53,282,7
