playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
elliobr01,2011,1,STL,NHL,38,2235,23,10,4,4,9,58,972,8,455,3,4,,2,0,18,187
binklle01,1967,1,PIT,NHL,54,3141,20,24,10,1,6,151,,,,,,,,,,
denisma01,1998,1,COL,NHL,4,217,1,1,1,0,0,9,110,,,,,,,,,
riendvi01,1991,1,STL,NHL,3,157,1,2,0,0,0,11,96,,,,,,,,,
auldal01,2008,1,OTT,NHL,43,2449,16,18,7,7,1,101,1141,,,,,,,,,
turcoma01,2008,1,DAL,NHL,74,4327,33,31,10,8,3,203,1993,,,,,,,,,
billicr01,1997,1,COL,NHL,23,1162,8,7,4,2,1,45,588,1,1,0,0,,0,0,0,0
vernomi01,1992,1,CAL,NHL,64,3732,29,26,9,4,2,203,1804,4,150,1,1,,0,0,15,81
legricl01,1981,1,DET,NHL,1,28,0,0,1,0,0,0,,,,,,,,,,
roypa01,1994,1,MTL,NHL,43,2566,17,20,6,3,1,127,1357,,,,,,,,,
newtoca01,1973,1,CHC,WHA,45,2732,25,18,2,5,1,143,1352,10,486,2,5,,0,0,34,254
kiddtr01,1991,1,CAL,NHL,2,120,1,1,0,1,0,8,56,,,,,,,,,
donnepe01,1973,1,VAB,WHA,49,2824,22,24,0,4,3,179,1525,,,,,,,,,
dubiewa01,2005,1,NYI,NHL,7,310,2,3,0,1,0,15,145,,,,,,,,,
theodjo01,1996,1,MTL,NHL,16,821,5,6,2,0,0,53,508,2,168,1,1,,0,0,7,108
scottro01,1989,1,LAK,NHL,12,654,5,6,0,2,0,40,321,1,32,0,0,,0,0,4,10
mannipe01,2010,1,ATL,NHL,2,73,0,0,0,1,0,5,36,,,,,,,,,
lowro01,1977,1,DET,NHL,32,1816,9,12,9,2,1,102,,4,240,1,3,,0,0,17,
janecbo01,1986,1,LAK,NHL,7,420,4,3,0,0,0,34,222,,,,,,,,,
beverbi01,1937,1,MTM,NHL,48,2980,12,30,6,,2,149,,,,,,,,,,
lemelja01,1972,1,QUN,WHA,9,434,3,4,0,0,0,29,199,,,,,,,,,
whiddbo01,1973,1,CLC,WHA,22,1232,7,12,3,0,1,80,680,,,,,,,,,
rutheji01,1979,1,DET,NHL,23,1326,6,13,3,1,1,92,,,,,,,,,,
vokouto01,2007,1,FLO,NHL,69,4031,30,29,8,5,4,180,2213,,,,,,,,,
pronocl01,1958,1,MTL,NHL,2,60,0,1,0,,0,7,,,,,,,,,,
turekro01,2000,1,STL,NHL,54,3232,24,18,10,7,6,123,1248,14,908,9,5,,1,0,31,382
palmami01,1978,1,TOR,NHL,58,3396,26,21,10,3,4,167,,5,298,2,3,,0,0,17,
frankji01,1943,2,DET,NHL,17,1020,6,8,3,,1,69,,,,,,,,,,
cheevge01,1965,1,BOS,NHL,7,340,0,4,1,0,0,34,,,,,,,,,,
beaurst01,1993,1,WIN,NHL,13,418,0,4,1,0,0,34,211,,,,,,,,,
grattgi01,1972,1,OTN,WHA,51,3021,25,22,3,4,0,187,1591,2,86,0,1,,0,0,7,73
elliobr01,2010,2,COL,NHL,12,690,2,8,1,1,0,44,404,,,,,,,,,
blumfr01,1973,1,TOT,WHA,5,131,1,0,0,0,0,5,66,,,,,,,,,
peetepe01,1979,1,PHI,NHL,40,2373,29,5,5,1,1,108,,13,799,8,5,,0,1,37,
snowga01,1997,2,VAN,NHL,12,504,3,6,0,0,0,26,262,,,,,,,,,
moogan01,1991,1,BOS,NHL,62,3640,28,22,9,7,1,196,1727,15,866,8,7,,1,1,46,385
grattgi01,1976,1,NYR,NHL,41,2034,11,18,7,2,0,143,,,,,,,,,,
roachjo01,1921,1,TRS,NHL,22,1340,11,10,1,,0,91,,2,120,1,0,1,,1,4,
drydeda01,1973,1,BUF,NHL,53,2987,23,20,8,3,1,148,,,,,,,,,,
sanfocu01,2011,1,CBS,NHL,36,1983,10,18,4,6,1,86,971,,,,,,,,,
quickjo01,2011,1,LAK,NHL,69,4099,35,21,13,1,10,133,1863,20,1238,16,4,,1,3,29,538
smithga01,1967,1,OAK,NHL,21,1129,2,13,4,1,1,60,,,,,,,,,,
dafoeby01,1997,1,BOS,NHL,65,3693,30,25,9,8,6,138,1602,6,422,2,4,,1,1,14,159
vezinge01,1912,1,MOC,NHA,20,1217,9,11,0,,1,81,,,,,,,,,,
vanbijo01,1995,1,FLO,NHL,57,3178,26,20,7,2,2,142,1473,22,1332,12,10,,1,1,50,735
beaupdo01,1990,1,WAS,NHL,45,2572,20,18,3,3,5,113,1095,11,624,5,5,,2,1,29,294
burkese01,1999,2,PHO,NHL,35,2074,17,14,3,1,3,88,1022,5,296,1,4,,1,0,16,167
fisetst01,1989,1,QUE,NHL,6,342,0,5,1,1,0,34,199,,,,,,,,,
gigueje01,1999,1,CAL,NHL,7,330,1,3,1,1,0,15,175,,,,,,,,,
peterju01,2010,1,CAR,NHL,12,648,3,5,1,0,0,43,343,,,,,,,,,
wilkiia01,1972,1,NRA,WHA,5,253,1,3,0,0,0,27,172,,,,,,,,,
robermo01,1933,1,NYA,NHL,6,336,1,4,0,,0,25,,,,,,,,,,
dejorde01,1963,1,CHI,NHL,6,340,2,3,1,0,0,19,,1,20,0,0,,0,0,2,
elliobr01,2010,1,OTT,NHL,43,2293,13,19,8,4,3,122,1147,,,,,,,,,
boutiro01,1978,1,WAS,NHL,2,90,0,1,0,1,0,10,,,,,,,,,,
bouchda01,1983,1,QUE,NHL,57,3373,29,18,8,2,1,180,1523,9,543,5,4,,0,0,25,224
hainsge01,1928,1,MTL,NHL,44,2800,22,7,15,,22,43,,3,180,0,3,0,,0,5,
gigueje01,2008,1,AND,NHL,46,2458,19,18,6,3,2,127,1274,1,17,0,0,,1,0,0,6
smithbi01,1977,1,NYI,NHL,38,2154,20,8,8,2,2,95,,1,47,0,0,,0,0,1,
croziro01,1965,1,DET,NHL,64,3734,27,24,12,2,7,173,,12,669,6,5,,0,1,26,
levaslo01,1976,2,EDO,WHA,21,1213,6,12,3,1,0,88,658,2,133,0,2,,0,0,10,74
leducal01,1931,1,MTL,NHL,1,2,0,0,0,,0,1,,,,,,,,,,
aebisda01,2002,1,COL,NHL,22,1235,7,12,0,4,1,50,593,,,,,,,,,
hillejo01,2008,1,AND,NHL,46,2486,23,15,1,6,4,99,1217,13,807,7,6,,1,2,30,524
bowerjo01,1961,1,TOR,NHL,59,3540,31,18,10,,2,152,,10,579,6,3,,,0,22,
lockhho01,1920,1,HAM,NHL,24,1454,6,18,0,,1,132,,,,,,,,,,
moorero01,1982,1,WAS,NHL,1,20,0,1,0,1,0,1,8,,,,,,,,,
sprinje01,1924,1,HAM,NHL,1,2,0,0,0,,0,0,,,,,,,,,,
villegi01,1974,1,NYR,NHL,45,2470,22,14,6,5,2,130,,2,94,1,0,,0,0,6,
healygl01,1993,1,NYR,NHL,29,1368,10,12,2,2,2,69,567,2,68,0,0,,0,0,1,17
kiddtr01,2003,1,TOR,NHL,15,883,6,5,2,1,1,48,388,1,33,0,0,,0,0,1,11
virtajo01,1978,1,FIN,WHA,1,60,0,1,0,0,0,8,69,,,,,,,,,
cudewi01,1930,1,PHQ,NHL,30,1850,2,25,3,,1,130,,,,,,,,,,
hackeje01,1991,1,SJS,NHL,42,2314,11,27,1,1,0,148,1366,,,,,,,,,
essenbo01,2001,1,BUF,NHL,9,350,0,5,0,3,0,17,113,,,,,,,,,
gilbegi01,1970,1,MNS,NHL,17,931,5,9,2,0,0,59,,,,,,,,,,
fisetst01,2000,1,LAK,NHL,7,318,3,0,1,0,0,19,129,1,0,0,0,,0,0,0,0
essenbo01,1989,1,WIN,NHL,36,2035,18,9,5,5,1,107,988,4,206,2,1,,0,0,12,100
parenbe01,1969,1,PHI,NHL,62,3680,13,29,20,7,3,171,,,,,,,,,,
spoonre01,1929,1,PIP,NHL,1,60,0,1,0,,0,6,,,,,,,,,,
clemmsc01,2010,1,FLO,NHL,31,1696,8,11,7,3,1,74,833,,,,,,,,,
