year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
2001,NHL,PHI,5,1,4,0,2,11,75,2,1,16,0,4,24,0
1970,NHL,CHI,18,11,7,0,59,42,289,,17,,1,11,,1
1993,NHL,DET,7,3,4,0,27,21,98,2,5,35,1,6,36,2
1991,NHL,DET,11,4,7,0,29,30,206,0,7,51,0,9,61,3
1952,NHL,MTL,12,8,4,0,34,23,118,,,,,,,
2006,NHL,VAN,12,5,7,0,21,26,190,4,4,67,0,8,76,0
1939,NHL,NYA,3,1,2,0,7,9,18,,,,,,,
2001,NHL,BOS,6,2,4,0,18,20,106,0,5,20,0,6,27,2
1995,NHL,VAN,6,2,4,0,17,24,99,0,7,39,0,8,36,0
1995,NHL,FLO,22,12,10,0,61,57,401,6,14,109,2,20,103,1
1949,NHL,TOR,7,3,4,0,11,10,117,,,,,,,
2001,NHL,LAK,7,3,4,0,13,16,72,2,1,17,0,2,26,0
2005,NHL,TBL,5,1,4,0,13,23,125,2,4,31,1,8,24,0
1926,NHL,CHI,2,0,1,1,5,10,30,,,,,,,
2003,NHL,VAN,7,3,4,0,16,19,99,2,8,39,1,6,40,0
1969,NHL,BOS,14,12,2,0,65,33,330,,14,,0,14,,5
1948,NHL,BOS,5,1,4,0,10,16,50,,,,,,,
1980,NHL,PHI,12,6,6,0,48,39,415,10,11,37,0,14,61,2
1988,NHL,NYR,4,0,4,0,11,19,214,0,6,29,,6,27,0
1984,NHL,CHI,15,9,6,0,81,81,443,4,18,76,3,17,79,1
1976,WHA,NEW,5,1,4,0,14,23,,,,,,,,
1978,WHA,QUN,4,0,4,0,12,30,,,,,,,,
1987,NHL,EDM,19,16,2,1,87,56,635,8,32,117,,20,117,2
1987,NHL,MTL,11,5,6,0,33,35,219,4,6,52,,5,50,1
1994,NHL,DET,18,12,6,0,61,44,264,0,22,89,1,14,78,3
1917,PCHA,SEA,2,0,1,1,2,3,,,,,,,,
1997,NHL,DET,22,16,6,0,75,49,334,6,20,129,3,14,119,6
1960,NHL,MTL,6,2,4,0,15,16,120,,,,,,,
2011,NHL,VAN,5,1,4,0,8,12,94,0,3,21,2,3,26,0
1954,NHL,MTL,12,7,5,0,36,36,174,,,,,,,
1964,NHL,TOR,6,2,4,0,14,17,136,,,,,,,
1922,WCHL,REG,2,0,1,1,3,4,,,,,,,,
1922,PCHA,VAM,2,1,1,0,5,3,,,,,,,,
1928,NHL,NYR,6,3,2,1,5,5,64,,,,,,,
1960,NHL,TOR,5,1,4,0,8,15,46,,,,,,,
1997,NHL,PIT,6,2,4,0,15,18,70,0,4,33,0,5,27,3
1954,NHL,DET,11,8,3,0,41,26,143,,,,,,,
1933,NHL,TOR,5,2,3,0,12,11,67,,,,,,,
1972,WHA,MFS,5,1,4,0,16,23,,,4,11,0,7,13,0
1960,NHL,DET,11,6,5,0,27,27,108,,,,,,,
1981,NHL,BOS,11,6,5,0,43,39,253,2,9,40,1,14,42,0
1983,NHL,CAL,11,6,5,0,41,46,224,2,10,53,2,11,49,3
1922,NHL,OTS,2,1,1,0,3,2,8,,,,,,,
1926,NHL,MTL,4,1,1,2,3,6,30,,,,,,,
1954,NHL,TOR,4,0,4,0,6,14,60,,,,,,,
1998,NHL,NJD,7,3,4,0,18,21,86,2,5,27,0,4,26,1
1997,NHL,PHI,5,1,4,0,9,18,90,4,3,36,2,9,31,0
1979,NHL,STL,3,0,3,0,4,12,35,0,1,9,0,3,8,0
2000,NHL,SJS,6,2,4,0,11,16,88,0,0,22,1,5,27,1
1990,NHL,WAS,11,5,6,0,29,35,328,2,8,50,0,9,59,1
1939,NHL,CHI,2,0,2,0,3,5,14,,,,,,,
1998,NHL,BUF,21,14,7,0,59,49,349,4,19,95,0,17,118,4
1996,NHL,OTT,7,3,4,0,13,14,91,2,7,35,1,2,27,0
1978,WHA,NEW,10,5,5,0,39,45,,,,,,,,
1954,NHL,BOS,5,1,4,0,9,16,55,,,,,,,
2010,NHL,SJS,18,9,9,0,51,58,276,6,14,73,0,18,76,0
1971,NHL,MTL,6,2,4,0,14,19,76,,1,,0,3,,0
1922,NHL,MTL,2,1,1,0,2,3,44,,,,,,,
1962,NHL,TOR,10,8,2,0,31,16,93,,,,,,,
1977,NHL,COR,2,0,2,0,3,6,25,0,1,5,0,1,3,0
1921,NHL,OTS,2,0,1,1,4,5,30,,,,,,,
1933,NHL,DET,9,4,5,0,18,21,65,,,,,,,
2007,NHL,NYR,10,5,5,0,31,27,150,4,7,42,0,10,48,1
1985,NHL,VAN,3,0,3,0,5,17,55,2,2,13,1,4,11,0
1985,NHL,NYI,3,0,3,0,4,11,84,0,1,11,0,3,13,0
1996,NHL,PIT,5,1,4,0,13,20,68,0,4,23,2,4,29,2
1980,NHL,NYI,18,15,3,0,97,48,310,0,31,80,1,19,96,9
1992,NHL,BOS,4,0,4,0,12,19,56,0,4,22,1,5,19,1
1922,PCHA,VC1,2,1,1,0,3,5,,,,,,,,
2002,NHL,DET,4,0,4,0,6,10,36,2,2,14,0,0,14,0
1990,NHL,NJD,7,3,4,0,21,21,211,2,8,33,0,7,38,1
1975,NHL,PIT,3,1,2,0,3,8,25,0,1,13,0,2,9,0
1971,NHL,CHI,8,4,4,0,23,25,129,,3,,2,4,,2
1991,NHL,EDM,16,8,8,0,49,54,340,0,14,78,0,17,90,1
1970,NHL,PHI,4,0,4,0,8,20,57,,4,,1,7,,0
1996,NHL,COL,17,10,7,0,59,41,380,6,21,95,4,7,86,0
1967,NHL,BOS,4,0,4,0,8,15,56,,1,,0,3,,0
1936,NHL,BOS,3,1,2,0,6,8,15,,,,,,,
2011,NHL,STL,9,4,5,0,20,23,212,0,6,35,2,3,38,0
1984,NHL,NYR,3,0,3,0,10,14,76,0,4,11,0,5,16,0
1993,NHL,VAN,24,15,9,0,76,61,436,0,19,116,2,20,114,2
2006,NHL,NJD,11,5,6,0,30,29,126,4,10,50,2,8,46,0
2003,NHL,DAL,5,1,4,0,10,19,56,4,4,22,2,6,21,0
2008,NHL,CBS,4,0,4,0,7,18,60,2,3,13,0,7,22,0
1922,WCHL,EDE,2,1,0,1,4,3,,,,,,,,
1961,NHL,CHI,12,6,6,0,34,31,191,,,,,,,
1988,NHL,EDM,7,3,4,0,20,25,161,2,6,32,,11,36,1
2008,NHL,PIT,24,16,8,0,79,64,283,4,20,97,2,14,84,1
1970,NHL,BOS,7,3,4,0,26,28,190,,6,,0,5,,2
1992,NHL,VAN,12,6,6,0,46,43,188,2,12,56,2,12,56,0
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1978,NHL,BUF,3,1,2,0,9,9,41,0,1,8,0,0,13,0
1968,NHL,MTL,14,12,2,0,43,26,247,,14,,3,5,,1
1977,NHL,DET,7,3,4,0,18,29,83,0,5,33,2,6,24,1
1969,NHL,DET,4,0,4,0,8,16,44,,3,,0,5,,1
2000,NHL,DAL,10,4,6,0,22,26,116,2,5,43,1,6,47,0
