playerid,year,stint,tmid,s,g,gdg
brunnfa01,2008,1,DAL,4,1,0
jokinol01,2005,1,FLO,9,4,2
leinovi01,2011,1,BUF,0,1,0
arnotja01,2008,1,NAS,1,1,1
nasluma02,2008,1,NYR,12,5,1
getzlry01,2009,1,AND,8,4,0
mooredo01,2010,1,TBL,6,3,2
antroni01,2009,1,ATL,2,0,0
osullpa01,2008,2,EDM,2,1,1
reasoma01,2006,1,EDM,1,1,1
eliaspa01,2011,1,NJD,6,12,2
clowery01,2009,1,SJS,9,3,2
bochebr01,2006,2,BOS,3,0,0
pruchpe01,2007,1,NYR,4,1,1
tangual01,2010,1,CAL,16,10,4
lilesjo01,2007,1,COL,1,1,0
burnsbr01,2008,1,MIN,3,0,0
smythry01,2006,2,NYI,2,0,0
ribeimi01,2010,1,DAL,10,6,1
foligni01,2011,1,OTT,0,1,0
cassean01,2005,1,WAS,2,1,0
koltsko01,2005,1,PIT,1,0,0
nielsfr01,2007,1,NYI,1,0,0
brulegi01,2009,1,EDM,5,3,1
waltebe01,2005,1,BOS,1,0,0
batessh01,2005,1,NYI,3,2,0
phanedi01,2006,1,CAL,2,0,0
tangual01,2006,1,CAL,7,3,2
gerbena01,2011,1,BUF,2,6,2
fiddlve01,2008,1,NAS,6,2,0
burroal01,2010,1,VAN,2,2,1
cullema01,2006,1,NYR,8,3,2
wellwky01,2011,1,WPG,2,6,0
kaberto01,2011,2,MTL,0,1,0
burroal01,2009,1,VAN,1,1,0
heatlda01,2008,1,OTT,3,0,0
willsbr01,2005,1,WAS,9,3,1
lombama01,2006,1,CAL,2,0,0
cammami01,2005,1,LAK,1,0,0
burroal01,2011,1,VAN,6,10,1
hemskal01,2007,1,EDM,16,6,4
barkeca01,2007,1,CHI,1,0,0
marchto01,2007,1,AND,1,0,0
fowleca01,2011,1,AND,0,2,0
grabomi01,2010,1,TOR,6,2,1
doansh01,2006,1,PHO,3,2,1
iginlja01,2009,1,CAL,4,0,0
paajama01,2010,1,EDM,2,0,0
zettehe01,2008,1,DET,9,3,0
dubinbr01,2007,1,NYR,1,0,0
hartima01,2005,1,CBS,2,1,0
modanmi01,2006,1,DAL,3,0,0
poulima01,2010,1,TBL,1,0,0
froloal01,2010,1,NYR,1,0,0
perroda01,2011,1,STL,1,7,1
nashri01,2007,1,CBS,10,4,2
oleszro01,2008,1,FLO,2,1,0
prospva01,2011,1,CBS,0,1,0
perryco01,2006,1,AND,6,1,1
ribeimi01,2011,1,DAL,2,7,2
tangual01,2007,1,CAL,2,0,0
recchma01,2005,1,PIT,3,0,0
yorkmi01,2006,1,NYI,3,1,1
stillco01,2010,1,FLO,2,0,0
brunean01,2010,1,MIN,1,0,0
sillimi01,2005,2,NAS,1,1,0
chimeja01,2007,1,CBS,2,0,0
crosbsi01,2007,1,PIT,7,2,2
rozsimi01,2010,1,NYR,1,0,0
landega01,2011,1,COL,1,2,1
sullist01,2009,1,NAS,7,2,1
laddan01,2011,1,WPG,1,3,1
kunitch01,2005,2,ANA,6,2,2
demitpa01,2008,1,VAN,7,3,1
parrima01,2008,1,DAL,1,0,0
gomezsc01,2007,1,NYR,4,2,1
bochebr01,2009,1,TBL,1,0,0
carteje01,2010,1,PHI,2,0,0
hamilje01,2007,1,CAR,4,2,0
montast01,2006,1,FLO,2,1,0
franzjo01,2006,1,DET,2,1,1
nummepe01,2007,1,MIN,3,2,0
backeda01,2010,1,STL,1,0,0
henriad01,2011,1,NJD,1,3,1
meyerfr01,2006,1,PHI,1,0,0
bouwmja01,2006,1,FLO,1,0,0
youngsc01,2005,1,STL,1,0,0
boyesbr01,2006,1,BOS,5,0,0
tyutife01,2010,1,CBS,3,1,0
oleszro01,2005,1,FLO,1,0,0
artyuev01,2009,1,AND,1,0,0
wisnija01,2010,2,MTL,2,0,0
boyesbr01,2011,1,BUF,5,12,2
michami01,2009,1,OTT,1,0,0
kesseph01,2009,1,TOR,7,3,2
omarkli01,2011,1,EDM,0,2,0
stemple01,2007,1,STL,2,0,0
lapiema01,2011,1,VAN,1,2,0
niedeni01,2011,1,NYI,0,1,0
anisiar01,2010,1,NYR,5,1,1
mogilal01,2005,1,NJD,4,0,0
setogde01,2007,1,SJS,3,1,1
guitebe01,2007,1,COL,1,0,0
samsose01,2010,2,FLO,2,0,0
samsose01,2006,1,MTL,3,1,0
lecavvi01,2008,1,TBL,11,3,0
robidst01,2010,1,DAL,1,0,0
