year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1993,NHL,BUF,22,17,3.0,,21,15,6.0,,,,,,4,7,1,,6,5,1,,8,5,1,,5,5,2.0,,8.0,4.0,2.0,,8,3,2,,4,3,0,
1917,NHL,MTW,1,2,0.0,,0,3,0.0,,,,,,,,,,,,,,1,3,0,,0,2,0.0,,,,,,,,,,,,,
1929,NHL,NYA,11,7,4.0,,3,18,1.0,,,,,,,,,,1,4,0,,3,8,0,,4,7,2.0,,3.0,3.0,2.0,,3,3,1,,,,,
1985,NHL,WIN,18,19,3.0,,8,28,4.0,,,,,,5,4,1,,3,10,1,,4,10,2,,4,7,1.0,,3.0,8.0,1.0,,7,7,0,,0,1,1,
1996,NHL,CHI,16,21,4.0,,18,14,9.0,,,,,,6,5,2,,6,7,1,,3,8,3,,3,6,2.0,,7.0,3.0,1.0,,6,4,3,,3,2,1,
1976,WHA,IND,24,13,3.0,,12,24,5.0,,,,,,3,5,1,,9,5,1,,6,4,0,,5,7,2.0,,4.0,8.0,3.0,,8,6,1,,1,2,0,
1993,NHL,WAS,17,16,9.0,,22,19,1.0,,,,,,6,7,0,,4,6,1,,7,4,2,,5,7,1.0,,9.0,2.0,2.0,,4,6,4,,4,3,0,
2010,NHL,NYR,20,17,,4,24,16,,1,,,,,5,4,,1,9,7,,0,8,3,,1,7,6,,1,4.0,7.0,,1,8,5,,1,3,1,,0
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6,4,0,,4,7,2,,4,8,2,,1,9,5.0,,4.0,8.0,1.0,,1,12,0,,1,1,0,
2002,NHL,DAL,28,5,6.0,2,18,12,9.0,2,,,,,6,2,2,1,9,4,3,0,5,4,4,0,10,1,2.0,0,5.0,2.0,4.0,1,9,4,0,2,2,0,0,0
1995,NHL,NYI,14,21,6.0,,8,29,4.0,,,,,,2,6,2,,3,9,1,,4,7,3,,4,5,2.0,,5.0,8.0,0.0,,2,12,0,,2,3,2,
1954,NHL,NYR,10,12,13.0,,7,23,5.0,,,,,,5,4,1,,3,6,3,,1,8,6,,4,7,3.0,,1.0,6.0,4.0,,3,4,1,,,,,
1985,NHL,VAN,17,18,5.0,,6,26,8.0,,,,,,5,4,2,,4,9,1,,4,8,1,,3,6,3.0,,2.0,7.0,2.0,,4,7,4,,1,3,0,
1999,NHL,DET,28,9,3.0,1,20,13,7.0,1,,,,,7,2,1,1,7,4,2,0,11,2,1,0,6,6,2.0,0,7.0,5.0,0.0,0,9,1,3,1,1,2,1,0
1992,NHL,CAL,23,14,5.0,,20,16,6.0,,,,,,8,4,0,,6,5,2,,10,1,2,,3,9,2.0,,6.0,2.0,4.0,,4,8,0,,6,1,1,
1918,PCHA,VML,6,4,0.0,,6,4,0.0,,,,,,,,,,,,,,,,,,4,5,0.0,,6.0,2.0,0.0,,2,1,0,,,,,
1997,NHL,NYI,17,20,4.0,,13,21,7.0,,,,,,5,5,2,,6,6,2,,4,9,1,,3,8,2.0,,2.0,2.0,1.0,,4,8,2,,6,3,1,
1936,NHL,MTL,16,8,0.0,,8,10,6.0,,,,,,,,,,5,4,1,,5,3,1,,9,3,1.0,,4.0,3.0,2.0,,1,5,1,,,,,
1997,NHL,FLO,11,24,6.0,,13,19,9.0,,,,,,3,6,3,,5,7,2,,6,7,1,,4,5,5.0,,0.0,4.0,1.0,,3,10,0,,3,4,3,
2008,NHL,OTT,22,12,,7,14,23,,4,,,,,4,5,,1,4,5,,3,5,7,,1,4,6,,2,6.0,5.0,,3,10,5,,0,3,2,,1
2010,NHL,ATL,17,17,,7,17,19,,5,,,,,5,4,,2,8,5,,1,7,6,,3,4,4,,3,2.0,7.0,,2,7,6,,1,1,4,,0
2006,NHL,SJS,25,12,,4,26,14,,1,,,,,9,4,,0,10,3,,0,7,7,,0,7,3,,1,5.0,7.0,,1,10,2,,2,3,0,,1
1966,NHL,MTL,19,9,7.0,,13,16,6.0,,,,,,3,1,0,,4,7,1,,7,4,2,,5,6,2.0,,3.0,6.0,4.0,,8,1,4,,2,0,0,
1977,NHL,WAS,10,23,7.0,,7,26,7.0,,,,,,2,5,0,,0,10,5,,4,6,3,,3,9,3.0,,3.0,10.0,0.0,,2,8,2,,3,1,1,
2006,NHL,STL,18,19,,4,16,16,,9,,,,,3,4,,3,4,10,,0,5,5,,4,8,4,,1,7.0,4.0,,1,5,6,,4,2,2,,0
1913,NHA,MOC,9,1,0.0,,4,6,0.0,,,,,,,,,,,,,,1,1,0,,6,3,0.0,,5.0,3.0,0.0,,1,0,0,,,,,
2000,NHL,OTT,26,7,5.0,3,22,14,4.0,1,,,,,7,1,3,0,6,6,1,0,6,5,2,0,10,2,1.0,1,7.0,3.0,1.0,1,10,3,1,1,2,1,0,1
1991,NHL,HAR,13,17,10.0,,13,24,3.0,,,,,,5,3,2,,6,7,1,,3,8,1,,1,7,3.0,,4.0,6.0,4.0,,5,9,2,,2,1,0,
1934,NHL,CHI,12,9,3.0,,14,8,2.0,,,,,,,,,,5,2,0,,5,3,2,,6,5,2.0,,5.0,6.0,0.0,,5,1,1,,,,,
1921,PCHA,VML,9,3,0.0,,3,9,0.0,,,,,,,,,,,,,,4,4,0,,5,4,0.0,,3.0,4.0,0.0,,,,,,,,,
1983,NHL,BOS,25,12,3.0,,24,13,3.0,,,,,,7,3,1,,7,3,1,,10,5,1,,9,4,0.0,,6.0,6.0,1.0,,9,4,2,,1,0,0,
2001,NHL,ANA,15,19,5.0,2,14,23,3.0,1,,,,,4,7,1,0,3,9,2,0,6,5,2,3,6,8,1.0,0,2.0,3.0,0.0,0,6,7,1,0,2,3,1,0
1967,NHL,CHI,20,13,4.0,,12,13,12.0,,,,,,1,7,1,,8,1,4,,9,2,4,,4,5,3.0,,7.0,3.0,2.0,,3,8,2,,,,,
1989,NHL,BUF,27,11,2.0,,18,16,6.0,,,,,,7,4,1,,9,2,3,,7,5,2,,7,6,0.0,,6.0,7.0,0.0,,8,3,2,,1,0,0,
