playerid,award,year,lgid,note,pos
keonda01,Lady Byng,1962,NHL,,
crosbsi01,All-Rookie,2005,NHL,,F
esposph01,First Team All-Star,1969,NHL,,C
lidstni01,Norris,2007,NHL,,
iginlja01,First Team All-Star,2001,NHL,,RW
tardima01,Hunter,1977,WHA,Scoring,
orrbo01,Hart,1970,NHL,,
suterga01,Calder,1985,NHL,,
gonchse01,Second Team All-Star,2002,NHL,,D
nabokev01,First Team All-Star,2007,NHL,,G
datsypa01,Selke,2008,NHL,,
richama01,First Team All-Star,1946,NHL,,RW
stlouma01,Second Team All-Star,2006,NHL,,RW
quackbi01,First Team All-Star,1950,NHL,,D
popiepo01,First Team All-Star,1976,WHA,,D
potito01,All-Rookie,1998,NHL,,D
howema01,Kaplan,1973,WHA,Rookie,
messima01,Conn Smythe,1983,NHL,,
lindrer01,Pearson,1994,NHL,,
kellyre01,Lady Byng,1953,NHL,,
pilotpi01,Second Team All-Star,1960,NHL,,D
huetcr01,Crozier,2005,NHL,,
brodatu01,First Team All-Star,1947,NHL,,G
brimsfr01,Vezina,1938,NHL,,
reisele02,Second Team All-Star,1950,NHL,,D
mikitst01,First Team All-Star,1966,NHL,,C
richama01,Second Team All-Star,1956,NHL,,RW
mcleodo01,First Team All-Star,1973,WHA,,G
mullejo01,Lady Byng,1986,NHL,,
stewaja01,First Team All-Star,1947,NHL,,D
ovechal01,Lindsay,2009,NHL,,
langwro01,First Team All-Star,1983,NHL,,D
brimsfr01,First Team All-Star,1941,NHL,,G
carsoji01,All-Rookie,1986,NHL,,C
howego01,Second Team All-Star,1961,NHL,,RW
osgooch01,Second Team All-Star,1995,NHL,,G
blaketo01,Art Ross,1938,NHL,,
hallgl01,Second Team All-Star,1960,NHL,,G
leetcbr01,Calder,1988,NHL,,
hullbr01,Pearson,1990,NHL,,
lacroan01,First Team All-Star,1972,WHA,,C
robinla01,Second Team All-Star,1977,NHL,,D
robinla01,Conn Smythe,1977,NHL,,
hallgl01,First Team All-Star,1957,NHL,,G
edwardo01,Vezina,1979,NHL,shared,
horvabr01,Second Team All-Star,1959,NHL,,C
trottbr01,Art Ross,1978,NHL,,
bossymi01,Second Team All-Star,1984,NHL,,RW
mosiebi01,Lady Byng,1944,NHL,,
cloutre01,Second Team All-Star,1977,WHA,,RW
leswito01,Second Team All-Star,1949,NHL,,LW
esposph01,Art Ross,1968,NHL,,
mikitst01,Hart,1967,NHL,,
bossymi01,Lady Byng,1983,NHL,,
keonda01,Second Team All-Star,1961,NHL,,C
howego01,First Team All-Star,1956,NHL,,RW
joliaau01,First Team All-Star,1930,NHL,,LW
laflegu01,Pearson,1977,NHL,,
trembjc01,First Team All-Star,1974,WHA,,D
jagrja01,First Team All-Star,2005,NHL,,RW
stlouma01,Lady Byng,2009,NHL,,
carlsjo01,All-Rookie,2010,NHL,,D
brodema01,All-Rookie,1993,NHL,,G
sevigri01,Vezina,1980,NHL,shared,
keonda01,Conn Smythe,1966,NHL,,
hextabr01,Second Team All-Star,1942,NHL,,RW
iginlja01,First Team All-Star,2008,NHL,,RW
parenbe01,Vezina,1974,NHL,,
nasluma01,All-Rookie,1982,NHL,,LW
cheecjo01,Richard,2005,NHL,,
forsbpe01,Plus-Minus,2002,NHL,tie,
savarde01,Second Team All-Star,1982,NHL,,C
provocl01,First Team All-Star,1964,NHL,,RW
cleghod01,Art Ross,1918,NHL,,
bauerbo01,Lady Byng,1946,NHL,,
roypa01,Second Team All-Star,1990,NHL,,G
mahovfr01,First Team All-Star,1972,NHL,,LW
gorinbu01,Masterton,1977,NHL,,
parkbr01,Masterton,1983,NHL,,
haywabr01,Jennings,1988,NHL,shared,
robitlu01,All-Rookie,1986,NHL,,LW
bentldo01,First Team All-Star,1946,NHL,,LW
neelyca01,Second Team All-Star,1989,NHL,,RW
lidstni01,First Team All-Star,1998,NHL,,D
houslph01,All-Rookie,1982,NHL,,D
chelich01,All-Rookie,1984,NHL,,D
gottsjo01,Second Team All-Star,1938,NHL,,LW
mowerjo01,Vezina,1942,NHL,,
reardke01,Second Team All-Star,1945,NHL,,D
