year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
2001,CSF,L,COL,NHL,SJS,NHL,4,3,0,25,21,
1991,DSF,A,MTL,NHL,HAR,NHL,4,3,0,21,18,
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1929,QF,B,MTL,NHL,CHI,NHL,1,0,1,3,2,TG
2006,CSF,J,OTT,NHL,NJD,NHL,4,1,0,15,11,
1989,DSF,H,EDM,NHL,WIN,NHL,4,3,0,24,22,
1953,SF,A,DET,NHL,TOR,NHL,4,1,0,15,8,
1926,SF,C,OTS,NHL,MTL,NHL,1,0,1,5,1,TG
1947,SF,A,TOR,NHL,BOS,NHL,4,1,0,20,13,
1961,SCF,C,TOR,NHL,CHI,NHL,4,2,0,18,15,
1982,DSF,B,BUF,NHL,MTL,NHL,3,0,0,8,2,
2003,SCF,O,TBL,NHL,CAL,NHL,4,3,0,13,14,
1980,Pre,H,MNS,NHL,BOS,NHL,3,0,0,20,13,
1933,SCF,E,CHI,NHL,DET,NHL,3,1,0,9,7,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1972,DF,,WIJ,WHA,HOU,WHA,4,0,0,14,3,
1969,QF,C,STL,NHL,MNS,NHL,4,2,0,20,16,
1986,DSF,G,EDM,NHL,LAK,NHL,4,1,0,32,20,
1973,DSF,,TOT,WHA,CLC,WHA,4,1,0,18,9,
1914,F,,OT1,NHA,MOW,NHA,1,1,0,4,1,TG
1982,DF,I,BOS,NHL,BUF,NHL,4,3,0,33,23,
1977,Pre,D,DET,NHL,ATF,NHL,2,0,0,8,5,
1950,SF,B,TOR,NHL,BOS,NHL,4,1,1,17,5,
1978,QF,F,MTL,NHL,TOR,NHL,4,0,0,19,10,
1939,SF,A,NYR,NHL,BOS,NHL,4,2,0,15,9,
1979,QF,L,NYI,NHL,BOS,NHL,4,1,0,19,14,
1955,SF,B,DET,NHL,TOR,NHL,4,1,0,14,10,
2008,CSF,I,CAR,NHL,BOS,NHL,4,3,0,16,17,
1982,DF,L,EDM,NHL,CAL,NHL,4,1,0,35,13,
1951,SF,B,MTL,NHL,BOS,NHL,4,3,0,18,12,
1980,Pre,E,BUF,NHL,VAN,NHL,3,0,0,13,7,
1990,DSF,C,PIT,NHL,NJD,NHL,4,3,0,21,21,
1975,SF,,WIJ,WHA,CAC,WHA,4,1,0,22,13,
1998,CF,N,DAL,NHL,COL,NHL,4,3,0,23,16,
1989,DSF,C,NYR,NHL,NYI,NHL,4,1,0,22,13,
1932,SCF,E,NYR,NHL,TOR,NHL,3,1,0,11,5,
1923,F,,VAM,PCHA,SEA,PCHA,1,0,1,4,3,TG
1985,DSF,F,STL,NHL,MNS,NHL,3,2,0,18,20,
1975,QF,H,NYI,NHL,BUF,NHL,4,2,0,21,18,
2011,CSF,L,PHO,NHL,NAS,NHL,4,1,0,12,9,
2007,CQF,H,DAL,NHL,AND,NHL,4,2,0,20,13,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
1948,SCF,C,TOR,NHL,DET,NHL,4,0,0,12,5,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
1925,SF,,VIC,WCHL,SAS,WCHL,1,0,1,4,3,TG
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
1921,SCF,,TRS,NHL,VML,PCHA,3,2,0,16,9,
1993,CF,N,VAN,NHL,TOR,NHL,4,1,0,16,9,
2006,CF,N,AND,NHL,DET,NHL,4,2,0,16,17,
1991,CF,M,PIT,NHL,BOS,NHL,4,0,0,19,7,
2008,CQF,H,CHI,NHL,CAL,NHL,4,2,0,21,16,
1995,CQF,B,PIT,NHL,WAS,NHL,4,2,0,21,17,
1978,SF,,EDO,WHA,NEW,WHA,4,3,0,35,29,
1994,CSF,I,PHI,NHL,NYR,NHL,4,0,0,18,10,
1989,DF,K,CHI,NHL,STL,NHL,4,3,0,28,22,
1979,Pre,B,BUF,NHL,VAN,NHL,3,1,0,15,7,
1956,SF,B,MTL,NHL,NYR,NHL,4,1,0,22,12,
1983,DSF,G,EDM,NHL,WIN,NHL,3,0,0,18,7,
1943,SF,A,MTL,NHL,TOR,NHL,4,1,0,23,6,
1925,SCF,,MTM,NHL,VIC,WCHL,3,1,0,10,3,
1987,DSF,H,EDM,NHL,WIN,NHL,4,1,0,25,17,
1974,QF,F,BUF,NHL,CHI,NHL,4,1,0,20,10,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
1975,SF,I,MTL,NHL,NYI,NHL,4,1,0,17,14,
1997,CF,M,WAS,NHL,BUF,NHL,4,2,0,13,11,
1995,CQF,F,COL,NHL,VAN,NHL,4,2,0,24,17,
1969,SF,F,STL,NHL,PIT,NHL,4,2,0,19,10,
1972,Pre,,MFS,WHA,ALB,WHA,1,0,0,4,2,
1972,SF,E,MTL,NHL,PHI,NHL,4,1,0,19,13,
1940,QF,C,CHI,NHL,MTL,NHL,2,1,0,8,7,
2011,CSF,I,NYR,NHL,WAS,NHL,4,3,0,15,13,
2001,CQF,G,SJS,NHL,PHO,NHL,4,1,0,13,7,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1985,CF,M,MTL,NHL,NYR,NHL,4,1,0,15,9,
1989,DSF,F,STL,NHL,TOR,NHL,4,1,0,20,16,
1999,CSF,K,DAL,NHL,SJS,NHL,4,1,0,15,7,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
2006,CSF,I,BUF,NHL,NYR,NHL,4,2,0,17,13,
1979,Pre,G,CHI,NHL,STL,NHL,3,0,0,12,4,
1980,Pre,C,EDM,NHL,MTL,NHL,3,0,0,15,6,
2001,CSF,K,DET,NHL,STL,NHL,4,1,0,14,11,
1987,CF,N,EDM,NHL,DET,NHL,4,1,0,23,16,
2003,CSF,J,PHI,NHL,TOR,NHL,4,2,0,17,13,
1977,QF,F,BOS,NHL,CHI,NHL,4,0,0,19,9,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
2010,CQF,G,DET,NHL,PHO,NHL,4,0,0,18,10,
2005,CQF,E,EDM,NHL,DET,NHL,4,2,0,19,17,
1981,CF,N,VAN,NHL,CHI,NHL,4,1,0,18,13,
1959,SF,A,MTL,NHL,CHI,NHL,4,0,0,14,6,
1971,QF,A,BOS,NHL,TOR,NHL,4,1,0,18,10,
2000,CQF,C,PIT,NHL,WAS,NHL,4,2,0,14,10,
1991,DSF,D,PIT,NHL,WAS,NHL,4,3,0,25,27,
1982,DF,K,CHI,NHL,MNS,NHL,4,1,0,22,16,
1992,DSF,H,LAK,NHL,CAL,NHL,4,2,0,33,28,
1993,CQF,H,DAL,NHL,STL,NHL,4,0,0,16,10,
1938,SF,D,TOR,NHL,DET,NHL,2,1,0,10,8,
1983,DSF,E,MNS,NHL,CHI,NHL,3,2,0,18,14,
