year,hofid,name,category
1964,campban01h,Angus Campbell,Builder
1961,dayha01h,Hap Day,Player
1962,gardnji01h,Jim Gardner,Player
1999,gretzwa01h,Wayne Gretzky,Player
2008,scapira01h,Ray Scapinello,Referee/Linesman
1966,bouchbu01h,Butch Bouchard,Player
1984,parenbe01h,Bernie Parent,Player
2001,patricr01h,Craig Patrick,Builder
1983,hullbo01h,Bobby Hull,Player
1998,conacro01h,Roy Conacher,Player
1962,wilsoph01h,Phat Wilson,Player
1989,sittlda01h,Darryl Sittler,Player
1966,reardke01h,Ken Reardon,Player
1998,murraat01h,Athol Murray,Builder
1979,juckego01h,Gordon Juckes,Builder
1977,ahearbu01h,Bunny Ahearne,Builder
1962,broadpu01h,Punch Broadbent,Player
1974,dundeto01h,Tommy Dunderdale,Player
1966,brimsfr01h,Frank Brimsek,Player
1962,darraja01h,Jack Darragh,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1967,brodatu01h,Turk Broda,Player
2011,gilmodo01h,Doug Gilmour,Player
2008,chynoed01h,Ed Chynoweth,Builder
1945,gerared01h,Eddie Gerard,Player
1947,patrile01h,Lester Patrick,Player
1974,coultar01h,Art Coulter,Player
1986,savarse01h,Serge Savard,Player
1964,siebeba01h,Babe Siebert,Player
1961,waghofr01h,Fred Waghorne,Builder
1962,watsoha01h,Harry Watson,Player
1945,gardich01h,Charlie Gardiner,Player
1958,conneal01h,Alec Connell,Player
1989,lewishe01h,Herbie Lewis,Player
1988,hayesge01h,George Hayes,Referee/Linesman
2007,gregoji01h,Jim Gregory,Builder
2006,duffdi01h,Dick Duff,Player
1958,keatsdu01h,Duke Keats,Player
1972,holmeha01h,Hap Holmes,Player
2011,nieuwjo01h,Joe Nieuwendyk,Player
1961,loicqpa01h,Paul Loicq,Builder
1976,rossph01h,Philip Ross,Builder
2006,brookhe01h,Herb Brooks,Builder
1985,olmstbe01h,Bert Olmstead,Player
2009,robitlu01h,Luc Robitaille,Player
1945,stanlfr01h,Frederick Stanley,Builder
1961,halljo01h,Joe Hall,Player
2006,roypa01h,Patrick Roy,Player
1980,butteja01h,Jack Butterfield,Builder
1977,cattajo01h,Joseph Cattarinich,Builder
1978,bickejo01h,John Bickell,Builder
1949,rossar01h,Art Ross,Player
1962,smithal03h,Alf Smith,Player
1958,smythco01h,Conn Smythe,Builder
1995,sabetgu01h,Gunther Sabetzki,Builder
1958,mcnamge02h,George McNamara,Player
1966,bentlma01h,Max Bentley,Player
1966,blaketo01h,Toe Blake,Player
2003,kilrebr01h,Brian Kilrea,Builder
1961,rankifr01h,Frank Rankin,Player
1967,colvine01h,Neil Colville,Player
1984,esposph01h,Phil Esposito,Player
1950,griffsi01h,Si Griffis,Player
1947,sutheja01h,James Sutherland,Builder
1980,lumleha01h,Harry Lumley,Player
1958,dudlege01h,George Dudley,Builder
1945,bakerho01h,Hobey Baker,Player
1962,schrisw01h,Sweeney Schriner,Player
2003,lafonpa01h,Pat LaFontaine,Player
1975,baileac01h,Ace Bailey,Player
1947,robincl01h,Claude Robinson,Builder
1972,smithho01h,Hooley Smith,Player
1975,pilotpi01h,Pierre Pilote,Player
1975,armstge01h,George Armstrong,Player
1962,smithfr01h,Frank Smith,Builder
1962,gilmobi01h,Billy Gilmour,Player
1994,oneilbr01h,Brian O'Neill,Builder
1985,pilouru01h,Rudy Pilous,Builder
1961,hainsge01h,George Hainsworth,Player
2007,messima01h,Mark Messier,Player
2005,costemu01h,Murray Costello,Builder
1958,foystfr01h,Frank Foyston,Player
1952,mackami01h,Mickey MacKay,Player
2004,fletccl01h,Cliff Fletcher,Builder
1999,vanhean01h,Andy Van Hellemond,Referee/Linesman
1950,patrifr01h,Frank Patrick,Builder
1966,kennete01h,Ted Kennedy,Player
1989,bauerda01h,David Bauer,Builder
1990,poilebu01h,Bud Poile,Builder
1970,johnsto01h,Tom Johnson,Player
1965,russebl01h,Blair Russell,Player
1950,davidal01h,Scotty Davidson,Player
1952,cookbi01h,Bill Cook,Player
2000,bushwa01h,Walter Bush,Builder
1958,gardihe01h,Herb Gardiner,Player
1984,imlacpu01h,Punch Imlach,Builder
2009,leetcbr01h,Brian Leetch,Player
2002,langwro01h,Rod Langway,Player
1950,drinkgr01h,Graham Drinkwater,Player
1986,keonda01h,Dave Keon,Player
1958,cleghsp01h,Sprague Cleghorn,Player
2010,develji01h,Jim Devellano,Builder
1973,raynech01h,Chuck Rayner,Player
2011,belfoed01h,Ed Belfour,Player
2009,lamorlo01h,Lou Lamoriello,Builder
1991,pulfobo01h,Bob Pulford,Player
1990,flamafe01h,Fern Flaman,Player
