name,id,award,year,lgid,note
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Butterfield,butteja01h,Patrick,1984,NHL,
Jim Devellano,,Patrick,2008,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Mark Messier,messima01,Patrick,2008,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
Brian Mullen,mullebr01,Patrick,1994,NHL,
Frank Mathers,mathefr01,Patrick,1986,NHL,
Brian Burke,,Patrick,2007,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Gordie Howe,howego01,Patrick,1966,NHL,
Bob Fleming,,Patrick,1994,NHL,
John Mayasich,,Patrick,1997,NHL,
George Leader,,Patrick,1975,NHL,
George Gund,,Patrick,1995,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
Red Berenson,berenre01,Patrick,2005,NHL,
Gil Stein,,Patrick,1992,NHL,
Peter Karmanos,,Patrick,1997,NHL,
Bob Naegele,,Patrick,2007,NHL,
Ray Miron,,Patrick,2003,NHL,
Cammi Granato,,Patrick,2006,NHL,
Charles L. Crovat,,Patrick,1973,NHL,posthumous
John Bucyk,bucykjo01,Patrick,1976,NHL,
Mario Lemieux,lemiema01,Patrick,1999,NHL,
1998 U.S. Olympic Women's Hockey Team,,Patrick,1998,NHL,
Bruce McNall,,Patrick,1992,NHL,
Weston Adams,adamswe01h,Patrick,1973,NHL,posthumous
Lou Vairo,,Patrick,1999,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Reed Larson,larsore01,Patrick,2005,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
John Halligan,,Patrick,2006,NHL,
Emile Francis,francem01,Patrick,1981,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Tony Rossi,,Patrick,2010,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Fred Cusick,,Patrick,1987,NHL,
Tom Fitzgerald,,Patrick,1977,NHL,
Dave Andrews,,Patrick,2009,NHL,
Terry Sawchuk,sawchte01,Patrick,1970,NHL,posthumous
Stan Mikita,mikitst01,Patrick,1975,NHL,
Walter Brown,brownwa02h,Patrick,1967,NHL,posthumous
Dan Kelly,kellyda01,Patrick,1988,NHL,
Gary Bettman,,Patrick,2000,NHL,
Bill Chadwick,chadwbi01h,Patrick,1974,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Lynn Patrick,patrily01,Patrick,1988,NHL,posthumous
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Jerry York,,Patrick,2009,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
John Mariucci,mariujo01,Patrick,1976,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Jack Parker,,Patrick,2009,NHL,
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
David Poile,,Patrick,2000,NHL,
