playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
careyge01,,,George,Carey,,George,,66,140,R,12208,29889,careyge01,1919,1923,,,R,,,,Scotland,,Edinburgh,9999,,,,,
charlto01,,,Todd,Charlesworth,,Todd,,73,190,L,12249,899,charlto01,1983,1989,,,D,1965,3,22,Canada,AB,Calgary,,,,,,
lavalke01,,,Kevin,LaVallee,,Kevin A.,,68,180,L,13329,8838,lavalke01,1980,1986,,,L,1961,9,16,Canada,ON,Sudbury,,,,,,
niemian02,,,Antti,Niemi,,,,73,213,L,22646,94168,niemian02,2008,2011,,,G,1983,8,29,Finland,,Vantaa,,,,,,
,,scapira01h,Ray,Scapinello,,Raymond Angelo Joseph,Scampy,,,,O200801,,,,,,,,1946,11,5,Canada,ON,Glen Christie,,,,,,
weslegl01,,,Glen,Wesley,,Glen Edwin,,73,207,L,11734,5690,weslegl01,1987,2007,,,D,1968,10,2,Canada,AB,Red Deer,,,,,,
sidorpe01,,,Peter,Sidorkiewicz,,Peter,,69,180,L,18386,4951,sidorpe01,1987,1997,,,G,1963,6,29,Poland,,Dabrown Bialostocka,,,,,,
turligo01,,,Gord,Turlick,,Gordon,,73,170,L,14583,10795,turligo01,1959,1959,,,L,1939,9,17,Canada,BC,Miskel,,,,,,
campban01,,campban01h,Angus,Campbell,,Angus Daniel,,,,,B196401,790,,,,,,,1884,3,19,Canada,ON,Stayner,1976,,,,,
fishecr01,,,Craig,Fisher,,Craig Francis,,75,180,L,10477,1686,fishecr01,1989,1996,,,L,1970,6,30,Canada,ON,Oshawa,,,,,,
spanhma01,,,Martin,Spanhel,,,,74,206,L,17980,28703,spanhma01,2000,2001,,,L,1977,7,1,Czech Republic,,Zlin,,,,,,
mooremi01,,,Mike,Moore,,,,73,200,,,,mooremi01,2010,2010,,,D,1984,12,12,Canada,AB,Calgary,,,,,,
barnesc01,,,Scott,Barney,,,,76,210,R,11606,23719,barnesc01,2002,2005,,,C,1979,3,27,Canada,ON,Oshawa,,,,,,
lowero01,,,Ross,Lowe,,Ross Robert,,74,180,L,13423,11438,lowero01,1949,1951,,,D,1928,9,21,Canada,MB,Winnipeg,1955,8,8,Canada,ON,Haliburton
vanrija01,,,James,Van Riemsdyk,,,,75,200,L,,105417,vanrija01,2009,2011,,,L,1989,5,4,USA,NJ,Middletown,,,,,,
cluttca01,,,Cal,Clutterbuck,,,,71,213,R,21995,76786,cluttca01,2007,2011,,,R,1987,11,18,Canada,ON,Welland,,,,,,
hartri01,,,Rich,Hart,,Richard Edward,,72,195,L,,6670,hartri01,,,1976,1976,D,1952,10,5,USA,MA,Boston,,,,,,
brucego01,,,Gordie,Bruce,,Arthur Gordon,,71,190,L,12127,14159,brucego01,1940,1945,,,L,1919,5,9,Canada,ON,Ottawa,1997,7,15,,,
pyattta01,,,Taylor,Pyatt,,,,76,220,L,19150,31777,pyattta01,2000,2011,,,L,1981,8,19,Canada,ON,Thunder Bay,,,,,,
scharte01,,,Ted,Scharf,,Edward Wilson,,71,185,R,,10548,scharte01,,,1972,1976,R,1951,10,3,Canada,ON,Sudbury,,,,,,
hisloja01,,,Jamie,Hislop,,James Donald,The Slop,70,180,R,12956,2298,hisloja01,1979,1983,1976,1978,R,1954,1,20,Canada,ON,Sarnia,,,,,,
britzgr01,,,Greg,Britz,,Gregory,,72,190,R,12104,9226,britzgr01,1983,1986,,,R,1961,1,3,USA,NY,Buffalo,,,,,,
reidre01,,,Reg,Reid,,Reginald Sutherland,Rusty,68,138,L,14101,27701,reidre01,1924,1925,,,L,1899,2,17,Canada,ON,Seaforth,1986,1,14,Canada,ON,St. Thomas
nasreal01,,,Alain,Nasreddine,,Alain,,73,204,L,14983,10180,nasreal01,1998,2007,,,D,1975,7,10,Canada,QC,Montreal,,,,,,
wilsomi02,,,Mike,Wilson,,Michael,,78,229,L,15016,18626,wilsomi02,1995,2002,,,D,1975,2,26,Canada,ON,Brampton,,,,,,
