playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
enrotjh01,2010,1,BUF,NHL,14,769,9,2,2,0,1,35,377,1,17,0,0,,0,0,1,8
roypa01,1998,1,COL,NHL,61,3648,32,19,8,4,5,139,1673,19,1173,11,8,,1,1,52,650
gardnge01,1973,1,LAS,WHA,2,120,0,2,0,0,0,13,65,,,,,,,,,
plantja01,1957,1,MTL,NHL,57,3386,34,14,8,,9,119,,10,618,8,2,,,1,20,
clemmsc01,2009,1,FLO,NHL,23,1215,9,8,2,3,1,59,668,,,,,,,,,
beaurst01,1990,1,WIN,NHL,16,836,3,10,1,0,0,55,423,,,,,,,,,
drydeda01,1973,1,BUF,NHL,53,2987,23,20,8,3,1,148,,,,,,,,,,
roypa01,1986,1,MTL,NHL,46,2686,22,16,6,6,1,131,1210,6,330,4,2,,0,0,22,173
johnsbr02,2008,1,WAS,NHL,21,1131,12,6,2,2,0,53,579,,,,,,,,,
cousima01,1996,1,TOR,NHL,13,566,3,5,1,1,1,31,317,,,,,,,,,
dickibi01,1941,1,CHI,NHL,1,60,1,0,0,,0,3,,,,,,,,,,
gardibe01,1943,1,BOS,NHL,41,2460,17,19,5,,1,212,,,,,,,,,,
harripa01,1978,1,TOR,NHL,25,1403,8,12,3,0,1,82,,2,91,0,1,,0,0,7,
prusema01,2001,1,OTT,NHL,1,62,0,1,0,0,0,3,15,,,,,,,,,
durnabi01,1944,1,MTL,NHL,50,3000,38,8,4,,1,121,,6,373,2,4,,,0,15,
bullobr01,1972,1,VAN,NHL,14,840,3,8,3,1,0,67,,,,,,,,,,
rivarfe01,1969,1,MNS,NHL,14,800,3,5,5,0,1,42,,,,,,,,,,
rollial01,1956,1,CHI,NHL,70,4200,16,39,15,,3,225,,,,,,,,,,
shtalmi01,1998,2,PHO,NHL,4,243,1,2,1,1,0,9,104,,,,,,,,,
tannejo01,1991,1,QUE,NHL,14,796,1,7,4,1,1,46,394,,,,,,,,,
drydeda01,1971,1,BUF,NHL,20,1026,3,9,5,0,0,68,,,,,,,,,,
