coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
francem01c,1968,NYR,NHL,2,,33,19,8,6,4,0,4,0
ruffli01c,2001,BUF,NHL,1,,82,35,36,11,,,,
schmimi01c,1965,BOS,NHL,1,,70,21,43,6,,,,
bergemi03c,1983,QUE,NHL,1,,80,42,28,10,9,5,4,0
patrimu01c,1959,NYR,NHL,2,,2,0,1,1,,,,
martija02c,2010,MTL,NHL,1,,82,44,30,8,7,3,4,0
babcomi01c,2006,DET,NHL,1,,82,50,19,13,18,10,8,0
sathegl01c,1984,EDM,NHL,1,,80,49,20,11,18,15,3,0
wilsojo01c,1978,PIT,NHL,1,,80,36,31,13,7,2,5,0
powered01c,1924,TRS,NHL,1,,30,19,11,0,2,0,2,0
filioma01c,1977,QUN,WHA,2,,21,13,7,1,11,5,6,0
milbumi01c,1995,NYI,NHL,1,,82,22,50,10,,,,
mccambo01c,1990,VAN,NHL,1,,54,19,30,5,,,,
murrabr01c,1991,DET,NHL,1,,80,43,25,12,11,4,7,0
rossar01c,1926,BOS,NHL,1,,44,21,20,3,8,2,2,4
croziro01c,1981,WAS,NHL,2,,1,0,1,0,,,,
gordosc01c,2008,NYI,NHL,1,,82,26,47,9,,,,
gretzwa01c,2005,PHO,NHL,1,,82,38,39,5,,,,
bouchfr01c,1945,NYR,NHL,1,,50,13,28,9,,,,
stuarbr02c,1911,OT1,NHA,1,,18,9,9,0,,,,
glovefr01c,1968,OAK,NHL,1,,76,29,36,11,7,3,4,0
adamsja01c,1930,DTF,NHL,1,,44,16,21,7,,,,
carpedo01c,1985,NJD,NHL,1,,80,28,49,3,,,,
anderjo01c,2008,ATL,NHL,1,,82,35,41,6,,,,
bowmasc01c,1974,MTL,NHL,1,,80,47,14,19,11,6,5,0
kellyre01c,1973,TOR,NHL,1,,78,35,27,16,4,0,4,0
carpedo01c,1984,NJD,NHL,1,,80,22,48,10,,,,
blaketo01c,1955,MTL,NHL,1,,70,45,15,10,10,8,2,0
babcomi01c,2009,DET,NHL,1,,82,44,24,14,12,5,7,0
carpedo01c,1986,NJD,NHL,1,,80,29,45,6,,,,
cleghod01c,1928,PIP,NHL,1,,44,9,27,8,,,,
reaybi01c,1964,CHI,NHL,1,,70,34,28,8,14,7,7,0
demerja01c,1989,DET,NHL,1,,80,28,38,14,,,,
sindeha01c,1966,BOS,NHL,1,,70,17,43,10,,,,
quinnpa01c,1985,LAK,NHL,1,,80,23,49,8,,,,
malonph01c,1976,VAN,NHL,1,,35,9,23,3,,,,
carlyra01c,2011,TOR,NHL,2,,18,6,9,3,,,,
pleaula01c,1980,HAR,NHL,2,,20,6,12,2,,,,
neilsro01c,1994,FLO,NHL,1,,48,20,22,6,,,,
irvindi01c,1950,MTL,NHL,1,,70,25,30,15,11,5,6,0
trotzba01c,1999,NAS,NHL,1,,82,28,47,7,,,,
hitchke01c,2002,PHI,NHL,1,,82,45,24,13,13,6,7,0
tortojo01c,2010,NYR,NHL,1,,82,44,33,5,5,1,4,0
dudleri01c,1989,BUF,NHL,1,,80,45,27,8,6,2,4,0
tippeda01c,2003,DAL,NHL,1,,82,41,28,13,5,1,4,0
hitchke01c,2003,PHI,NHL,1,,82,40,27,15,18,11,7,0
dayha01c,1942,TOR,NHL,1,,50,22,19,9,6,2,4,0
melroba01c,2008,TBL,NHL,1,,16,5,7,4,,,,
arboual01c,1991,NYI,NHL,1,,80,34,35,11,,,,
schoeji01c,1985,BUF,NHL,1,,43,19,19,5,,,,
wattto01c,1985,VAN,NHL,1,,80,23,44,13,3,0,3,0
boondi01c,1916,MOW,NHA,1,,20,5,15,0,,,,
viviaja01c,1974,CLC,WHA,2,,45,21,22,2,5,1,4,0
ludzist01c,2000,TBL,NHL,1,,39,12,22,5,,,,
tortojo01c,2003,TBL,NHL,1,,82,46,28,8,23,16,7,0
francem01c,1970,NYR,NHL,1,,78,49,18,11,13,7,6,0
lamorlo01c,2006,NJD,NHL,2,,3,2,0,1,11,5,6,0
dineebi01c,1973,HOU,WHA,1,,78,48,25,5,14,12,2,0
suttebr01c,1988,STL,NHL,1,,80,33,35,12,10,5,5,0
beverni01c,1995,TOR,NHL,2,,17,9,6,2,6,2,4,0
mcleljo01c,1971,TOR,NHL,1,,78,33,31,14,5,1,4,0
murrabr01c,1988,WAS,NHL,1,,80,41,29,10,6,2,4,0
mulleki01c,2011,CAR,NHL,2,,57,25,20,12,,,,
johnsed01c,1993,PIT,NHL,1,,84,44,27,13,6,2,4,0
watsoph01c,1957,NYR,NHL,1,,70,32,25,13,6,2,4,0
trotzba01c,2002,NAS,NHL,1,,82,27,42,13,,,,
boilema01c,1975,PIT,NHL,1,,43,15,23,5,,,,
patrily01c,1951,BOS,NHL,1,,70,25,29,16,7,3,4,0
bowmasc01c,1985,BUF,NHL,2,,37,18,18,1,,,,
conacli01c,1929,NYA,NHL,1,,44,14,25,5,,,,
frasecu01c,2002,ATL,NHL,1,,33,8,24,1,,,,
abelsi01c,1961,DET,NHL,1,,70,23,33,14,,,,
constke01c,1993,SJS,NHL,1,,84,33,35,16,14,7,7,0
bowmasc01c,1995,DET,NHL,1,,82,62,13,7,19,10,9,0
thomppa01c,1940,CHI,NHL,1,,48,16,25,7,5,2,3,0
malonda01c,1985,TOR,NHL,1,,80,25,48,7,10,6,4,0
carpedo01c,1987,NJD,NHL,1,,50,21,24,5,,,,
nolante01c,2006,NYI,NHL,1,,82,40,30,12,5,1,4,0
huculsa01c,1975,PHR,WHA,1,,80,39,35,6,5,2,3,0
bowmasc01c,1991,PIT,NHL,1,,80,39,32,9,21,16,5,0
irvindi01c,1935,TOR,NHL,1,,48,23,19,6,9,4,5,0
patrile01c,1915,VA1,PCHA,1,,18,5,13,0,,,,
patrile01c,1925,VIC,WCHL,1,,30,15,11,4,8,3,3,2
irvindi01c,1941,MTL,NHL,1,,48,18,27,3,3,1,2,0
hartlbo01c,2003,ATL,NHL,1,,82,33,41,8,,,,
quinnpa01c,1981,PHI,NHL,1,,72,34,29,9,,,,
hartce01c,1928,MTL,NHL,1,,44,22,7,15,3,0,3,0
dandule01c,1924,MTL,NHL,1,,30,17,11,2,6,3,3,0
muldope01c,1915,SEA,PCHA,1,,18,9,9,0,,,,
