year,lgid,tmid,hw,hl,ht,hotl,rw,rl,rt,rotl,sepw,sepl,sept,sepol,octw,octl,octt,octol,novw,novl,novt,novol,decw,decl,dect,decol,janw,janl,jant,janol,febw,febl,febt,febol,marw,marl,mart,marol,aprw,aprl,aprt,aprol
1978,NHL,BOS,25,10,5.0,,18,13,9.0,,,,,,6,1,2,,7,3,3,,11,2,2,,6,7,1.0,,4,4,2.0,,8,5,2,,1,1,2,
1997,NHL,EDM,20,16,5.0,,15,21,5.0,,,,,,5,6,1,,3,7,5,,3,7,3,,7,5,1.0,,3,4,0.0,,8,6,0,,6,2,0,
1972,WHA,WIJ,26,11,2.0,,17,20,2.0,,,,,,6,3,1,,10,7,1,,6,7,0,,7,4,1.0,,9,2,0.0,,5,7,1,,0,1,0,
1915,PCHA,PO1,8,2,0.0,,5,3,0.0,,,,,,,,,,,,,,4,1,0,,4,2,0.0,,5,2,0.0,,,,,,,,,
2003,NHL,CAL,21,14,5.0,1,21,16,2.0,2,,,,,4,4,0,1,5,4,1,2,10,3,2,0,6,8,1.0,0,7,5,1.0,0,9,5,2,0,1,1,0,0
1995,NHL,PIT,32,9,0.0,,17,20,4.0,,,,,,4,2,2,,10,3,1,,10,4,0,,7,7,0.0,,6,5,1.0,,9,5,0,,3,3,0,
1909,NHA,HAI,3,3,0.0,,1,5,0.0,,,,,,,,,,,,,,,,,,1,3,0.0,,2,5,0.0,,1,0,0,,,,,
2009,NHL,BOS,18,17,,6,21,13,,7,,,,,6,5,,1,7,3,,4,7,4,,2,3,9,,2,4,1,,2,8,7,,1,4,1,,1
1990,NHL,PHI,18,16,6.0,,15,21,4.0,,,,,,6,6,0,,11,4,2,,4,8,3,,6,4,1.0,,4,5,2.0,,2,10,2,,,,,
1934,NHL,NYR,11,8,5.0,,11,12,1.0,,,,,,,,,,2,4,0,,4,6,1,,8,1,3.0,,7,4,1.0,,1,5,1,,,,,
1981,NHL,DET,15,19,6.0,,6,28,6.0,,,,,,4,5,2,,3,8,3,,3,9,1,,4,6,4.0,,4,7,2.0,,3,11,0,,0,1,0,
2002,NHL,CHI,17,15,7.0,2,13,18,6.0,4,,,,,5,3,1,0,5,7,2,0,8,3,3,0,4,5,3.0,3,2,9,1.0,0,4,6,2,3,2,0,1,0
1982,NHL,BUF,25,7,8.0,,13,22,5.0,,,,,,4,5,3,,8,3,1,,5,5,3,,8,4,2.0,,5,5,3.0,,8,6,1,,0,1,0,
1982,NHL,NYR,24,13,3.0,,11,22,7.0,,,,,,6,7,0,,6,4,1,,6,5,2,,5,7,3.0,,5,4,2.0,,7,7,1,,0,1,1,
1988,NHL,CAL,32,4,4.0,,22,13,5.0,,,,,,6,3,3,,10,1,1,,8,4,2,,10,3,2.0,,10,3,0.0,,9,3,1,,1,0,0,
1974,WHA,MFS,26,13,0.0,,16,20,3.0,,,,,,2,4,0,,4,7,0,,10,5,0,,9,4,0.0,,6,7,2.0,,9,3,1,,2,3,0,
1929,NHL,PIP,5,16,1.0,,0,20,2.0,,,,,,,,,,1,4,0,,2,8,1,,1,9,1.0,,1,9,0.0,,0,6,1,,,,,
1939,NHL,BOS,20,3,1.0,,11,9,4.0,,,,,,,,,,3,3,2,,10,2,1,,7,3,1.0,,7,2,0.0,,4,2,1,,,,,
1978,NHL,MNS,19,15,6.0,,9,25,6.0,,,,,,1,4,2,,4,10,0,,9,4,1,,5,5,4.0,,4,4,3.0,,4,10,1,,1,3,1,
1975,WHA,PHR,20,14,6.0,,19,21,0.0,,,,,,5,4,0,,2,7,3,,8,4,0,,8,5,2.0,,8,4,1.0,,8,9,0,,0,2,0,
1997,NHL,FLO,11,24,6.0,,13,19,9.0,,,,,,3,6,3,,5,7,2,,6,7,1,,4,5,5.0,,0,4,1.0,,3,10,0,,3,4,3,
1929,NHL,MTL,13,5,4.0,,8,9,5.0,,,,,,,,,,4,1,2,,4,4,2,,5,5,0.0,,5,2,3.0,,3,2,2,,,,,
1946,NHL,CHI,10,17,3.0,,9,20,1.0,,,,,,1,2,1,,4,6,0,,3,7,1,,3,9,1.0,,6,4,1.0,,2,9,0,,,,,
1951,NHL,DET,24,7,4.0,,20,7,8.0,,,,,,5,1,1,,7,2,5,,9,3,2,,6,5,1.0,,9,1,2.0,,8,2,1,,,,,
1981,NHL,VAN,20,8,12.0,,10,25,5.0,,,,,,4,5,3,,7,5,1,,3,7,4,,3,7,3.0,,7,3,3.0,,4,6,3,,2,0,0,
1999,NHL,NYR,15,20,5.0,1,14,18,7.0,2,,,,,4,7,2,0,3,5,1,1,5,3,3,2,10,4,1.0,0,4,7,2.0,0,3,9,2,0,0,3,1,0
1913,PCHA,NWR,3,3,0.0,,4,6,0.0,,,,,,,,,,,,,,2,3,0,,2,4,0.0,,3,2,0.0,,,,,,,,,
1924,NHL,MTL,10,5,0.0,,7,6,2.0,,,,,,,,,,1,0,0,,6,1,1,,4,5,1.0,,4,4,0.0,,2,1,0,,,,,
1975,WHA,TOT,16,20,4.0,,8,32,1.0,,,,,,2,4,1,,4,9,1,,6,9,1,,3,7,2.0,,1,11,0.0,,8,8,0,,0,4,0,
1921,WCHL,CAT,8,4,0.0,,6,6,0.0,,,,,,,,,,,,,,4,0,0,,5,6,0.0,,5,4,0.0,,,,,,,,,
2008,NHL,CAR,26,14,,1,19,16,,6,,,,,5,2,,2,7,9,,0,6,4,,3,7,6,,0,7,6,,0,10,1,,2,3,2,,0
1982,NHL,VAN,20,12,8.0,,10,23,7.0,,,,,,4,6,2,,5,5,4,,4,6,2,,4,7,2.0,,4,7,1.0,,9,4,3,,0,0,1,
1973,WHA,CHC,23,13,3.0,,15,22,2.0,,,,,,5,4,1,,6,3,0,,5,9,1,,5,4,1.0,,6,10,0.0,,10,4,2,,1,1,0,
1995,NHL,NYR,22,10,9.0,,19,17,5.0,,,,,,7,3,1,,7,5,2,,11,3,3,,5,0,4.0,,5,6,1.0,,4,4,3,,2,6,0,
1990,NHL,WIN,17,18,5.0,,9,25,6.0,,,,,,5,7,1,,4,9,2,,4,6,4,,5,7,1.0,,5,5,3.0,,3,9,0,,,,,
1995,NHL,FLO,25,12,4.0,,16,19,6.0,,,,,,7,4,0,,10,2,1,,8,4,1,,6,4,3.0,,4,5,3.0,,3,9,1,,3,3,1,
1941,NHL,BOS,17,4,3.0,,8,13,3.0,,,,,,,,,,8,2,0,,5,2,3,,6,4,2.0,,2,6,0.0,,4,3,1,,,,,
2000,NHL,DAL,26,10,5.0,0,22,14,3.0,2,,,,,6,4,1,1,7,2,2,0,8,5,1,0,7,7,0.0,0,7,4,1.0,1,11,2,2,0,2,0,1,0
1954,NHL,DET,25,5,5.0,,17,12,6.0,,,,,,6,3,0,,6,5,1,,9,3,3,,8,4,3.0,,5,2,4.0,,8,0,0,,,,,
1974,WHA,QUN,27,12,0.0,,19,20,0.0,,,,,,4,1,0,,8,6,0,,7,8,0,,11,2,0.0,,9,4,0.0,,4,10,0,,3,1,0,
2011,NHL,DAL,22,16,,3,20,19,,2,,,,,8,3,,0,6,6,,1,7,6,,0,4,6,,1,8,5,,3,9,6,,0,0,3,,0
1987,NHL,TOR,14,20,6.0,,7,29,4.0,,,,,,6,4,0,,4,7,2,,4,8,2,,1,9,5.0,,4,8,1.0,,1,12,0,,1,1,0,
2005,NHL,WAS,16,18,,7,13,23,,5,,,,,4,7,,0,4,7,,2,5,6,,1,5,8,,2,2,4,,0,4,6,,5,5,3,,2
1999,NHL,STL,24,9,7.0,1,27,10,4.0,0,,,,,7,4,0,0,8,3,2,0,7,4,2,0,9,3,2.0,0,10,2,0.0,0,8,2,4,0,2,1,1,1
1975,NHL,BUF,28,7,5.0,,18,14,8.0,,,,,,8,1,1,,9,4,0,,4,5,4,,6,4,3.0,,8,4,3.0,,9,2,2,,2,1,0,
1975,WHA,CAC,25,13,2.0,,16,22,2.0,,,,,,3,5,0,,9,4,1,,7,5,1,,6,7,0.0,,6,6,2.0,,9,7,0,,1,1,0,
1984,NHL,PHI,32,4,4.0,,21,16,3.0,,,,,,6,2,2,,8,2,2,,7,6,1,,8,4,1.0,,8,3,1.0,,13,3,0,,3,0,0,
1956,NHL,NYR,15,12,8.0,,11,18,6.0,,,,,,4,3,1,,2,7,4,,5,6,2,,5,7,1.0,,6,4,3.0,,4,3,3,,,,,
1976,WHA,BIR,22,15,3.0,,9,31,1.0,,,,,,4,8,1,,4,11,0,,5,7,0,,5,6,0.0,,7,4,2.0,,6,8,0,,0,2,1,
1992,NHL,NYR,20,17,5.0,,14,22,6.0,,,,,,7,4,1,,4,6,2,,8,6,1,,4,5,3.0,,5,4,3.0,,5,6,1,,1,8,0,
1983,NHL,WIN,17,15,8.0,,14,23,3.0,,,,,,3,7,2,,4,7,1,,7,5,1,,5,5,4.0,,5,5,2.0,,6,9,1,,1,0,0,
2006,NHL,ATL,23,12,,6,20,16,,5,,,,,8,2,,3,8,5,,1,7,4,,2,6,5,,2,3,7,,2,9,4,,1,2,1,,0
1992,NHL,VAN,27,11,4.0,,19,18,5.0,,,,,,5,4,1,,9,5,1,,9,1,1,,6,4,5.0,,6,5,0.0,,5,8,1,,6,2,0,
