playerid,coachid,hofid,firstname,lastname,namenote,namegiven,namenick,height,weight,shootcatch,legendsid,ihdbid,hrefid,firstnhl,lastnhl,firstwha,lastwha,pos,birthyear,birthmon,birthday,birthcountry,birthstate,birthcity,deathyear,deathmon,deathday,deathcountry,deathstate,deathcity
gibsojo01,,,John,Gibson,,John William,,75,210,L,12710,6535,gibsojo01,1980,1983,1978,1978,D,1959,6,2,Canada,ON,St. Catharines,,,,,,
mcdoubi01,,,Bill,McDougall,,William Henry,,72,185,R,11065,723,mcdoubi01,1990,1993,,,C,1966,8,10,Canada,ON,Mississagua,,,,,,
muzzija01,,,Jake,Muzzin,,,,75,213,,,,muzzija01,2010,2010,,,D,1989,2,21,Canada,ON,Woodstock,,,,,,
sugloal01,,,Aleksander,Suglobov,,,,72,200,L,19611,51259,sugloal01,2003,2006,,,R,1982,1,15,Russia,,Elektrostal,,,,,,
zuckeja01,,,Jason,Zucker,,,,71,174,,,,zuckeja01,2011,2011,,,L,1992,1,16,,,,,,,,,
bastiba01,,,Baz,Bastien,,Aldege,,67,160,L,18422,14210,bastiba01,1945,1945,,,G,1919,8,29,Canada,ON,Timmins,1983,3,15,,,
,,ruttaja01h,Jack,Ruttan,,,,,,,P196217,,ruttaja01,,,,,D,1889,4,5,Canada,MB,Winnipeg,1973,1,7,,,
murrami02,,,Mike,Murray,,Michael,,72,195,L,13814,3867,murrami02,1987,1987,,,C,1966,8,29,Canada,ON,Kingston,,,,,,
baxtepa01,,,Paul,Baxter,,Paul Gordon,,71,200,R,11938,253,baxtepa01,1979,1986,1974,1978,D,1955,10,28,Canada,MB,Winnipeg,,,,,,
larsscu01,,,Curt,Larsson,,Curt,,71,171,L,,10550,larsscu01,,,1974,1976,G,1944,12,11,Sweden,,Nykoping,,,,,,
jarvema01,,,Martti,Jarventie,,,,71,196,L,20324,15590,jarvema01,2001,2001,,,D,1976,4,4,Finland,,Tampere,,,,,,
carpebo01,,,Bob,Carpenter,,Robert E. (Jr.),Carpy,72,200,L,10225,836,carpebo01,1981,1998,,,C,1963,7,13,USA,MA,Beverly,,,,,,
mckecwa01,,,Walt,McKechnie,,Walter Thomas John,,74,195,L,13652,3586,mckecwa01,1967,1982,,,C,1947,6,19,Canada,ON,London,,,,,,
marplst01,,,Stan,Marples,,Stanley Gibson,,73,170,L,,,,,,,,L,1891,,,Canada,MB,Winnipeg,,,,,,
brunnfa01,,,Fabian,Brunnstrom,,,,74,203,L,22649,104356,brunnfa01,2008,2011,,,L,1985,2,6,Sweden,,Jonstorp,,,,,,
bowerjo01,,bowerjo01h,Johnny,Bower,,John William,The China Wall,71,189,L,P197601,526,bowerjo01,1953,1969,,,G,1924,11,8,Canada,SK,Prince Albert,,,,,,
fidlemi01,,,Mike,Fidler,,Michael Edward,,71,195,L,12585,1664,fidlemi01,1976,1982,,,L,1956,8,19,USA,MA,Everett,,,,,,
brasape01,,,Per-Olov,Brasar,,Per-Olov,Ollie,68,172,L,12089,548,brasape01,1977,1981,,,L,1950,9,30,Sweden,,Falun,,,,,,
mandeke01,,,Kent,Manderville,,Kent Stephen,,75,200,L,11016,3363,mandeke01,1991,2002,,,C,1971,4,12,Canada,AB,Edmonton,,,,,,
santomi01,,,Mike,Santorelli,,,,72,189,R,21436,76527,santomi01,2008,2011,,,C,1985,12,14,Canada,BC,Vancouver,,,,,,
mcneimi01,,,Mike,McNeill,,Michael,,73,195,L,11087,3629,mcneimi01,1990,1991,,,C,1966,7,22,USA,MN,Winona,,,,,,
lehtije01,,,Jere,Lehtinen,,Jere,,72,192,R,10930,3088,lehtije01,1995,2009,,,R,1973,6,24,Finland,,Espoo,,,,,,
zibanmi01,,,Mika,Zibanejad,,,,73,200,,,,zibanmi01,2011,2011,,,C,1993,4,18,,,,,,,,,
meissba01,,,Barrie,Meissner,,Barrie Michael,,69,165,L,13700,10814,meissba01,1967,1968,,,L,1946,7,26,Canada,SK,Unity,,,,,,
holosjo01,,,Jonas,Holos,,,,71,196,,,,holosjo01,2010,2010,,,D,1987,8,27,Norway,,Sarpsborg,,,,,,
eliaspa01,,,Patrik,Elias,,Patrik,,73,195,L,15143,21469,eliaspa01,1995,2011,,,L,1976,4,13,Czech Republic,,Trebic,,,,,,
coppbo01,,,Bob,Copp,,Robert Alonzo,,71,180,L,12327,12081,coppbo01,1942,1950,,,D,1918,11,15,Canada,NB,Port Elgin,2006,12,12,Canada,ON,Ottawa
hodgeke02,,,Ken,Hodge,,Kenneth David (Jr.),,73,200,L,10649,5904,hodgeke02,1988,1992,,,C,1966,4,13,Canada,ON,Windsor,,,,,,
mccolth01,,,Thomas,McCollum,,,,74,205,,,,mccolth01,2010,2010,,,G,1989,12,7,USA,NY,Amherst,,,,,,
rocheda02,,,Dave,Roche,,Dave,,76,230,L,15005,10172,rocheda02,1995,2001,,,L,1975,6,13,Canada,ON,Lindsay,,,,,,
tichymi01,,,Milan,Tichy,,Milan,,75,198,L,11633,5398,tichymi01,1992,1995,,,D,1969,9,22,Czech Republic,,Plzen,,,,,,
trudelo01,,,Lou,Trudel,,Louis Napoleon,,71,167,L,14577,5477,trudelo01,1933,1940,,,L,1912,7,21,USA,MA,Salem,1972,3,19,,,
