playerid,year,ppa,sha
thibagi01,1989,2,
wellsja01,1989,3,2
mcdonhu01,1989,1,
allismi01,1987,5,
carpebo01,1988,4,
duguaro01,1987,2,
hunteda01,1988,,1
erickbr01,1987,6,
donnemi01,1987,2,
manthmo01,1987,15,1
robergo01,1987,3,
klimape01,1989,11,
dineego01,1988,2,
coxecr01,1987,1,
ciccadi01,1988,10,1
fentopa01,1990,2,
courtru01,1988,2,
cunnera01,1989,4,
sanipev01,1989,2,
larsore01,1988,14,
mckegto01,1989,3,
creigad01,1988,7,
konrost01,1988,1,1
simpscr01,1987,10,1
adamsgr01,1989,1,
poulida02,1989,1,1
paslagr01,1990,3,1
lemiejo01,1989,1,1
broteaa01,1989,3,
hardyma01,1987,10,1
samueul01,1990,,2
cyrpa01,1987,1,
mcintjo01,1990,,2
momesse01,1990,1,
pavesji01,1987,1,
gartnmi01,1989,14,1
skrikpe01,1990,5,
petitmi01,1987,9,1
zezelpe01,1990,5,1
bodgedo01,1988,25,1
carsoji01,1989,5,
loisecl01,1990,1,1
bullami01,1988,13,
macdepa01,1989,2,
bennibr01,1989,5,
lawtobr01,1989,1,
wilsoca01,1990,4,
wilsoca01,1988,19,
sandsto01,1989,20,
crossdo01,1990,21,
deblolu01,1990,,1
brownje02,1989,24,
laughcr01,1987,3,
ferrara01,1990,5,
tantito01,1989,9,
playfla01,1988,,1
broteaa01,1990,1,
kennede01,1988,,2
kurveto01,1990,15,
charbjo01,1988,1,
murphla01,1988,22,
tantito01,1990,5,
cullejo01,1990,29,
dineego01,1987,2,
hardyma01,1988,5,
murphla01,1990,19,
libaig01,1988,6,
carsoli01,1987,1,1
kontoch01,1987,6,
wilsoca01,1987,9,3
courtge01,1987,7,
norwole01,1990,3,
zezelpe01,1988,17,
frycemi01,1988,3,
iafraal01,1990,11,1
bradlbr01,1990,10,
joycebo01,1989,3,
sheehne01,1987,1,
quinnda01,1990,18,
vaiveri01,1988,15,
ramagro01,1987,19,2
nylunga01,1988,1,
huntema01,1990,4,
tuckejo01,1990,1,
brookbo01,1989,1,2
goulemi01,1989,15,1
gartnmi01,1988,9,
lawlepa01,1987,3,
maroima01,1988,3,
archida01,1989,4,
