playerid,year,stint,tmid,lgid,pos,gp,g,a,pts,pim,+/-,ppg,ppa,shg,sha,gwg,gtg,sog,postgp,postg,posta,postpts,postpim,post+/-,postppg,postppa,postshg,postsha,postgwg,postsog
mcleoco01,2008,1,COL,NHL,L,79,15,5,20,162,-11,0,0,0,0,3,,118,,,,,,,,,,,,
whitebi01,1975,1,CHI,NHL,D,59,1,9,10,44,-10,0,,0,,0,0,46,4,0,1,1,2,,0,,0,,0,
harbani01,1975,1,IND,WHA,R,76,23,19,42,26,10,2,,2,,4,,170,7,2,0,2,10,2,,,,,,
youngsc01,1998,1,STL,NHL,R,75,24,28,52,27,8,8,11,0,0,4,0,205,13,4,7,11,10,2,1,5,0,0,1,40
yakete01,1988,1,HAR,NHL,C,2,0,0,0,0,1,0,0,0,0,0,0,0,,,,,,,,,,,,
kiessud01,1981,1,MNS,NHL,D,1,0,0,0,2,0,0,,0,,0,0,1,,,,,,,,,,,,
collibi01,1976,1,PHI,NHL,R,9,1,1,2,4,-1,0,,0,,1,0,5,,,,,,,,,,,,
lanego01,1981,1,NYI,NHL,D,51,0,13,13,98,26,0,,0,,0,0,46,19,0,4,4,61,,0,,0,,0,
brownmi02,2009,1,AND,NHL,R,75,6,1,7,106,1,0,0,1,0,2,,82,,,,,,,,,,,,
buttebi01,1976,1,MF2,WHA,D,42,0,7,7,133,5,0,,0,,0,,48,,,,,,,,,,,,
daleyfr01,1928,1,DTC,NHL,D,5,0,0,0,0,,,,,,,,,2,0,0,0,0,,,,,,,
stewake01,1941,1,CHI,NHL,L,6,1,1,2,2,,,,,,,,,,,,,,,,,,,,
monahga01,1977,1,VAN,NHL,L,67,10,19,29,28,2,0,,0,,1,1,105,,,,,,,,,,,,
laichbr01,2007,1,WAS,NHL,C,82,21,16,37,35,-3,8,2,2,0,4,,122,7,1,5,6,4,2,0,2,0,0,0,20
joyaled01,1964,1,DET,NHL,C,46,8,14,22,4,,0,,0,,1,0,,7,1,1,2,4,,,,,,0,
washbst01,1995,1,FLO,NHL,C,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0
babycda01,1994,1,VAN,NHL,D,40,3,11,14,18,-13,1,5,0,0,0,0,58,11,2,2,4,14,-8,1,1,1,0,0,16
giacoed01,1966,1,NYR,NHL,G,68,0,0,0,8,,0,,0,,0,0,,4,0,0,0,0,,,,,,0,
nichopa01,1975,1,WAS,NHL,L,14,0,2,2,9,-4,0,,0,,0,0,10,,,,,,,,,,,,
glynnbr01,1991,1,MNS,NHL,D,37,2,12,14,24,-16,0,5,0,0,0,1,53,,,,,,,,,,,,
breweca01,1973,1,TOT,WHA,D,77,2,23,25,42,,1,,0,,1,,,12,0,4,4,11,,,,,,0,
foxgr01,1983,1,CHI,NHL,D,24,0,5,5,31,0,0,,0,,0,0,15,,,,,,,,,,,,
denneco01,1921,1,TRS,NHL,L/C,24,19,9,28,28,,,,,,,,,2,1,0,1,0,,,,,,,
kellype02,1938,1,DET,NHL,R,32,4,9,13,4,,,,,,,,,4,0,0,0,0,,,,,,,
rogermi01,1975,1,EDO,WHA,C,44,12,15,27,10,5,0,,0,,2,,96,,,,,,,,,,,,
halwado01,1988,1,DET,NHL,D,18,0,1,1,36,-11,0,,0,0,0,0,5,,,,,,,,,,,,
drapekr01,1990,1,WIN,NHL,C,3,1,0,1,5,0,0,0,0,0,0,0,1,,,,,,,,,,,,
reidto01,1969,1,MNS,NHL,D,66,1,7,8,51,-10,0,,0,,1,0,89,6,0,1,1,4,,0,,0,,0,
wreggke01,1994,1,PIT,NHL,G,38,0,0,0,14,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,0,0,0,0,0
mcdonal01,1973,1,PIT,NHL,R,37,14,22,36,12,-3,3,,0,,4,0,142,,,,,,,,,,,,
parkbr01,1975,2,BOS,NHL,D,43,16,37,53,95,23,7,,1,,2,0,163,11,3,8,11,14,,1,,1,,0,
ungerga01,1970,1,DET,NHL,C,51,13,14,27,63,-32,0,,0,,1,1,157,,,,,,,,,,,,
lambma01,1991,1,EDM,NHL,C,59,6,22,28,46,4,2,2,0,1,1,0,61,16,1,1,2,10,-5,0,0,0,0,0,13
darkmi01,1987,1,STL,NHL,R,30,3,6,9,12,6,0,0,0,0,1,0,27,,,,,,,,,,,,
perssri01,1999,1,STL,NHL,D,41,0,8,8,38,-2,0,1,0,0,0,0,30,3,1,0,1,0,1,0,0,0,0,0,1
gardnda01,1972,1,MTL,NHL,C,5,1,1,2,0,0,1,,0,,0,0,6,,,,,,,,,,,,
hurlbmi01,1998,1,BUF,NHL,D,1,0,0,0,0,2,0,0,0,0,0,0,2,,,,,,,,,,,,
lavaljo01,2008,1,ATL,NHL,L,2,0,0,0,0,-1,0,0,0,0,0,,1,,,,,,,,,,,,
hlavaja01,2007,2,NAS,NHL,L,18,3,10,13,8,9,0,0,0,1,2,,29,6,0,2,2,2,-4,0,0,0,0,0,10
harvedo01,1959,1,MTL,NHL,D,66,6,21,27,45,,,,,,,,,8,3,0,3,6,,,,,,,
harrism01,1914,1,PO1,PCHA,C,18,14,3,17,37,,,,,,,,,,,,,,,,,,,,
