playerid,award,year,lgid,note,pos
howego01,Hart,1956,NHL,,
stlouma01,Art Ross,2003,NHL,,
reschgl01,Second Team All-Star,1975,NHL,,G
bernise01,Playoff MVP,1976,WHA,,
cournyv01,Conn Smythe,1972,NHL,,
parenbe01,First Team All-Star,1974,NHL,,G
iafraal01,Second Team All-Star,1992,NHL,,D
shoreed01,First Team All-Star,1938,NHL,,D
modanmi01,Second Team All-Star,1999,NHL,,C
hallgl01,Second Team All-Star,1966,NHL,,G
cheevge01,Second Team All-Star,1973,WHA,,G
kennete01,Second Team All-Star,1949,NHL,,C
gretzwa01,Second Team All-Star,1989,NHL,,C
malonry01,All-Rookie,2003,NHL,,F
cookbi01,First Team All-Star,1930,NHL,,RW
morenho01,Hart,1930,NHL,,
nasluma02,First Team All-Star,2002,NHL,,LW
carbogu01,Selke,1988,NHL,,
hainsge01,Vezina,1928,NHL,,
kariypa01,Second Team All-Star,1999,NHL,,LW
chelich01,First Team All-Star,2001,NHL,,D
burepa01,First Team All-Star,1993,NHL,,RW
howema01,First Team All-Star,1982,NHL,,D
lidstni01,Norris,2005,NHL,,
brodema01,All-Rookie,1993,NHL,,G
bathgan01,Second Team All-Star,1957,NHL,,RW
brimsfr01,Vezina,1938,NHL,,
orrbo01,Second Team All-Star,1966,NHL,,D
langwro01,Norris,1982,NHL,,
gravead01,King Clancy,1993,NHL,,
lemiecl01,Conn Smythe,1994,NHL,,
richahe01,Masterton,1973,NHL,,
quiltjo01,Calder,1940,NHL,,
gilbeto01,All-Rookie,2007,NHL,,D
laflegu01,First Team All-Star,1976,NHL,,RW
mcleodo01,First Team All-Star,1973,WHA,,G
rayro01,King Clancy,1998,NHL,,
mooredi01,Art Ross,1957,NHL,,
jagrja01,First Team All-Star,2005,NHL,,RW
carbogu01,Selke,1987,NHL,,
flamafe01,Second Team All-Star,1956,NHL,,D
fleurth01,Second Team All-Star,1994,NHL,,RW
bourqra01,First Team All-Star,1993,NHL,,D
savarse01,Conn Smythe,1968,NHL,,
cheevge01,Second Team All-Star,1974,WHA,,G
huselkr01,All-Rookie,2001,NHL,,F
theodjo01,Hart,2001,NHL,,
alfreda01,Second Team All-Star,2005,NHL,,RW
harvedo01,First Team All-Star,1956,NHL,,D
croziro01,Calder,1964,NHL,,
mosiebi01,Second Team All-Star,1945,NHL,,RW
conacch01,Art Ross,1933,NHL,,
eganpa01,Second Team All-Star,1941,NHL,,D
ratelje01,Masterton,1970,NHL,,
drillgo01,Second Team All-Star,1941,NHL,,RW
bertuto01,First Team All-Star,2002,NHL,,RW
smithbi01,First Team All-Star,1981,NHL,,G
bouchfr01,First Team All-Star,1934,NHL,,C
laflegu01,Pearson,1975,NHL,,
sloanto01,Second Team All-Star,1955,NHL,,C
crawfja01,Second Team All-Star,1942,NHL,,D
robitlu01,Second Team All-Star,1991,NHL,,LW
tkachke01,Second Team All-Star,1997,NHL,,LW
ovechal01,All-Rookie,2005,NHL,,F
hullbr01,Lady Byng,1989,NHL,,
ramagro01,First Team All-Star,1978,WHA,,D
brodema01,Second Team All-Star,2005,NHL,,G
mackefl01,First Team All-Star,1952,NHL,,C
leetcbr01,Norris,1996,NHL,,
esposph01,Pearson,1972,NHL,,
bourqra01,First Team All-Star,1986,NHL,,D
mullejo01,Lady Byng,1986,NHL,,
kellyre01,First Team All-Star,1951,NHL,,D
stlouma01,Hart,2003,NHL,,
huntetr01,All-Rookie,2003,NHL,,F
cowlebi01,First Team All-Star,1942,NHL,,C
schrisw01,First Team All-Star,1940,NHL,,LW
ryanbo01,All-Rookie,2008,NHL,,F
gadsbbi01,First Team All-Star,1957,NHL,,D
suterga01,Calder,1985,NHL,,
hedbean01,Kaplan,1974,WHA,Rookie,
malkiev01,Art Ross,2011,NHL,,
pilotpi01,Norris,1964,NHL,,
