playerid,year,tmid,lgid,pos,gp,g,a,pts,pim
stackte01,1921,TRS,NHL,D,4,0,0,0,0
rowebo01,1916,SEA,PCHA,D,4,0,2,2,0
mackami01,1923,VAM,PCHA,L,2,0,0,0,0
walkeja01,1918,SEA,PCHA,C,5,3,0,3,9
fredrfr01,1924,VIC,WCHL,C,4,3,3,6,6
nighbfr01,1919,OTS,NHL,C,5,6,1,7,2
pitredi01,1918,MTL,NHL,R,5,0,3,3,0
mackami01,1920,VML,PCHA,C,5,0,1,1,0
nichosi01,1919,SEA,PCHA,L,4,0,0,0,0
clancki01,1922,OTS,NHL,D,6,1,0,1,4
lalonne01,1916,MOC,NHA,C,4,1,0,1,21
corbebe01,1918,MTL,NHL,D,5,0,1,1,3
joliaau01,1924,MTL,NHL,L,4,2,0,2,16
darraja01,1920,OTS,NHL,R/L,5,5,0,5,12
skinnal01,1921,VML,PCHA,R,5,0,1,1,12
mummeha01,1917,TOA,NHL,D,5,0,6,6,0
irvinde01,1915,PO1,PCHA,D,5,0,0,0,14
walkeja01,1924,VIC,WCHL,L,4,4,2,6,0
gerared01,1919,OTS,NHL,D,5,2,1,3,3
helmaha01,1922,OTS,NHL,D,2,0,0,0,0
nighbfr01,1922,OTS,NHL,C,6,1,1,2,10
gengebo01,1912,VA1,PCHA,C,3,3,0,3,14
anderjo03,1924,VIC,WCHL,L,4,1,0,1,10
duncaar01,1920,VML,PCHA,D,5,2,1,3,3
noblere01,1925,MTM,NHL,D,4,0,0,0,4
dundeto01,1913,VA1,PCHA,C,3,2,0,2,11
moranpa01,1912,QU1,NHA,G,3,0,0,0,0
randake01,1917,TOA,NHL,R/D,5,1,0,1,0
grahale01,1914,OT1,NHA,L,3,1,0,1,0
desirsy01,1920,VML,PCHA,D,4,0,0,0,6
crawfru01,1923,CAT,WCHL,L,2,0,0,0,0
duncaar01,1921,VML,PCHA,D,5,0,1,1,9
lalonne01,1918,MTL,NHL,C,5,6,0,6,3
stanlba01,1914,VML,PCHA,R,3,6,0,6,0
cleghsp01,1919,OTS,NHL,D,5,0,1,1,4
rileyji01,1916,SEA,PCHA,L,4,0,0,0,3
broadpu01,1914,OT1,NHA,R,3,3,0,3,9
brucemo01,1920,OTS,NHL,F,5,0,0,0,0
haldeha01,1924,VIC,WCHL,R,4,2,1,3,8
berlilo01,1916,MOC,NHA,L,4,0,0,0,0
taylocy01,1920,VML,PCHA,L,3,0,1,1,5
tobinch01,1915,PO1,PCHA,R,5,2,1,3,12
skinnal01,1922,VAM,PCHA,R,3,1,1,2,6
duncaar01,1923,VAM,PCHA,D,2,0,0,0,6
mackami01,1917,VML,PCHA,C,5,5,5,10,12
tobinch01,1921,VML,PCHA,R,5,0,0,0,0
camerha01,1921,TRS,NHL,D,4,0,2,2,11
berlilo01,1918,MTL,NHL,L,5,1,1,2,0
simpsjo01,1922,EDE,WCHL,D,2,0,1,1,0
davidal01,1913,TBS,NHA,R,2,1,0,1,7
corbebe01,1915,MOC,NHA,D,5,0,1,1,32
vezinge01,1918,MTL,NHL,G,5,0,0,0,0
smailwa01,1913,VA1,PCHA,L,3,1,0,1,2
camerbi01,1923,MTL,NHL,R,4,0,0,0,0
oliveha01,1923,CAT,WCHL,R,2,0,0,0,0
oatmaed01,1921,VML,PCHA,R,5,1,1,2,14
holwaal01,1925,MTM,NHL,D,2,0,0,0,0
oatmaru01,1925,VIC,WCHL,R,4,0,0,0,10
walkeja01,1919,SEA,PCHA,C,5,1,3,4,0
cookll01,1923,VAM,PCHA,D,2,0,0,0,4
harrism01,1922,VAM,PCHA,L,4,1,0,1,8
cotchch01,1922,VAM,PCHA,L,2,0,0,0,0
cleghsp01,1923,MTL,NHL,D,4,2,1,3,2
morribe01,1919,SEA,PCHA,C,5,0,2,2,0
lehmahu01,1917,VML,PCHA,G,5,0,0,0,0
cookll01,1920,VML,PCHA,D,5,2,0,2,20
shoreha01,1914,OT1,NHA,D,3,0,0,0,3
lindsbe01,1913,VA1,PCHA,G,3,0,0,0,0
matzjo01,1924,MTL,NHL,F,4,0,0,0,2
manthsy01,1923,MTL,NHL,D,4,0,0,0,0
marshja02,1913,TBS,NHA,D,3,1,0,1,2
merriho01,1914,OT1,NHA,D,3,0,0,0,0
rowebo01,1919,SEA,PCHA,D,5,2,1,3,13
corbeco01,1913,TBS,NHA,D,2,0,0,0,0
carsofr01,1925,MTM,NHL,R,4,0,0,0,0
