year,hofid,name,category
1976,bowerjo01h,Johnny Bower,Player
1984,esposph01h,Phil Esposito,Player
1978,pollosa01h,Sam Pollock,Builder
1962,ruttaja01h,Jack Ruttan,Player
1993,smithbi01h,Billy Smith,Player
2003,lafonpa01h,Pat LaFontaine,Player
1986,savarse01h,Serge Savard,Player
1984,parenbe01h,Bernie Parent,Player
1979,orrbo01h,Bobby Orr,Player
2006,brookhe01h,Herb Brooks,Builder
2007,gregoji01h,Jim Gregory,Builder
1949,bainda01h,Dan Bain,Player
1973,molsoha01h,Hartland Molson,Builder
1984,lemaija01h,Jacques Lemaire,Player
1988,oconnbu01h,Buddy O'Connor,Player
1963,mclaufr01h,Frederic McLaughlin,Builder
1964,stewaja01h,Jack Stewart,Player
2005,neelyca01h,Cam Neely,Player
1994,watsoha02h,Harry Watson,Player
2003,kilrebr01h,Brian Kilrea,Builder
1950,grantmi01h,Mike Grant,Player
1962,gilmobi01h,Billy Gilmour,Player
1967,storere01h,Red Storey,Referee/Linesman
1998,stastpe01h,Peter Stastny,Player
1988,hayesge01h,George Hayes,Referee/Linesman
2005,costemu01h,Murray Costello,Builder
1978,bathgan01h,Andy Bathgate,Player
1950,griffsi01h,Si Griffis,Player
1969,norribr01h,Bruce Norris,Builder
1958,johnsch01h,Ching Johnson,Player
1947,northwi01h,William Northey,Builder
1945,morenho01h,Howie Morenz,Player
2006,hotchha01h,Harley Hotchkiss,Builder
1964,bentldo01h,Doug Bentley,Player
1991,armstne01h,Neil Armstrong,Referee/Linesman
1983,mikitst01h,Stan Mikita,Player
1989,tretivl01h,Vladislav Tretiak,Player
1989,bauerda01h,David Bauer,Builder
2008,chynoed01h,Ed Chynoweth,Builder
1986,boivile01h,Leo Boivin,Player
1962,schrisw01h,Sweeney Schriner,Player
1961,lesuepe01h,Percy LeSueur,Player
1990,barbebi01h,Bill Barber,Player
2004,murphla01h,Larry Murphy,Player
1972,belivje01h,Jean Beliveau,Player
1985,pilouru01h,Rudy Pilous,Builder
1965,russebl01h,Blair Russell,Player
1952,mackami01h,Mickey MacKay,Player
2004,coffepa01h,Paul Coffey,Player
1974,ivanto01h,Tommy Ivan,Builder
1977,ahearbu01h,Bunny Ahearne,Builder
1962,roddemi01h,Mike Rodden,Referee/Linesman
1971,robergo02h,Gord Roberts,Player
1962,whitcfr01h,Fred Whitcroft,Player
1947,clappdi01h,Dit Clapper,Player
2001,kurrija01h,Jari Kurri,Player
1961,smeatco01h,Cooper Smeaton,Referee/Linesman
1961,ionmi01h,Mickey Ion,Referee/Linesman
2010,seamado01h,Doc Seaman,Builder
1965,hornere01h,Red Horner,Player
1960,manthsy01h,Sylvio Mantha,Player
1947,caldefr01h,Frank Calder,Builder
1958,clancki01h,King Clancy,Player
1958,mcnamge02h,George McNamara,Player
1975,hallgl01h,Glenn Hall,Player
1958,gardihe01h,Herb Gardiner,Player
2011,howema01h,Mark Howe,Player
1965,marshja02h,Jack Marshall,Player
1963,goodfeb01h,Ebbie Goodfellow,Player
1976,gibsoja02h,Jack Gibson,Builder
2007,francro01h,Ron Francis,Player
1987,clarkbo01h,Bobby Clarke,Player
2010,granaca01h,Cammi Granato,Player
1965,howesy01h,Syd Howe,Player
1988,laflegu01h,Guy Lafleur,Player
1969,wortero01h,Roy Worters,Player
1965,mosiebi01h,Bill Mosienko,Player
1945,gardich01h,Charlie Gardiner,Player
1999,gretzwa01h,Wayne Gretzky,Player
1947,shoreed01h,Eddie Shore,Player
1962,wilsoph01h,Phat Wilson,Player
1958,pickaal01h,Allan Pickard,Builder
2009,lamorlo01h,Lou Lamoriello,Builder
2006,duffdi01h,Dick Duff,Player
1987,giacoed01h,Ed Giacomin,Player
1963,primejo01h,Joe Primeau,Player
1950,richage01h,George Richardson,Player
1969,hextabr01h,Bryan Hextall,Player
1986,keonda01h,Dave Keon,Player
1960,kilpajo01h,John Kilpatrick,Builder
2000,bushwa01h,Walter Bush,Builder
1962,obrieja01h,Ambrose O'Brien,Builder
1958,duttore01h,Red Dutton,Player
1984,milfoja01h,Jake Milford,Builder
1962,gardnji01h,Jim Gardner,Player
1959,adamsja01h,Jack Adams,Player
1968,hendyji01h,Jim Hendy,Builder
1960,bouchge01h,Georges Boucher,Player
1982,gilbero01h,Rod Gilbert,Player
1985,ratelje01h,Jean Ratelle,Player
2008,andergl01h,Glenn Anderson,Player
1972,holmeha01h,Hap Holmes,Player
1998,goulemi01h,Michel Goulet,Player
1977,hortoti01h,Tim Horton,Player
1961,loicqpa01h,Paul Loicq,Builder
1974,coultar01h,Art Coulter,Player
1997,sathegl01h,Glen Sather,Builder
1962,walshma01h,Marty Walsh,Player
1958,bouchfr01h,Frank Boucher,Player
1995,cookbu01h,Bun Cook,Player
1974,vossca01h,Carl Voss,Builder
1966,lachel01h,Elmer Lach,Player
1961,brownge03h,George Brown,Builder
1985,mariujo01h,John Mariucci,Builder
1966,blaketo01h,Toe Blake,Player
1961,appssy01h,Syl Apps,Player
1974,mooredi01h,Dickie Moore,Player
2004,bourqra01h,Raymond Bourque,Player
1965,scanlfr01h,Fred Scanlon,Player
