playerid,year,stint,tmid,w,l,sa,ga
khabini01,2007,1,CHI,2,4,19,7
dunhami01,2005,1,ATL,0,2,4,3
kolziol01,2006,1,WAS,1,5,17,9
niittan01,2006,1,PHI,1,4,23,6
sabouda01,2006,1,VAN,0,1,4,2
varlasi01,2011,1,COL,8,0,24,2
belfoed01,2005,1,TOR,2,4,14,6
andercr01,2006,1,FLO,1,0,2,0
turcoma01,2005,1,DAL,8,1,24,6
fleurma01,2005,1,PIT,0,2,5,4
halakja01,2006,1,MTL,2,0,8,2
kiprumi01,2006,1,CAL,3,4,16,7
thomati01,2008,1,BOS,4,4,28,9
bryzgil01,2011,1,PHI,3,5,25,13
rinnepe01,2009,1,NAS,6,3,45,11
schneco01,2011,1,VAN,2,1,8,3
raycran01,2010,1,DAL,2,0,6,1
greisth01,2009,1,SJS,1,0,6,0
labarja01,2007,1,LAK,2,1,10,5
raycran01,2005,1,BOS,0,1,2,1
vokouto01,2010,1,FLO,2,1,13,2
bironma01,2009,1,NYI,2,1,8,3
bernijo01,2010,1,LAK,0,2,5,3
lindban01,2011,1,NAS,1,0,3,0
priceca01,2007,1,MTL,3,2,22,4
bryzgil01,2010,1,PHO,4,5,32,11
osgooch01,2008,1,DET,4,2,21,6
macdojo01,2011,1,DET,1,1,9,3
grahajo01,2005,1,TBL,4,1,16,4
bryzgil01,2007,2,PHO,5,4,26,8
macdojo01,2006,2,BOS,0,1,3,2
peterju01,2011,1,CAR,0,2,6,3
bironma01,2005,1,BUF,2,3,12,5
leclapa01,2007,1,CBS,3,4,23,10
quickjo01,2010,1,LAK,10,0,44,8
hillejo01,2007,1,AND,2,1,12,5
johnsbr02,2008,1,WAS,0,1,2,1
thomati01,2007,1,BOS,3,4,18,6
niemian02,2009,1,CHI,6,2,32,6
theodjo01,2005,1,MTL,1,1,6,1
garonma01,2009,1,CBS,2,3,18,8
toivoha01,2007,1,STL,1,2,9,2
andercr01,2005,1,CHI,0,3,7,5
fleurma01,2008,1,PIT,3,4,22,6
gerbema01,2007,1,OTT,2,2,16,5
gustajo01,2010,1,TOR,2,1,10,4
luongro01,2009,1,VAN,2,3,14,5
bachmri01,2011,1,DAL,0,1,3,1
niemian02,2011,1,SJS,8,4,40,9
budajpe01,2009,1,COL,0,1,5,1
kiprumi01,2005,1,CAL,1,7,23,12
elliobr01,2011,1,STL,1,3,14,5
niittan01,2007,1,PHI,1,0,3,0
markkju01,2005,1,EDM,1,3,16,8
bacasja01,2006,1,STL,1,1,6,2
toskave01,2008,1,TOR,4,5,29,14
hardijo01,2009,1,MIN,2,0,10,1
brodema01,2008,1,NJD,2,1,10,3
raycran01,2009,1,VAN,2,1,12,6
millery01,2007,1,BUF,4,7,33,14
wardca01,2007,1,CAR,1,3,11,6
emeryra01,2006,1,OTT,1,4,19,8
fleurma01,2011,1,PIT,9,2,39,9
smithmi02,2011,1,PHO,6,8,46,15
masonch02,2005,1,NAS,2,0,5,0
huetcr01,2008,1,CHI,2,2,12,5
huetcr01,2007,2,WAS,2,0,5,0
johnsbr02,2006,1,WAS,0,5,20,7
lalimpa01,2009,1,BUF,0,2,13,5
gerbema01,2005,1,CAR,7,2,33,10
bishobe01,2011,1,OTT,0,2,6,3
backsni01,2006,1,MIN,3,5,32,15
