name,id,award,year,lgid,note
Bobby Clarke,clarkbo01,Patrick,1979,NHL,
Bobby Orr,orrbo01,Patrick,1978,NHL,
Bruce Norris,norribr01h,Patrick,1975,NHL,
Cam Neely,neelyca01,Patrick,2009,NHL,
Cammi Granato,,Patrick,2006,NHL,
Eddie Shore,shoreed01,Patrick,1969,NHL,
Frank Boucher,bouchfr01,Patrick,1992,NHL,
Herb Brooks,brookhe01c,Patrick,2001,NHL,
Jack Adams,adamsja01,Patrick,1965,NHL,
Jim Hendy,hendyji01h,Patrick,1969,NHL,posthumous
John Kilpatrick,kilpajo01h,Patrick,1967,NHL,posthumous
John Mariucci,mariujo01,Patrick,1976,NHL,
Lou Lamoriello,lamorlo01c,Patrick,1991,NHL,
Pat LaFontaine,lafonpa01,Patrick,1996,NHL,
Phil Esposito,esposph01,Patrick,1977,NHL,
Raymond Bourque,bourqra01,Patrick,2002,NHL,
Red Dutton,duttore01,Patrick,1992,NHL,
Rod Gilbert,gilbero01,Patrick,1990,NHL,
Stan Mikita,mikitst01,Patrick,1975,NHL,
Tommy Ivan,ivanto01c,Patrick,1974,NHL,
Walter Bush,bushwa01h,Patrick,1972,NHL,
Wayne Gretzky,gretzwa01,Patrick,1993,NHL,
James Norris,norrija02h,Patrick,1966,NHL,posthumous
Brian Burke,,Patrick,2007,NHL,
Ken Morrow,morroke01,Patrick,1995,NHL,
Fred Shero,sherofr01,Patrick,1979,NHL,
Stan Fischler,,Patrick,2006,NHL,
John B. Sollenberger,,Patrick,1970,NHL,posthumous
Mark Johnson,johnsma02,Patrick,2010,NHL,
Reed Larson,larsore01,Patrick,2005,NHL,
Art Ross,rossar01,Patrick,1983,NHL,posthumous
Phil Housley,houslph01,Patrick,2007,NHL,
1960 U.S. Olympic Hockey Team,,Patrick,2001,NHL,
John Davidson,davidjo01,Patrick,2003,NHL,
Dave Andrews,,Patrick,2009,NHL,
William Tutt,tuttwi01h,Patrick,1977,NHL,
Neal Broten,brotene01,Patrick,1997,NHL,
Bob Pulford,pulfobo01,Patrick,2010,NHL,
Cooney Weiland,weilaco01,Patrick,1971,NHL,
Bob Johnson,johnsbo02c,Patrick,1987,NHL,
Ed Jeremiah,jeremed01,Patrick,1968,NHL,posthumous
Brian Leetch,leetcbr01,Patrick,2006,NHL,
Bobby Hull,hullbo01,Patrick,1968,NHL,
Seymour H. Knox III,,Patrick,1996,NHL,posthumous
Steve Yzerman,yzermst01,Patrick,2005,NHL,
Mike Ilitch,ilitcmi01h,Patrick,1990,NHL,
John Mayasich,,Patrick,1997,NHL,
Alex Delvecchio,delveal01,Patrick,1973,NHL,
Larry Pleau,pleaula01,Patrick,2001,NHL,
William Jennings,jenniwi01h,Patrick,1970,NHL,
Ron DeGregorio,,Patrick,2002,NHL,
Ted Lindsay,lindste01,Patrick,2007,NHL,
Robert Ridder,,Patrick,1993,NHL,
Bob Fleming,,Patrick,1994,NHL,
Charles Adams,adamsch01h,Patrick,1966,NHL,posthumous
Dan Kelly,kellyda01,Patrick,1988,NHL,
Donald Clark,,Patrick,1974,NHL,
Lou Nanne,nannelo01,Patrick,1988,NHL,
Murray Murdoch,murdomu01,Patrick,1973,NHL,
Bud Poile,poilebu01,Patrick,1988,NHL,
Bruce McNall,,Patrick,1992,NHL,
Mike Richter,richtmi01,Patrick,2008,NHL,
Glen Sonmor,sonmogl01,Patrick,2005,NHL,
Milt Schmidt,schmimi01,Patrick,1995,NHL,
Gil Stein,,Patrick,1992,NHL,
James D. Norris,norrija03h,Patrick,1971,NHL,posthumous
John Ziegler,ziegljo01h,Patrick,1983,NHL,
Harry Sinden,sindeha01c,Patrick,1998,NHL,
Bill Torrey,torrebi01h,Patrick,1982,NHL,
Jerry York,,Patrick,2009,NHL,
David Poile,,Patrick,2000,NHL,
Craig Patrick,patricr01,Patrick,1999,NHL,
