year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1971,QF,B,NYR,NHL,MTL,NHL,4,2,0,19,14,
1982,SCF,O,NYI,NHL,EDM,NHL,4,0,0,17,6,
1940,SF,A,BOS,NHL,TOR,NHL,4,3,0,15,17,
1978,QF,E,NYI,NHL,CHI,NHL,4,0,0,14,3,
1975,QF,E,MTL,NHL,CHI,NHL,4,0,0,13,3,
2003,CSF,J,PHI,NHL,TOR,NHL,4,2,0,17,13,
1984,DSF,H,WIN,NHL,CAL,NHL,3,1,0,15,13,
1916,SCF,,SEA,PCHA,MOC,NHA,3,1,0,23,11,
1979,SF,N,NYI,NHL,BUF,NHL,4,2,0,22,17,
2000,SCF,O,COL,NHL,NJD,NHL,4,3,0,19,11,
1975,SF,,HOU,WHA,NEW,WHA,4,3,0,19,21,
1990,DSF,F,STL,NHL,DET,NHL,4,3,0,24,20,
1929,SF,D,MTL,NHL,NYR,NHL,2,0,0,4,1,
1924,F,,VIC,WCHL,CAT,WCHL,1,0,1,3,1,TG
1958,SCF,C,MTL,NHL,TOR,NHL,4,1,0,18,12,
2010,CF,N,VAN,NHL,SJS,NHL,4,1,0,20,13,
1974,QF,H,NYI,NHL,PIT,NHL,4,3,0,21,18,
2007,CF,M,PIT,NHL,PHI,NHL,4,1,0,20,9,
1978,SF,J,MTL,NHL,BOS,NHL,4,3,0,25,20,
1972,DSF,,WIJ,WHA,MFS,WHA,4,1,0,23,16,
1960,SCF,C,CHI,NHL,DET,NHL,4,2,0,19,12,
2009,CSF,K,SJS,NHL,DET,NHL,4,1,0,15,17,
1964,SF,B,MTL,NHL,TOR,NHL,4,2,0,17,14,
1979,Pre,E,NYI,NHL,LAK,NHL,3,1,0,21,10,
1981,DSF,H,VAN,NHL,CAL,NHL,3,0,0,10,5,
2003,CQF,D,TOR,NHL,OTT,NHL,4,3,0,14,11,
1943,SCF,C,MTL,NHL,CHI,NHL,4,0,0,16,8,
2003,CSF,K,CAL,NHL,DET,NHL,4,2,0,11,12,
1976,QF,H,NYI,NHL,BUF,NHL,4,0,0,16,10,
2002,SCF,O,NJD,NHL,ANA,NHL,4,3,0,19,12,
1988,CF,M,MTL,NHL,PHI,NHL,4,2,0,17,8,
1978,Pre,D,PIT,NHL,BUF,NHL,2,1,0,9,9,
1950,SF,B,TOR,NHL,BOS,NHL,4,1,1,17,5,
1929,SF,A,BOS,NHL,MTM,NHL,3,1,0,11,5,
1977,QF,G,TOR,NHL,NYI,NHL,4,3,0,16,13,
2005,CQF,A,OTT,NHL,TBL,NHL,4,1,0,23,13,
1981,DSF,B,BOS,NHL,BUF,NHL,3,1,0,17,11,
1992,DSF,E,STL,NHL,CHI,NHL,4,0,0,13,6,
1989,DSF,G,LAK,NHL,CAL,NHL,4,2,0,29,24,
2005,CQF,H,SJS,NHL,NAS,NHL,4,1,0,17,10,
1973,DSF,,MFS,WHA,EDO,WHA,4,1,0,22,14,
2001,CQF,C,CAR,NHL,NJD,NHL,4,2,0,9,11,
1981,DF,I,QUE,NHL,BOS,NHL,4,3,0,28,26,
1990,CF,M,PIT,NHL,BOS,NHL,4,2,0,27,18,
1975,QF,H,NYI,NHL,BUF,NHL,4,2,0,21,18,
1988,DSF,F,STL,NHL,MNS,NHL,4,1,0,23,15,
1997,CQF,F,EDM,NHL,COL,NHL,4,3,0,19,16,
1975,QF,F,PHI,NHL,TOR,NHL,4,3,0,33,23,
1975,Pre,,NEW,WHA,CLC,WHA,3,0,0,14,6,
1971,QF,C,CHI,NHL,PIT,NHL,4,0,0,14,8,
1912,SCF,,VA1,PCHA,QU1,NHA,2,1,0,16,12,EX
2001,CQF,B,OTT,NHL,PHI,NHL,4,1,0,11,2,
2008,SCF,O,PIT,NHL,DET,NHL,4,3,0,14,17,
1929,QF,C,NYR,NHL,OTS,NHL,1,0,1,6,3,TG
1983,DSF,C,NYI,NHL,NYR,NHL,3,2,0,13,14,
2001,CQF,D,TOR,NHL,NYI,NHL,4,3,0,22,21,
2006,CQF,D,OTT,NHL,PIT,NHL,4,1,0,18,10,
1978,ACF,,WIJ,WHA,EDO,WHA,4,2,0,21,26,
1978,QF,H,NYR,NHL,PHI,NHL,4,1,0,28,8,
1926,SF,C,OTS,NHL,MTL,NHL,1,0,1,5,1,TG
2003,CQF,A,TBL,NHL,NYI,NHL,4,1,0,12,5,
1925,F,,VIC,WCHL,EDE,WCHL,1,0,1,5,3,TG
1943,SF,B,CHI,NHL,DET,NHL,4,1,0,17,8,
2006,SCF,O,AND,NHL,OTT,NHL,4,1,0,16,11,
1969,QF,D,PIT,NHL,OAK,NHL,4,0,0,13,6,
1992,DF,K,TOR,NHL,STL,NHL,4,3,0,22,11,
1936,SF,A,DET,NHL,MTL,NHL,3,2,0,13,8,
1920,SCF,,OTS,NHL,VML,PCHA,3,2,0,12,11,
1954,SCF,C,DET,NHL,MTL,NHL,4,3,0,27,20,
1962,SF,A,TOR,NHL,MTL,NHL,4,1,0,14,6,
1954,SF,A,DET,NHL,TOR,NHL,4,0,0,14,6,
1999,CQF,F,DAL,NHL,EDM,NHL,4,1,0,14,11,
1992,DSF,D,NYI,NHL,WAS,NHL,4,2,0,23,22,
1967,QF,D,MNS,NHL,LAK,NHL,4,3,0,26,21,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
1974,QF,G,MTL,NHL,VAN,NHL,4,1,0,20,9,
1951,SCF,C,DET,NHL,MTL,NHL,4,0,0,11,2,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
2001,CSF,J,TOR,NHL,OTT,NHL,4,3,0,16,18,
1974,SF,J,BUF,NHL,MTL,NHL,4,2,0,21,29,
1986,DF,L,EDM,NHL,WIN,NHL,4,0,0,17,9,
1977,Pre,B,BUF,NHL,NYR,NHL,2,1,0,11,6,
2011,CQF,C,NJD,NHL,FLO,NHL,4,3,0,18,17,
1956,SCF,C,MTL,NHL,BOS,NHL,4,1,0,15,6,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
1952,SF,A,BOS,NHL,DET,NHL,4,2,0,21,21,
1983,DSF,F,STL,NHL,DET,NHL,3,1,0,13,12,
2007,CSF,I,PHI,NHL,MTL,NHL,4,1,0,20,14,
2006,CF,M,OTT,NHL,BUF,NHL,4,1,0,15,10,
1983,DSF,A,MTL,NHL,BOS,NHL,3,0,0,10,2,
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1991,DSF,D,PIT,NHL,WAS,NHL,4,3,0,25,27,
1997,CF,N,DET,NHL,DAL,NHL,4,2,0,15,11,
1997,CQF,G,DET,NHL,PHO,NHL,4,2,0,24,18,
1984,DSF,B,QUE,NHL,BUF,NHL,3,2,0,22,22,
2008,CQF,G,VAN,NHL,STL,NHL,4,0,0,11,5,
1981,SCF,O,NYI,NHL,VAN,NHL,4,0,0,18,10,
2010,CQF,A,WAS,NHL,NYR,NHL,4,1,0,13,8,
1987,SCF,O,EDM,NHL,BOS,NHL,4,0,1,21,12,
1920,F,,OTS,NHL,TRS,NHL,2,0,0,7,0,TG
1968,QF,B,BOS,NHL,TOR,NHL,4,0,0,24,5,
1990,DF,L,EDM,NHL,LAK,NHL,4,2,0,21,20,
1980,Pre,G,CAL,NHL,CHI,NHL,3,0,0,15,9,
1927,SF,C,MTM,NHL,MTL,NHL,1,0,1,3,2,TG
