playerid,year,stint,tmid,s,g,gdg
brodzky01,2011,1,MIN,1,2,1
zubruda01,2005,1,WAS,2,1,0
perreya01,2006,1,PHO,4,1,0
mitchjo02,2011,1,NYR,0,4,0
tuckeda01,2007,1,TOR,1,0,0
robitra01,2007,1,OTT,1,0,0
muirbr01,2005,1,WAS,1,1,0
rozsimi01,2005,1,NYR,1,0,0
demitpa01,2009,1,VAN,4,2,2
sullist01,2008,1,NAS,6,1,1
repikmi01,2010,1,FLO,1,0,0
reasoma01,2005,2,BOS,1,0,0
ebbetan01,2009,3,MIN,2,1,0
froloal01,2009,1,LAK,1,0,0
vrbatra01,2009,1,PHO,18,8,3
fowleca01,2011,1,AND,0,2,0
belaner01,2011,1,EDM,0,2,0
laddan01,2009,1,CHI,4,1,1
torrera01,2007,1,EDM,3,1,0
doansh01,2006,1,PHO,3,2,1
anisiar01,2009,1,NYR,2,0,0
kostian01,2007,1,MTL,6,2,2
dumonjp01,2005,1,BUF,1,0,0
stollja01,2009,1,LAK,6,2,2
recchma01,2005,2,CAR,1,0,0
antroni01,2006,1,TOR,2,0,0
jokinju01,2008,2,CAR,3,2,1
burmial01,2011,1,WPG,0,2,0
kaberto01,2011,2,MTL,0,1,0
sundima01,2005,1,TOR,7,1,1
langeja01,2011,1,STL,0,3,0
kesseph01,2006,1,BOS,7,4,4
kozlovy01,2006,1,ATL,11,7,5
richabr01,2007,1,TBL,3,2,1
holmsto01,2005,1,DET,2,1,1
tallihe01,2009,1,BUF,1,0,0
dupuipa01,2011,1,PIT,1,3,1
iginlja01,2011,1,CAL,2,7,2
eavespa01,2009,1,DET,3,0,0
bettsbl01,2006,1,NYR,1,0,0
langkda01,2011,1,PHO,0,1,0
muellpe01,2007,1,PHO,10,3,3
sobotvl01,2010,1,STL,1,0,0
turriky01,2008,1,PHO,4,1,1
pettima01,2005,1,WAS,7,3,2
letankr01,2007,1,PIT,8,5,3
moulsma01,2009,1,NYI,7,4,2
tambeje01,2009,1,NYI,5,3,0
zajactr01,2011,1,NJD,1,1,1
latengu01,2009,1,MTL,1,0,0
satanmi01,2006,1,NYI,13,5,2
brodzky01,2009,1,MIN,1,0,0
taffeje01,2006,1,PHO,1,0,0
shanabr01,2005,1,DET,1,0,0
kostise01,2010,1,NAS,1,0,0
krejcda01,2009,1,BOS,10,4,3
leblalo01,2011,1,MTL,0,2,0
eratma01,2006,1,NAS,7,1,1
kunitch01,2010,1,PIT,5,2,2
berglpa01,2009,1,STL,1,0,0
fleisto01,2005,1,WAS,2,0,0
malonry01,2008,1,TBL,4,1,1
ritchby01,2007,1,VAN,1,0,0
eratma01,2010,1,NAS,7,2,1
peltovi01,2008,1,FLO,1,0,0
gomezsc01,2008,1,NYR,2,0,0
chriser01,2008,1,ATL,4,2,2
malhoma01,2006,1,CBS,2,1,1
slateji01,2005,1,ATL,1,1,1
