year,lgid,tmid,g,w,l,t,gf,ga,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1955,NHL,MTL,10,8,2,0,42,18,159,,,,,,,
1999,NHL,BUF,5,1,4,0,8,14,70,4,3,18,1,9,28,0
1989,NHL,CAL,6,2,4,0,24,29,149,6,2,33,1,10,46,2
1978,NHL,LAK,2,0,2,0,2,9,45,0,2,10,0,3,8,0
2000,NHL,DET,6,2,4,0,17,15,57,0,9,27,0,3,20,0
1923,NHL,OTS,2,0,2,0,2,5,28,,,,,,,
1977,NHL,BOS,15,10,5,0,53,42,286,4,11,42,0,11,54,0
1955,NHL,TOR,5,1,4,0,10,14,65,,,,,,,
2008,NHL,CAR,18,8,10,0,42,52,231,4,6,60,0,8,71,1
1986,NHL,NYI,14,7,7,0,35,42,293,0,11,50,2,9,58,0
1983,NHL,PHI,3,0,3,0,5,15,126,0,1,7,0,3,11,0
1921,WCHL,REG,6,3,1,2,7,8,,,,,,,,
1994,NHL,VAN,11,4,7,0,33,38,272,6,12,57,1,8,66,7
2003,NHL,COL,11,6,5,0,26,24,154,4,9,48,0,9,47,2
1979,NHL,ATF,4,1,3,0,8,14,68,0,4,20,1,3,18,0
2001,NHL,STL,10,5,5,0,24,19,150,0,9,45,1,5,42,2
2003,NHL,OTT,7,3,4,0,11,14,99,0,3,35,0,4,32,0
1972,NHL,STL,5,1,4,0,9,22,51,,2,,1,4,,0
1977,WHA,NEW,14,8,6,0,56,47,,,,,,,,
1919,PCHA,SEA,2,1,1,0,7,3,,,,,,,,
2005,NHL,DAL,5,1,4,0,15,18,64,0,5,31,1,5,28,1
1927,NHL,NYR,9,5,3,1,16,12,152,,,,,,,
1990,NHL,VAN,6,2,4,0,16,26,154,0,5,23,0,5,24,1
1940,NHL,TOR,7,3,4,0,17,15,52,,,,,,,
2003,NHL,PHI,18,11,7,0,50,43,272,8,8,61,0,14,71,3
1947,NHL,DET,10,4,6,0,24,30,116,,,,,,,
1958,NHL,BOS,7,3,4,0,21,20,113,,,,,,,
1965,NHL,TOR,4,0,4,0,6,15,151,,,,,,,
