orderid,productid,unitprice,quantity,discount
10461,55,19.2,60,0.0
10992,72,34.8,2,0.0
10558,52,7.0,30,0.0
10786,8,40.0,30,0.0
10658,60,34.0,55,0.0
10702,3,10.0,6,0.0
11069,39,18.0,20,0.0
10433,56,30.4,28,0.0
10616,71,21.5,15,0.0
10512,46,12.0,9,0.0
10448,40,14.7,20,0.0
10734,30,25.89,15,0.0
10408,62,39.4,35,0.0
10810,70,15.0,5,0.0
10346,17,31.2,36,0.0
10684,60,34.0,30,0.0
10530,61,28.5,20,0.0
10916,57,19.5,20,0.0
10720,35,18.0,21,0.0
10324,35,14.4,70,0.0
10297,72,27.8,20,0.0
11021,20,81.0,15,0.0
10717,69,36.0,25,0.0
10444,26,24.9,15,0.0
11002,35,18.0,15,0.0
10799,13,6.0,20,0.0
10587,35,18.0,20,0.0
10489,16,13.9,18,0.0
11045,33,2.5,15,0.0
10443,28,36.4,12,0.0
10675,14,23.25,30,0.0
10379,63,35.1,16,0.0
10744,40,18.4,50,0.0
10838,36,19.0,50,0.0
10258,5,17.0,65,0.0
10309,4,17.6,20,0.0
10551,44,19.45,40,0.0
10806,65,21.05,2,0.0
10986,11,21.0,30,0.0
10846,4,22.0,21,0.0
10475,66,13.6,60,0.0
10459,7,24.0,16,0.0
10534,54,7.45,10,0.0
10879,40,18.4,12,0.0
10266,12,30.4,12,0.0
10268,29,99.0,10,0.0
10605,59,55.0,20,0.0
11039,49,20.0,60,0.0
10848,9,97.0,3,0.0
10784,39,18.0,2,0.0
10263,30,20.7,60,0.0
11026,51,53.0,10,0.0
10792,2,19.0,10,0.0
10641,2,19.0,50,0.0
10458,26,24.9,30,0.0
11071,7,30.0,15,0.0
10552,75,7.75,30,0.0
10983,13,6.0,84,0.0
10291,44,15.5,24,0.0
10570,11,21.0,15,0.0
11016,31,12.5,15,0.0
11008,28,45.6,70,0.0
10736,65,21.05,40,0.0
10536,31,12.5,20,0.0
11015,30,25.89,15,0.0
10896,56,38.0,16,0.0
10735,77,13.0,2,0.0
11025,13,6.0,20,0.0
10789,35,18.0,15,0.0
10269,33,2.0,60,0.0
10527,4,22.0,50,0.0
10366,77,10.4,5,0.0
10658,40,18.4,70,0.0
10663,40,18.4,30,0.0
10851,57,19.5,10,0.0
10494,56,30.4,30,0.0
10578,35,18.0,20,0.0
10768,31,12.5,50,0.0
10910,49,20.0,10,0.0
10393,26,24.9,70,0.0
10708,36,19.0,5,0.0
10463,42,11.2,50,0.0
10824,70,15.0,9,0.0
10890,41,9.65,14,0.0
10439,12,30.4,15,0.0
10707,57,19.5,40,0.0
