orderid,customerid,employeeid,orderdate,requireddate,shippeddate,shipvia,freight,shipname,shipaddress,shipcity,shipregion,shippostalcode,shipcountry
10258,ERNSH,1,1996-07-17T00:00:00,1996-08-14T00:00:00,1996-07-23T00:00:00,1,140.51,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10263,ERNSH,9,1996-07-23T00:00:00,1996-08-20T00:00:00,1996-07-31T00:00:00,3,146.06,Ernst Handel,Kirchgasse 6,Graz,,8010,Austria
10266,WARTH,3,1996-07-26T00:00:00,1996-09-06T00:00:00,1996-07-31T00:00:00,3,25.73,Wartian Herkku,Torikatu 38,Oulu,,90110,Finland
10268,GROSR,8,1996-07-30T00:00:00,1996-08-27T00:00:00,1996-08-02T00:00:00,3,66.29,GROSELLA-Restaurante,5 Ave. Los Palos Grandes,Caracas,DF,1081,Venezuela
10269,WHITC,5,1996-07-31T00:00:00,1996-08-14T00:00:00,1996-08-09T00:00:00,1,4.56,White Clover Markets,1029 - 12th Ave. S.,Seattle,WA,98124,USA
10291,QUEDE,6,1996-08-27T00:00:00,1996-09-24T00:00:00,1996-09-04T00:00:00,2,6.4,Que Delcia,"Rua da Panificadora, 12",Rio de Janeiro,RJ,02389-673,Brazil
10297,BLONP,5,1996-09-04T00:00:00,1996-10-16T00:00:00,1996-09-10T00:00:00,2,5.74,Blondel pre et fils,"24, place Klber",Strasbourg,,67000,France
10309,HUNGO,3,1996-09-19T00:00:00,1996-10-17T00:00:00,1996-10-23T00:00:00,1,47.3,Hungry Owl All-Night Grocers,8 Johnstown Road,Cork,Co. Cork,,Ireland
10324,SAVEA,9,1996-10-08T00:00:00,1996-11-05T00:00:00,1996-10-10T00:00:00,1,214.27,Save-a-lot Markets,187 Suffolk Ln.,Boise,ID,83720,USA
10346,RATTC,3,1996-11-05T00:00:00,1996-12-17T00:00:00,1996-11-08T00:00:00,3,142.08,Rattlesnake Canyon Grocery,2817 Milton Dr.,Albuquerque,NM,87110,USA
