provider_no,provider_name,street,city,state_prov,mail_code,country,phone_no,issue_dt,expr_dt,region_no,provider_code
185,Prov. Imperial, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
215,Prov. Boston Op, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,7,
255,Prov. Famous Op, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
269,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
290,Prov. Imperial, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
291,Prov. Just Key, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,9,
308,Prov. Apex Rest, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
323,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
324,Prov. Computer, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
331,Prov. Driven Ke, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
359,Prov. Famous Sa, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
365,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,8,
375,Prov. Humble Op, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
377,Prov. Humble Qu, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
381,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,7,
382,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,9,
383,Prov. Imperial, , ,,,,,1999-10-13T10:41:22,2000-10-12T10:41:22,6,
397,Prov. Just Ques, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
406,Prov. Apex Petr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
407,Prov. Apex Ques, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
409,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
415,Prov. Boston Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
416,Prov. Boston Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
420,Prov. Boston Tr, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
427,Prov. Computer, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
433,Prov. Driven Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
434,Prov. Driven Ne, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
439,Prov. Driven Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,5,
443,Prov. Expert Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
446,Prov. Expert Pe, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
447,Prov. Expert Qu, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
448,Prov. Expert Re, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
449,Prov. Expert Sa, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
453,Prov. Famous Ma, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
455,Prov. Famous Op, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
461,Prov. Giant Key, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
463,Prov. Giant Mac, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
465,Prov. Giant Ope, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,6,
468,Prov. Giant Res, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,7,
469,Prov. Giant Sai, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
472,Prov. Humble Li, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
473,Prov. Humble Ma, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
476,Prov. Humble Pe, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,5,
479,Prov. Humble Sa, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
480,Prov. Humble Tr, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
482,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
484,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
486,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
487,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
488,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
489,Prov. Imperial, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,9,
493,Prov. Just Mach, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
494,Prov. Just Need, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,3,
495,Prov. Just Oper, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
497,Prov. Just Ques, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,7,
498,Prov. Just Rest, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,4,
499,Prov. Just Sail, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
500,Prov. Just Tran, , ,,,,,1999-10-13T10:41:24,2000-10-12T10:41:24,8,
302,Prov. Apex Ligh, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,8,
268,Prov. Giant Res, , ,,,,,1999-10-13T10:41:21,2000-10-12T10:41:21,7,
12,Prov. Boston Li, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
400,Prov. Just Tran, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,9,
9,Prov. Apex Sail, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,7,
18,Prov. Boston Re, , ,,,,,1999-10-13T10:41:18,2000-10-12T10:41:18,9,
175,Prov. Humble Op, , ,,,,,1999-10-13T10:41:20,2000-10-12T10:41:20,8,
466,Prov. Giant Pet, , ,,,,,1999-10-13T10:41:23,2000-10-12T10:41:23,8,
