playerid,award,year,lgid,note,pos
abelsi01,Первая команда-чемпионат НБА,1949,NHL,,С
appssy01,Первая команда-чемпионат НБА,1938,NHL,,С
baileac01,Аркт Росс,1928,NHL,,
barbebi01,Первая команда-чемпионат НБА,1975,NHL,,ЛВ
bathgan01,Вторая команда всех звёзд,1957,NHL,,RW
bauerbo01,Вторая команда всех звёзд,1938,NHL,,RW
belfoed01,Джэннинги,1998,NHL,общий,
belivje01,Первая команда-чемпионат НБА,1956,NHL,,С
belivje01,Вторая команда всех звёзд,1957,NHL,,С
blaketo01,Аркт Росс,1938,NHL,,
blaketo01,Первая команда-чемпионат НБА,1938,NHL,,ЛВ
blaketo01,Харту,1938,NHL,,
blincru01,Кальдер,1933,NHL,,
bouchfr01,Первая команда-чемпионат НБА,1932,NHL,,С
bouchfr01,Первая команда-чемпионат НБА,1933,NHL,,С
bouchfr01,Первая команда-чемпионат НБА,1934,NHL,,С
bouchfr01,Леди Бинг,1927,NHL,,
bouchfr01,Леди Бинг,1928,NHL,,
bouchfr01,Леди Бинг,1929,NHL,,
bouchfr01,Леди Бинг,1930,NHL,,
bouchfr01,Леди Бинг,1932,NHL,,
bouchfr01,Леди Бинг,1933,NHL,,
bouchfr01,Леди Бинг,1934,NHL,,
bouchfr01,Вторая команда всех звёзд,1930,NHL,,С
bourqra01,Вторая команда всех звёзд,1998,NHL,,"Добро пожаловать в «Кибербор» — уникальный киберпанк-мир, где технологии и магия сочетаются, создавая атмосферу приключений и таинства. В этом мире люди живут бок о бок с могущественными существами, известными как «киберборы», которые обладают невероятными способностями и часто становятся проводниками между человеческим и машинным миром.

В «Киберборе» правит Император, который поддерживает баланс между технологиями и магией. Он окружает себя верными последователями, которые помогают поддерживать порядок в этом сложном мире. Однако не все довольны императором и его правилами. Группа повстанцев, называющих себя «Систерством», борется за свободу и равноправие для всех существ в «Киберборе», независимо от их происхождения или способностей.

Главный герой истории, молодой человек по имени Люк, неожиданно оказывается втянут в конфликт между императором и повстанцами. Он узнает, что обладает уникальной способностью общаться с киберборами и использовать их силу на благо своих целей. Вместе со своими новыми союзниками, включая таинственную и могущественную кибербору по имени Ария, Люк должен противостоять опасностям и интригам «Кибербора», чтобы в конечном итоге определить будущее этого удивительного мира.

«Кибербор» — это захватывающая смесь фэнтези и научной фантастики, где магия и технологии переплетаются неожиданными способами. Это история о силе дружбы, мужестве и борьбе за свободу в мире, полном опасностей и чудес."
brimsfr01,Кальдер,1938,NHL,,
brimsfr01,Первая команда-чемпионат НБА,1938,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?"
brimsfr01,Вторая команда всех звёзд,1947,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?"
brimsfr01,Везина,1938,NHL,,
brodatu01,Первая команда-чемпионат НБА,1947,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?"
brodatu01,Везина,1947,NHL,,
chabolo01,Первая команда-чемпионат НБА,1934,NHL,,"Добро пожаловать в Coral, искусственный интеллект, готовый помочь вам в любое время дня и ночи. Я могу ответить на ваши вопросы, помочь с переводом текста или просто пообщаться. Как я могу вам помочь сегодня?"
chabolo01,Везина,1934,NHL,,
chevrre01,Вторая команда всех звёзд,1956,NHL,,ЛВ
