playerid,year,stint,tmid,lgid,gp,min,w,l,t/ol,eng,sho,ga,sa,postgp,postmin,postw,postl,postt,posteng,postsho,postga,postsa
andercr01,2011,1,OTT,NHL,63,3492,33,22,6,2,3,165,1917,7,419,3,4,,0,1,14,208
hallgl01,1956,1,DET,NHL,70,4200,38,20,12,,4,157,,5,300,1,4,,,0,15,
bachry01,1998,1,LAK,NHL,3,108,0,3,0,0,0,8,66,,,,,,,,,
bromlga01,1974,1,BUF,NHL,50,2787,26,11,11,2,4,144,,,,,,,,,,
vokouto01,2011,1,WAS,NHL,48,2583,25,17,2,4,4,108,1299,,,,,,,,,
landobr01,1972,1,NEW,WHA,30,1671,15,11,1,0,1,100,888,,,,,,,,,
henryji01,1953,1,BOS,NHL,70,4200,32,28,10,,8,181,,4,240,0,4,,,0,16,
gamblbr01,1961,1,BOS,NHL,28,1680,6,18,4,,1,123,,,,,,,,,,
gustade01,2000,1,MIN,NHL,4,239,1,3,0,1,0,10,97,,,,,,,,,
micalco01,1985,1,DET,NHL,11,565,1,9,1,0,0,52,342,,,,,,,,,
labarja01,2010,1,PHO,NHL,17,883,7,6,3,0,2,48,529,,,,,,,,,
conneal01,1927,1,OTS,NHL,44,2760,20,14,10,,15,57,,2,120,0,2,0,,0,3,
hanlogl01,1980,1,VAN,NHL,17,798,5,8,0,1,1,59,,,,,,,,,,
reschgl01,1984,1,NJD,NHL,51,2884,15,27,5,4,0,200,1401,,,,,,,,,
dunhami01,2002,1,NAS,NHL,15,819,2,9,2,0,0,43,397,,,,,,,,,
mooreal01,1937,1,CHI,NHL,,,,,,,,,,1,60,1,0,,,0,1,
melocgi01,1973,1,CLF,NHL,47,2800,9,33,5,2,1,198,,,,,,,,,,
maracno01,1998,1,DET,NHL,16,821,6,5,2,1,0,31,379,2,58,0,0,,0,0,3,22
larocmi01,1980,1,MTL,NHL,28,1623,16,9,3,2,1,82,,,,,,,,,,
currami01,1975,1,MFS,WHA,5,240,2,2,0,0,1,22,153,,,,,,,,,
smithno01,1931,1,MTM,NHL,21,1267,5,12,4,,0,62,,,,,,,,,,
reidch01,1921,1,CAT,WCHL,24,1476,14,10,0,,2,62,,2,120,0,1,1,,0,2,
dadswdo01,1986,1,CAL,NHL,2,125,0,1,1,1,0,10,73,,,,,,,,,
pennest01,1984,1,MTL,NHL,54,3252,26,18,8,3,1,167,1344,12,733,6,6,,0,1,40,300
saloto01,2003,2,COL,NHL,5,304,1,3,1,0,0,12,136,1,27,0,0,,0,0,0,7
kolziol01,1995,1,WAS,NHL,18,897,4,8,2,1,0,46,406,5,341,2,3,,0,0,11,167
binklle01,1972,1,OTN,WHA,30,1709,10,17,1,1,0,106,900,4,223,1,3,,0,0,17,146
caprifr01,1983,1,VAN,NHL,19,1098,8,8,2,2,1,62,525,,,,,,,,,
liutmi01,1979,1,STL,NHL,64,3661,32,23,9,1,2,194,,3,193,0,3,,0,0,12,
wilsodu01,1977,1,PIT,NHL,21,1180,5,11,3,0,0,95,,,,,,,,,,
moogan01,1983,1,EDM,NHL,38,2212,27,8,1,2,1,139,1179,7,263,4,0,,0,0,12,110
cloutja01,1989,1,CHI,NHL,43,2178,18,15,2,2,2,112,931,4,175,0,2,,0,0,8,75
mcgrato01,1947,1,DET,NHL,1,8,0,0,0,,0,1,,,,,,,,,,
puppada01,1993,1,TBL,NHL,63,3653,22,33,6,4,4,165,1637,,,,,,,,,
hoganpa01,1976,2,IND,WHA,11,395,3,2,0,0,0,24,199,5,348,3,2,,0,1,17,179
mcraego01,1974,1,TOR,NHL,20,1063,10,3,6,0,0,57,,7,441,2,5,,0,0,21,
hrivnji01,1992,1,WAS,NHL,27,1421,13,9,2,2,0,83,677,,,,,,,,,
reidch01,1924,1,VMR,WCHL,17,1040,5,12,0,,1,72,,,,,,,,,,
lindbpe01,1984,1,PHI,NHL,65,3858,40,17,7,3,2,194,1929,18,1008,12,6,,1,3,42,490
plantja01,1959,1,MTL,NHL,69,4140,40,17,12,,3,175,,8,489,8,0,,,3,11,
garonma01,2001,1,MTL,NHL,5,261,1,4,0,0,0,19,147,,,,,,,,,
mattsma01,1983,1,LAK,NHL,19,1101,7,8,2,1,1,79,530,,,,,,,,,
laforma01,1988,1,PHI,NHL,17,933,5,7,2,0,0,64,497,,,,,,,,,
worslgu01,1961,1,NYR,NHL,60,3531,22,27,9,,2,174,,6,384,2,4,,,0,22,
youngwe01,1985,1,VAN,NHL,22,1023,4,9,3,1,0,61,536,1,60,0,1,,0,0,5,32
youngwe01,1986,1,VAN,NHL,8,420,1,6,1,2,0,35,224,,,,,,,,,
esposto01,1983,1,CHI,NHL,18,1095,5,10,3,3,1,88,622,,,,,,,,,
labrepa01,1995,1,MTL,NHL,2,98,0,1,0,0,0,7,47,,,,,,,,,
taylobo02,1975,1,PHI,NHL,4,240,3,1,0,0,0,15,,,,,,,,,,
johnsbr02,2007,1,WAS,NHL,19,1032,7,8,2,3,0,46,500,,,,,,,,,
tugnuro01,1991,2,EDM,NHL,3,124,1,1,0,0,0,10,73,2,60,0,0,,0,0,3,34
bacasja01,2005,1,STL,NHL,19,966,4,10,1,5,0,52,515,,,,,,,,,
hainsge01,1925,1,SAS,WCHL,30,1812,18,11,1,,4,64,,2,120,0,1,1,,0,4,
drydeda01,1970,1,BUF,NHL,10,409,3,3,0,2,1,23,,,,,,,,,,
smithbi01,1978,1,NYI,NHL,40,2261,25,8,4,0,1,108,,5,315,4,1,,0,1,10,
tallaro01,1997,1,BOS,NHL,14,788,6,3,3,0,1,24,326,,,,,,,,,
johnsed01,1966,1,BOS,NHL,34,1880,8,21,2,1,0,116,,,,,,,,,,
saloto01,1994,1,NYI,NHL,6,358,1,5,0,0,0,18,189,,,,,,,,,
wortero01,1926,1,PIP,NHL,44,2711,15,26,3,,4,108,,,,,,,,,,
laskoga01,1982,1,LAK,NHL,46,2277,15,20,4,3,0,173,1212,,,,,,,,,
vanbijo01,2001,1,NJD,NHL,5,300,2,3,0,2,0,10,117,,,,,,,,,
laxtogo01,1978,1,PIT,NHL,1,60,0,1,0,0,0,8,,,,,,,,,,
muzzaja01,1995,1,HAR,NHL,22,1013,4,8,3,3,1,49,551,,,,,,,,,
villegi01,1970,1,NYR,NHL,34,2039,22,8,4,1,4,78,,2,80,0,1,,0,0,6,
