year,hofid,name,category
1974,haych01h,Чарльз Хай,Строитель
1981,mahovfr01h,Франк Махович,Игрок
2001,gartnmi01h,Майк Гартнер,Игрок
1971,sawchte01h,Тери Сачук,Игрок
1967,oliveha01h,Гарри Оливер,Игрок
1965,russebl01h,Блайр Рассел,Игрок
1970,lebelro01h,Боб ЛеБел,Строитель
1950,davidal01h,Скоти Девайдсон,Игрок
1962,ahearfr01h,Франк Ахерн,Строитель
2008,scapira01h,Рей Скапинелло,Судья/линейный судья
1980,worslgu01h,Гамп Вёрсли,Игрок
2008,chynoed01h,Эд Чиновэт,Строитель
1961,rankifr01h,Франк Рейнольдс,Игрок
1995,cookbu01h,Бун Кук,Игрок
1993,smithbi01h,Билли Смит,Игрок
1947,shoreed01h,Эдди Шор,Игрок
1964,durnabi01h,Билл Дёрнэн,Игрок
1989,sittlda01h,Даррелл Ситлер,Игрок
1970,dyeba01h,Бабка Дайе,Игрок
1958,pickaal01h,Аллан Пикфорд,Строитель
1958,fredrfr01h,Франк Фредериксон,Игрок
1974,vossca01h,Карл Восс,Строитель
2009,yzermst01h,Стив Йермен,Игрок
1983,drydeke01h,Кен Драйден,Игрок
1987,ziegljo01h,Джон Циглер,Строитель
1968,hendyji01h,Джим Хендри,Строитель
1978,pronoma01h,Марсель Проновост,Игрок
1947,robincl01h,Клод Роббинс,Строитель
1999,vanhean01h,Энди ван Хеллемонд,Судья/линейный судья
1981,bucykjo01h,Джон Букик,Игрок
1964,campban01h,Ангус Кэмпбелл,Строитель
1964,chadwbi01h,Билл Чадвик,Судья/линейный судья
1963,primejo01h,Джо Примо,Игрок
1998,conacro01h,Рой Кончер,Игрок
1967,brodatu01h,Турк Борода,Игрок
1958,moranpa01h,Пэдди Моран,Игрок
1962,broadpu01h,Пунш Бродбент,Игрок
1988,oconnbu01h,Буди О'Коннор,Игрок
2010,granaca01h,Ками Гранато,Игрок
1966,campbcl01h,Клэрнс Кэмпбелл,Строитель
2000,bushwa01h,Уолтер Буш,Строитель
1986,savarse01h,Серж Савард,Игрок
1962,pitredi01h,Дидье Питр,Игрок
1991,pulfobo01h,Боб Пулфорд,Игрок
1977,ahearbu01h,Бунни Аэерн,Строитель
1958,bouchfr01h,Франк Буше,Игрок
1987,laperja01h,Жак Лапериер,Игрок
1962,camerha01h,Гарри Кэмерон,Игрок
1985,pilouru01h,Руди Пилоу,Строитель
1983,mikitst01h,Стан Микита,Игрок
2009,hullbr01h,Бретт Халл,Игрок
1961,loicqpa01h,Поль Лойк,Строитель
1998,goulemi01h,Мишель Гуле,Игрок
1960,kilpajo01h,Джон Килпатрик,Строитель
1964,bentldo01h,Дуг Бентли,Игрок
1972,howego01h,Горди Хоу,Игрок
2001,fetisvi01h,Вячеслав Fetисов,Игрок
1947,caldefr01h,Франк Кальдэр,Строитель
1958,gardihe01h,Эрб Гардиер,Игрок
1945,morenho01h,Ховей Моренз,Игрок
1986,keonda01h,Дэйв Кеон,Игрок
1947,nelsofr01h,Франсис Нельсон,Строитель
