id,draftyear,draftround,draftselection,draftoverall,tmid,firstname,lastname,suffixname,playerid,draftfrom,lgid
309,1969,0,0,0,CAR,Руди,Беннетт,,,Нью-Йорк Технология,ABA
522,1970,0,0,0,PTC,Лу,Херндон,,,Государство Джексон,ABA
691,1971,0,0,0,MMP,Том,Оуэнс,,owensto01,Южная Каролина,ABA
1289,1974,4,0,0,SDA,Гейл,Гудрих,,goodrga01,Лос-Анджелес,ABA
1472,1947,0,0,0,NYK,Гарланд,Глава,,,Техасские технологии,NBA
1668,1949,0,0,0,STB,Марв,Шацман,,schatma01,Сент-Луис,NBA
1731,1950,2,0,0,NYK,Херб,Шерер,,scherhe01,Лонг-Айленд,NBA
1856,1951,3,3,22,INO,Гленн,Каммайер,,,Центральная штат Миссури,NBA
1894,1951,7,1,60,BLB,Том,Риач,,,Южная Калифорния,NBA
2435,1957,1,1,1,CIN,Род,Хендли,,hundlro01,Западная Вирджиния,NBA
2594,1958,11,1,74,MNL,Хэл,Даффи,,,Орегон,NBA
3253,1965,8,3,64,BAL,Джим,Мёрфи,,,Де Поль,NBA
3582,1968,1,10,10,NYK,Билл,Гроб,,hoskebi01,Штат Огайо,NBA
3861,1969,6,4,75,DET,Ларри,Джеффрис,,,Троица,NBA
4163,1970,10,6,159,SEA,Чак,Ллойд,,lloydch01,Янктон,NBA
4298,1971,3,15,50,NYK,Кен,Мэйфилд,,mayfike01,Таскеги,NBA
4815,1973,8,12,132,CHI,JG,Бростерхос,,,Техас,NBA
4843,1973,10,9,160,GSW,Фред,Лаворони,,,Санта-Клара,NBA
5013,1974,7,11,119,GSW,Брэди,Аллен,,,Калифорния,NBA
5540,1977,5,21,109,DEN,Джон,Билли,,,Миссисипи,NBA
5570,1977,7,8,139,KCK,Брюс,Дженнер,,,Грейсленд,NBA
5699,1978,5,10,98,ATL,Крис,Поттер,,,Святой Крест,NBA
5907,1979,5,16,104,HOU,Аллен,Листья,,leaveal01,Город Оклахома,NBA
6047,1980,2,19,42,PHO,Кимберли,Белтон,,,Стэнфорд,NBA
6381,1981,8,1,162,DAL,Дэвид,Кеннеди,,,Цинциннати,NBA
6861,1983,9,10,194,WSB,Рики,Морленд,,,Мэриленд-Балтимор,NBA
7105,1984,10,6,212,WSB,Глинн,Майрик,,,Стетсон,NBA
7188,1985,3,20,67,PHI,Стив,Черный,,,ЛаСалле,NBA
7546,1987,5,9,101,SEA,Майкл,Тайт,,,Клемсон,NBA
7592,1987,7,9,147,SEA,Майк,Джиоми,,,штат Северная Каролина,NBA
7853,1992,1,10,10,ATL,Адам,Киф,,keefead01,Стэнфорд,NBA
8953,2011,1,10,10,MIL,Джиммер,Фредетт,,fredeji01,БАЙУ,NBA
