id,year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l
8,1947,QF,М,CHS,NBA,BOS,NBA,2,1
13,1948,DF,К,WSC,NBA,NYK,NBA,2,1
30,1949,DF,К,AND,NBA,INO,NBA,2,1
38,1950,DSF,J,MNL,NBA,INO,NBA,2,1
41,1951,DSF,J,NYK,NBA,BOS,NBA,2,1
78,1956,DF,К,STL,NBA,MNL,NBA,3,0
104,1961,F,O,BOS,NBA,LAL,NBA,4,3
112,1963,DF,К,BOS,NBA,CIN,NBA,4,1
125,1965,DF,К,LAL,NBA,STL,NBA,4,3
128,1966,DSF,J,BOS,NBA,NYK,NBA,3,1
135,1967,DSF,J,BOS,NBA,DET,NBA,4,2
139,1967,DSF,J,LAL,NBA,CHI,NBA,4,1
152,1969,DF,К,LAL,NBA,ATL,NBA,4,0
158,1970,F,O,MIL,NBA,BAL,NBA,4,0
163,1971,СФК,М,BOS,NBA,ATL,NBA,4,2
166,1971,CF,Н,LAL,NBA,MIL,NBA,4,2
172,1972,F,O,NYK,NBA,LAL,NBA,4,1
191,1974,СФК,М,GSW,NBA,SEA,NBA,4,2
216,1977,СФК,М,WSB,NBA,SAS,NBA,4,2
218,1977,CF,Н,SEA,NBA,DEN,NBA,4,2
220,1977,КФП,L,SEA,NBA,LAL,NBA,2,1
221,1977,СФК,М,SEA,NBA,POR,NBA,4,2
228,1978,F,O,SEA,NBA,WSB,NBA,4,1
237,1979,СФК,М,BOS,NBA,HOU,NBA,4,0
242,1979,КФП,L,SEA,NBA,POR,NBA,2,1
251,1980,КФП,L,HOU,NBA,LAL,NBA,2,1
260,1981,F,O,LAL,NBA,PHI,NBA,4,2
265,1981,СФК,М,SAS,NBA,SEA,NBA,4,1
282,1983,СФК,М,MIL,NBA,NJN,NBA,4,2
288,1983,КФП,L,PHO,NBA,POR,NBA,3,2
304,1984,КФП,L,UTA,NBA,HOU,NBA,3,2
309,1985,КФП,L,MIL,NBA,NJN,NBA,3,0
314,1985,F,O,BOS,NBA,HOU,NBA,4,2
344,1987,CF,Н,LAL,NBA,DAL,NBA,4,3
345,1987,КФП,L,LAL,NBA,SAS,NBA,3,0
350,1987,СФК,М,LAL,NBA,UTA,NBA,4,3
377,1989,КФП,L,PHO,NBA,UTA,NBA,3,2
400,1991,СФК,М,CHI,NBA,NYK,NBA,4,3
405,1991,КФП,L,POR,NBA,LAL,NBA,3,1
417,1992,F,O,CHI,NBA,PHO,NBA,4,2
418,1992,CF,Н,PHO,NBA,SEA,NBA,4,3
429,1993,КФП,L,ATL,NBA,MIA,NBA,3,2
442,1994,КФП,L,CHI,NBA,CHH,NBA,3,1
460,1995,СФК,М,CHI,NBA,NYK,NBA,4,1
463,1995,CF,Н,SEA,NBA,UTA,NBA,4,3
481,1996,КФП,L,LAL,NBA,POR,NBA,3,1
490,1997,СФК,М,CHI,NBA,CHH,NBA,4,1
509,1998,КФП,L,POR,NBA,PHO,NBA,3,0
518,1999,КФП,L,PHI,NBA,CHH,NBA,3,1
531,2000,КФП,L,CHH,NBA,MIA,NBA,3,0
534,2000,КФП,L,TOR,NBA,NYK,NBA,3,2
537,2000,F,O,LAL,NBA,PHI,NBA,4,1
539,2000,КФП,L,LAL,NBA,POR,NBA,3,0
546,2001,КФП,L,CHH,NBA,ORL,NBA,3,1
549,2001,КФП,L,NJN,NBA,IND,NBA,3,2
557,2001,КФП,L,SAS,NBA,SEA,NBA,3,2
570,2002,КФП,L,LAL,NBA,MIN,NBA,4,2
571,2002,КФП,L,SAS,NBA,PHO,NBA,4,2
587,2003,КФП,L,SAC,NBA,DAL,NBA,4,1
605,2005,CF,Н,MIA,NBA,DET,NBA,4,2
606,2005,КФП,L,DET,NBA,MIL,NBA,4,1
608,2005,КФП,L,MIA,NBA,CHI,NBA,4,2
618,2005,СФК,М,DAL,NBA,SAS,NBA,4,3
621,2006,КФП,L,CHI,NBA,MIA,NBA,4,0
635,2007,CF,Н,BOS,NBA,DET,NBA,4,2
637,2007,КФП,L,CLE,NBA,WAS,NBA,4,2
659,2008,КФП,L,DAL,NBA,SAS,NBA,4,1
673,2009,CF,Н,LAL,NBA,PHO,NBA,4,2
689,2010,КФП,L,OKC,NBA,DEN,NBA,4,1
695,2011,CF,Н,MIA,NBA,BOS,NBA,4,3
702,2011,F,O,MIA,NBA,OKC,NBA,4,1
706,2011,КФП,L,LAC,NBA,MEM,NBA,4,3
723,1968,DSF,B,INA,ABA,KEN,ABA,4,3
724,1968,DSF,B,MMF,ABA,MNP,ABA,4,3
728,1969,DF,C,INA,ABA,KEN,ABA,4,1
732,1969,DSF,B,DNR,ABA,WSA,ABA,4,3
739,1970,DSF,B,INA,ABA,MMP,ABA,4,0
754,1972,DSF,B,INA,ABA,DNR,ABA,4,1
772,1975,F,D,NYA,ABA,DNA,ABA,4,2
773,1975,SF,C,DNA,ABA,KEN,ABA,4,3
