playerid,usefirst,firstname,middlename,lastname,namegiven,fullgivenname,namesuffix,namenick,pos,firstseason,lastseason,height,weight,college,collegeother,birthdate,birthcity,birthstate,birthcountry,highschool,hscity,hsstate,hscountry,deathdate,race
abdulka01,Карим,Карим,,Абдул-Джаббар,,Фердинанд Льюис Алсиндор младший.,,"Лью, кэп",C,0,0,85.0,225,ОАКЛА,,1947-04-16,Нью-Йорк,Нью-Йорк,США,Мемориал &lt; &lt; Пауэр мемориал &gt; &gt;,Нью-Йорк,Нью-Йорк,США,0000-00-00,B
barklch01,Чарльз,Чарльз,Wade,Баркли,,,,"Сэр Чарльз, Чак, Чак, Чакстер.",F,0,0,77.0,250,Оберн,,1963-02-20,Лидс,AL,США,Лидс,Лидс,AL,США,0000-00-00,B
birdla01,Ларри,Ларри,Joe,Птица,,,,,Ф-Г,0,0,81.0,220,Государство Индиана,Индиана/Нортвудский институт,1956-12-07,Западный Баден,ВНУТРЕННИЕ,США,Долина Спрингс,Французский лик,ВНУТРЕННИЕ,США,0000-00-00,W
bryanko01,Кобе,Кобе,Bean,Брайант,,,,,G,0,0,78.0,200,нет,,1978-08-23,Филадельфия,ПА,США,Нижняя Мерион,Ардмор,ПА,США,0000-00-00,B
chambwi01,Уилт,Уилтон,Norman,Чемберлен,,,,"Уилт, Уилт Стилт, Большой Диппер",C,0,0,85.0,250,Канзас,,1936-08-21,Филадельфия,ПА,США,Овербрук,Филадельфия,ПА,США,1999-10-12,B
cowenda01,Дэйв,Дэвид,William,Коуэнс,,,,"Дейв, большой красный",С-Ф,0,0,80.5,225,Флорида,,1948-10-25,Ньюпорт,KY,США,Центральная католическая,Ньюпорт,KY,США,0000-00-00,W
cunnibi01,Билли,Уильям,John,Каннингем,,,,"Билли, Кенгуру Кид.",Ф-С,0,0,77.0,195,Северная Каролина,,1943-06-03,Бруклин,Нью-Йорк,США,Зал Erasmus,Бруклин,Нью-Йорк,США,0000-00-00,W
danieme01,Мэл,Мелвин,Joe,Дэниелс,,,,Мэл,C,0,0,81.0,220,Новая Мексика,Бёрлингтон Джей-Си.,1944-07-20,Детройт,МИ,США,Вскрытие,Детройт,МИ,США,0000-00-00,B
duncati01,Тим,Тимоти,Theodore,Дункан,,,,Тим,С-Ф,0,0,82.0,248,Уэйк Форест,,1976-04-25,Санта-Крус,,ISV,Епископальный фильм Святого Дунстана,Санта-Крус,,ISV,0000-00-00,B
ervinju01,Юлий,Юлий,Winfield,Редактирование,,,II,"Доктор Джей, Доктор",Ф-Г-С,0,0,78.0,200,Массачусетс,,1950-02-22,Рузвельт,Нью-Йорк,США,Рузвельт,Рузвельт,Нью-Йорк,США,0000-00-00,B
