raceid,driverid,stop,lap,time,duration,milliseconds
851,4,2,25,14:44:04,23.208,23208
857,816,2,55,16:30:49,22.472,22472
852,813,2,29,15:03:01,22.303,22303
887,817,2,32,14:01:28,26.229,26229
890,154,2,25,14:40:51,22.267,22267
905,18,1,25,14:38:59,25.992,25992
870,819,1,20,14:36:59,20.915,20915
941,822,1,26,14:54:41,30.316,30316
900,815,3,32,18:02:29,22.526,22526
841,3,1,16,17:29:00,23.716,23716
859,811,2,18,14:27:37,14.029,14029
884,813,2,13,14:23:55,13.266,13266
881,13,3,33,17:03:34,21.561,21561
982,807,3,3,20:13:03,24.964,24964
891,817,2,33,15:08:12,22.871,22871
844,24,3,35,16:02:57,25.125,25125
902,8,1,13,18:26:37,25.009,25009
872,3,1,14,14:25:03,22.346,22346
863,4,2,23,15:42:48,23.449,23449
861,819,2,15,17:31:03,36.542,36542
843,155,2,30,15:56:28,21.936,21936
906,818,2,39,15:01:02,23.975,23975
873,814,2,33,21:08:49,30.029,30029
855,13,1,11,15:22:19,21.313,21313
894,823,2,11,15:24:34,23.987,23987
958,1,1,16,14:26:24,21.441,21441
980,1,1,12,14:25:45,22.037,22037
952,817,4,65,15:43:55,23.133,23133
844,3,4,44,16:12:55,20.308,20308
847,813,5,61,16:53:19,31.701,31701
940,831,2,30,14:55:14,24.116,24116
847,2,1,35,16:10:18,23.113,23113
844,13,4,46,16:16:13,26.685,26685
980,825,1,9,14:20:51,22.828,22828
974,839,3,60,15:22:40,24.642,24642
879,818,3,29,14:48:26,25.976,25976
979,828,1,1,14:05:01,25.179,25179
936,817,4,46,15:17:22,18.758,18758
878,807,1,17,13:33:38,22.099,22099
965,835,1,15,14:30:43,24.071,24071
940,815,2,18,14:34:39,24.303,24303
847,39,1,37,16:14:01,29.115,29115
980,807,1,11,14:24:21,23.507,23507
856,155,3,42,16:21:02,21.472,21472
940,154,1,11,14:22:12,23.793,23793
867,808,4,47,15:30:40,30.800,30800
933,815,1,38,14:54:06,26.689,26689
890,820,2,34,14:56:34,22.301,22301
865,8,1,29,14:43:28,26.380,26380
926,828,1,1,16:05:59,22.681,22681
955,4,2,24,17:48:59,20.654,20654
851,3,4,54,15:28:47,23.244,23244
883,1,2,22,15:42:02,21.444,21444
848,808,2,27,14:52:26,21.168,21168
953,817,1,23,14:41:40,25.054,25054
913,820,3,41,21:28:56,29.877,29877
863,10,2,23,15:43:55,29.648,29648
892,8,1,1,14:05:19,30.975,30975
846,1,1,22,14:33:00,31.445,31445
890,824,2,33,14:54:39,22.221,22221
866,818,2,43,15:01:05,23.163,23163
853,155,1,1,14:05:42,27.550,27550
864,815,3,37,15:00:35,28.531,28531
974,815,1,16,14:23:49,31.313,31313
936,1,1,19,14:34:42,23.146,23146
843,814,1,11,15:22:57,21.989,21989
944,828,2,32,14:45:52,29.148,29148
881,3,1,8,16:19:28,22.028,22028
957,821,1,5,13:14:22,41.508,41508
881,819,2,20,16:41:58,25.015,25015
859,10,1,21,14:32:08,22.452,22452
954,830,2,46,15:04:02,22.909,22909
888,154,3,40,15:13:03,19.591,19591
884,814,2,19,14:32:58,19.792,19792
882,18,2,49,16:28:59,19.862,19862
870,13,1,18,14:33:17,19.981,19981
853,813,1,19,14:34:39,23.063,23063
857,817,3,56,16:32:48,28.474,28474
967,817,1,13,14:33:32,24.623,24623
