constructorstandingsid,raceid,constructorid,points,position,positiontext,wins
26132,918,3,320.0,3,3,0
720,86,16,31.0,6,6,0
24473,353,1,399.0,2,2,5
24642,850,205,0.0,10,10,0
24147,522,21,4.0,8,8,0
22539,581,64,7.0,5,5,0
5521,182,1,62.0,2,2,4
5936,136,17,7.0,6,6,0
1585,170,21,4.0,8,8,0
5212,254,3,108.0,2,2,4
19071,750,104,0.0,6,6,0
22483,578,37,0.0,11,11,0
5712,150,6,108.0,1,1,6
700,84,16,24.0,7,7,0
26206,932,1,4.0,9,9,0
10227,437,1,24.0,1,1,2
9955,423,32,29.0,1,1,2
22086,611,6,10.0,4,4,0
25444,219,3,84.0,2,2,6
19622,737,86,0.0,18,18,0
5944,137,4,15.0,4,4,0
17775,767,118,8.0,3,3,1
24236,337,10,2.0,5,5,0
7742,327,34,2.0,7,7,0
10588,459,1,26.0,5,5,1
23463,528,64,0.0,17,17,0
3365,296,1,36.0,2,2,2
19380,744,101,0.0,12,12,0
18850,757,66,0.0,4,4,0
5250,207,1,14.0,1,1,1
22289,595,57,0.0,14,14,0
11395,504,3,44.0,1,1,3
10924,478,37,0.0,14,14,0
9610,399,25,8.0,6,6,0
21594,649,32,41.0,1,1,4
20818,684,184,0.0,12,12,0
10207,435,18,0.0,11,11,0
9872,417,34,2.0,9,9,0
26039,909,207,0.0,11,11,0
9287,379,33,0.0,11,11,0
10089,428,45,0.0,12,12,0
6507,70,4,206.0,1,1,8
5820,126,19,3.0,5,5,0
5455,176,24,2.0,6,6,0
23382,557,67,1.0,12,12,0
11351,501,34,18.0,2,2,1
8739,14,2,21.0,8,8,0
6031,113,4,35.0,3,3,0
9304,380,18,1.0,10,10,0
10121,430,45,0.0,11,11,0
20638,691,167,6.0,3,3,0
24052,516,32,30.0,3,3,0
22487,578,6,8.0,4,4,0
5835,127,15,3.0,6,6,0
21035,675,180,44.0,1,1,4
24453,352,3,58.0,7,7,0
10486,452,21,1.0,5,5,0
22380,601,66,10.0,6,6,0
20157,717,92,0.0,10,10,0
22934,564,64,0.0,18,18,0
1484,161,20,0.0,11,11,0
4742,282,1,53.0,2,2,3
10608,460,53,0.0,11,11,0
23209,547,1,12.0,4,4,0
10656,463,53,3.0,10,10,0
10561,457,21,4.0,6,6,0
24092,519,4,13.0,6,6,1
9791,411,25,2.0,7,7,0
23005,568,73,1.0,13,13,0
2081,194,3,13.0,3,3,0
20866,687,176,6.0,8,8,0
23248,550,63,3.0,10,10,0
6351,56,6,30.0,3,3,1
26029,908,9,168.0,2,2,1
23161,544,57,1.0,8,8,0
9010,367,39,1.0,15,15,0
11499,510,45,0.0,14,14,0
10666,464,34,50.0,3,3,2
25179,884,208,111.0,3,3,1
26131,918,6,216.0,4,4,0
21059,676,195,14.0,6,6,0
5115,246,15,4.0,7,7,0
6158,92,4,22.0,2,2,0
2508,232,27,12.0,5,5,1
11502,511,56,11.0,8,8,0
11115,487,1,1.0,11,11,0
26535,956,131,295.0,1,1,8
20645,692,66,9.0,3,3,1
23185,546,37,0.0,13,13,0
2072,193,6,21.0,2,2,1
10156,432,18,0.0,13,13,0
24193,524,62,0.0,18,18,0
24201,525,57,0.0,15,15,0
26271,939,6,310.0,2,2,3
5859,129,17,2.0,8,8,0
25512,272,30,0.0,14,14,0
5563,186,24,14.0,6,6,0
121,29,5,11.0,9,9,0
24332,344,10,35.0,6,6,0
22515,580,26,0.0,14,14,0
6451,65,1,85.0,3,3,0
5707,149,20,3.0,8,8,0
10196,434,26,0.0,17,17,0
22271,594,64,0.0,13,13,0
9562,396,32,47.0,3,3,2
24055,516,60,0.0,15,15,0
6028,113,1,63.0,2,2,2
20449,705,181,2.0,6,6,0
11159,490,57,4.0,10,10,0
23287,552,25,14.0,6,6,0
24393,349,3,40.0,7,7,0
2116,197,15,4.0,7,7,0
21563,646,6,3.0,7,7,0
25126,879,15,126.0,6,6,0
20150,717,66,42.0,2,2,2
5588,188,20,9.0,7,7,0
26256,937,5,35.0,7,7,0
18901,762,117,0.0,5,5,0
1570,169,22,18.0,4,4,0
