qualifyid,raceid,driverid,constructorid,number,position,q1,q2,q3
361,35,9,2,4,13,1:12.381,1:12.300,
4652,845,10,166,24,20,1:27.315,,
5961,903,18,1,22,12,1:57.783,1:56.963,
5493,882,18,1,5,8,1:36.667,1:35.784,2:05.673
7375,980,13,3,19,16,1:45.823,,
3120,7,16,10,20,15,1:28.278,1:28.391,
6585,941,1,131,44,2,1:38.558,1:37.672,1:37.433
1273,83,35,15,11,15,1:22.866,,
197,27,20,5,15,9,1:15.532,1:15.420,1:17.244
4273,99,32,19,15,13,1:15.065,,
5548,884,823,207,21,19,1:24.661,,
1697,192,63,21,17,20,1:20.481,,
1759,200,15,20,12,16,1:32.906,,
1256,82,33,17,18,18,1:18.599,,
21,18,12,4,6,21,1:28.330,,
5166,868,814,10,11,11,1:47.582,1:57.009,
2641,258,44,27,26,22,1:14.106,,
1083,68,26,5,21,11,1:46.222,1:45.851,
1330,86,14,9,14,12,1:48.508,,
1476,140,44,16,12,16,1:34.192,,
6195,914,13,3,19,4,1:34.483,1:33.551,1:33.527
7304,977,817,9,3,5,1:05.854,1:05.161,1:04.896
3247,14,20,9,15,2,1:47.541,1:46.362,1:48.204
2274,243,69,18,24,21,1:27.345,,
1306,85,22,6,2,8,1:21.962,,
5085,864,39,164,23,24,1:31.122,,
5650,890,16,10,15,11,1:21.471,1:20.569,
932,61,23,7,7,14,1:16.702,1:15.888,
3529,345,3,131,4,12,1:38.752,1:38.627,
4426,71,32,9,15,6,1:37.486,1:29.991,
6576,940,813,208,13,13,1:34.796,1:34.497,
5012,861,37,164,22,23,1:42.914,,
4894,856,817,164,22,24,,,
1393,89,39,17,19,15,1:36.707,,
2647,259,30,22,5,2,1:21.885,,
732,52,21,4,3,12,1:13.482,1:12.968,
2596,257,55,6,27,3,1:17.385,,
5671,891,13,6,4,10,2:01.462,1:49.020,2:04.059
3653,350,153,5,17,16,1:24.083,1:23.919,
4118,91,45,17,19,18,1:39.902,,
1491,156,8,15,17,11,1:12.881,,
1102,69,22,11,11,8,1:31.972,1:30.598,1:31.478
4838,854,153,5,19,16,1:49.588,1:49.862,
5902,901,820,206,4,21,2:04.388,,
1285,84,17,3,7,7,1:27.944,,
4332,102,14,1,5,12,1:20.897,,
2731,263,56,17,15,6,1:17.441,,
5608,887,818,5,18,13,1:32.105,1:31.785,
3706,352,810,166,25,21,1:36.265,,
3726,353,67,5,16,17,1:38.621,1:38.594,
658,49,1,1,2,4,1:46.437,1:45.132,1:46.406
2151,229,21,18,21,18,1:22.684,,
4561,841,39,164,22,24,1:34.293,,
6901,958,3,131,6,1,1:33.302,1:22.806,1:19.965
1250,82,23,7,17,12,1:15.689,,
4382,106,23,3,4,2,1:34.032,,
3140,8,2,2,6,15,1:19.559,1:19.448,
3803,110,14,1,5,2,1:13.818,,
4583,842,816,166,25,22,1:41.001,,
4525,76,14,9,14,7,1:15.329,1:18.538,
4359,103,45,17,19,19,2:03.833,,
1227,81,23,7,17,9,1:21.191,,
6629,943,13,3,19,7,1:21.379,1:20.642,1:20.567
5272,872,819,206,25,21,1:27.073,,
5928,853,18,1,4,3,1:24.013,1:23.031,1:22.777
3277,15,4,4,7,12,1:31.401,1:31.638,
94,22,17,9,10,6,1:26.773,1:26.466,1:28.417
5033,862,808,207,21,20,1:38.677,,
4177,94,13,15,12,17,1:17.866,,
5544,884,807,15,11,15,1:23.058,1:22.389,
6532,938,807,10,27,9,1:24.937,1:24.510,1:25.317
4997,861,3,131,8,8,1:37.696,1:36.996,1:36.664
1208,80,13,15,12,10,1:15.566,,
6866,956,830,9,33,9,1:07.131,1:06.866,1:11.153
3126,8,20,9,15,1,1:18.685,1:18.119,1:19.509
5262,872,17,9,2,11,1:25.556,1:24.809,
1923,212,57,1,10,5,1:17.737,,
3482,343,37,15,22,13,1:28.147,1:27.879,
5481,881,822,3,17,18,1:38.207,,
2891,269,50,22,6,10,1:22.000,,
3931,116,17,19,14,11,1:33.066,,
4902,857,16,10,14,8,1:26.271,1:26.140,
6968,961,20,6,5,3,1:23.077,1:22.275,1:21.972
7025,963,828,15,9,17,1:35.816,,
1644,177,44,20,18,11,1:28.205,,
3521,345,4,6,8,4,1:38.472,1:38.179,1:38.075
4372,105,17,19,14,12,1:35.286,,
5013,861,39,164,23,24,1:43.655,,
2394,248,79,25,3,17,1:49.402,,
