constructorresultsid,raceid,constructorid,points,status
1940,201,1,16.0,
4007,357,25,1.0,
5510,452,3,3.0,
2842,276,26,0.0,
14616,881,207,0.0,
5651,461,55,0.0,
5728,466,25,0.0,
5715,465,55,0.0,
604,74,7,4.0,
2434,245,25,0.0,
14852,903,3,6.0,
785,92,17,0.0,
11891,637,63,2.0,
5468,449,51,4.0,
15032,927,209,0.0,
15284,954,209,0.0,
8308,17,7,5.0,
10241,744,172,0.0,
10222,742,95,2.0,
14017,346,205,0.0,
6333,503,1,0.0,
3468,317,34,0.0,
3995,356,49,0.0,
15323,958,3,2.0,
3026,290,33,0.0,
5452,448,32,7.0,
5571,456,6,3.0,
15258,952,210,0.0,
14632,883,131,12.0,
1274,140,4,1.0,
14171,844,10,0.0,
13181,546,27,0.0,
15362,962,131,40.0,
3438,315,40,0.0,
186,36,1,14.0,D
13504,533,54,0.0,
2328,236,25,0.0,
3974,16,2,8.0,
1921,199,17,1.0,
13484,532,3,0.0,
15276,954,3,15.0,
14062,350,5,0.0,
2722,267,17,0.0,
3225,303,29,0.0,
717,85,18,0.0,
14497,871,206,0.0,
10017,748,111,1.0,
12412,595,1,2.0,
1086,122,18,0.0,
647,78,4,0.0,
12122,626,63,0.0,
12214,609,6,0.0,
12053,620,37,1.0,
12082,623,63,0.0,
14091,352,4,0.0,
1682,177,16,0.0,
828,97,6,18.0,
1973,204,6,16.0,
4145,364,3,3.0,
13361,557,67,0.0,
3694,329,35,0.0,
6417,509,25,0.0,
14391,863,9,37.0,
4206,367,25,2.0,
4228,368,25,1.0,
1745,183,22,2.0,
1518,162,19,0.0,
5122,425,18,0.0,
9936,762,167,0.0,
1375,149,20,0.0,
4367,375,49,0.0,
3063,292,34,0.0,
45,22,6,16.0,
4795,401,18,0.0,
14034,348,4,10.0,
