driverstandingsid,raceid,driverid,points,position,positiontext,wins
48458,731,459,0.0,27,27,0
48668,736,465,0.0,37,37,0
58431,559,246,0.0,28,28,0
52095,807,678,0.0,95,95,0
10630,256,55,42.0,5,5,1
68406,980,825,11.0,14,14,0
18986,372,158,0.0,8,8,0
22118,468,196,0.0,20,20,0
54811,606,197,0.0,16,16,0
59386,511,227,0.0,33,33,0
48287,744,437,0.0,28,28,0
66336,266,100,2.0,21,21,0
44667,824,702,0.0,101,101,0
59274,508,230,0.0,31,31,0
56197,583,292,0.0,30,30,0
53032,663,262,0.0,16,16,0
3378,172,49,11.0,8,8,0
21049,437,163,0.0,23,23,0
21670,455,178,0.0,25,25,0
19808,399,110,4.0,12,12,0
58376,558,256,0.0,36,36,0
44877,811,615,1.5,17,17,0
47342,782,592,0.0,57,57,0
13881,48,13,69.0,4,4,3
17209,309,55,5.0,8,8,0
11107,178,14,6.0,7,7,0
66513,270,110,4.0,19,19,0
67654,952,831,0.0,22,22,0
55261,619,305,0.0,22,22,0
49228,770,513,0.0,30,30,0
46605,786,583,1.5,15,15,0
48906,696,402,0.0,23,23,0
51645,802,509,0.0,63,63,0
44438,822,725,0.0,70,70,0
29873,17,21,8.0,15,15,0
18176,356,84,0.0,18,18,0
65829,893,16,26.0,11,11,0
68213,971,828,0.0,20,20,0
47014,777,581,0.0,13,13,0
63639,727,428,0.0,24,24,0
12377,122,8,83.0,2,2,1
56054,579,238,0.0,21,21,0
55080,614,335,0.0,35,35,0
56265,585,232,0.0,39,39,0
49810,749,504,0.0,67,67,0
64297,355,18,214.0,5,5,2
56926,571,232,0.0,26,26,0
13798,44,19,0.0,20,20,0
51276,705,347,0.0,14,14,0
54999,612,280,0.0,22,22,0
61999,757,449,8.0,2,2,1
51296,705,376,0.0,24,24,0
19121,376,145,1.0,11,11,0
20421,419,110,0.0,24,24,0
235,29,18,3.0,17,17,0
43382,836,615,0.0,65,65,0
11745,157,54,0.0,20,20,0
376,35,20,35.0,8,8,1
51739,803,681,0.0,67,67,0
63994,346,37,0.0,18,18,0
46762,789,501,3.0,14,14,0
22893,487,218,0.0,37,37,0
59070,502,227,0.0,28,28,0
46124,793,626,0.0,27,27,0
48625,735,467,0.0,43,43,0
63430,721,423,0.0,24,24,0
55222,618,331,0.0,31,31,0
49337,772,579,7.0,12,12,0
62239,761,356,27.0,1,1,2
52660,684,388,2.0,15,15,0
53419,640,306,1.0,21,21,0
58519,513,222,1.0,9,9,0
46357,797,554,3.0,13,13,0
56004,577,290,0.0,19,19,0
51843,804,687,0.0,86,86,0
13105,66,32,2.0,17,17,0
21586,453,182,10.0,1,1,0
10557,253,98,0.0,33,33,0
4435,198,23,0.0,16,16,0
48924,697,383,1.0,17,17,0
66059,258,65,0.0,11,11,0
21274,444,182,24.0,3,3,2
47407,783,597,0.0,31,31,0
1440,82,40,3.0,21,21,0
63814,340,30,10.0,10,10,0
58524,513,119,0.0,13,13,0
9474,279,55,4.0,12,12,0
20788,429,158,0.0,21,21,0
45111,814,699,0.0,42,42,0
3836,78,13,7.0,12,12,0
9435,277,121,2.0,12,12,0
49574,774,502,0.0,58,58,0
9538,281,91,1.0,18,18,0
