resultid,raceid,driverid,constructorid,number,grid,position,positiontext,positionorder,points,laps,time,milliseconds,fastestlap,rank,fastestlaptime,fastestlapspeed,statusid
6038,290,84,22,20.0,4,,R,14,0.0,47,,,,,,,5
4364,223,49,3,4.0,3,6.0,6,6,1.0,69,+4.537,5942308.0,,,,,1
790,55,2,2,16.0,8,4.0,4,4,5.0,57,+31.0,5698870.0,49.0,7.0,1:27.700,217.683,1
15938,645,289,32,1.0,16,5.0,5,5,2.0,79,,,,,,,11
19462,809,702,139,29.0,11,,R,31,0.0,14,,,,,,,44
17815,736,404,172,15.0,16,8.0,8,8,0.0,96,,,,,,,14
4491,229,44,27,9.0,14,1.0,1,1,10.0,75,2:00:45.629,7245629.0,,,,,1
9782,418,145,18,24.0,24,14.0,14,14,0.0,64,,,,,,,14
22636,931,3,131,6.0,2,1.0,1,1,25.0,78,1:49:18.420,6558420.0,76.0,2.0,1:18.599,152.841,1
3080,164,48,18,20.0,21,,R,19,0.0,21,,,,,,,6
974,63,32,9,15.0,12,12.0,12,12,0.0,69,,,56.0,16.0,1:18.968,201.089,11
22111,899,18,1,5.0,14,4.0,4,4,12.0,71,+37.360,5593660.0,52.0,7.0,1:16.450,202.909,1
15770,638,314,34,25.0,9,6.0,6,6,1.0,12,+2:58.6,5534900.0,,,,,1
8981,387,156,25,3.0,17,,R,24,0.0,16,,,,,,,7
18596,770,475,118,8.0,6,2.0,2,2,6.0,50,+24.6,7425900.0,,,,,1
12923,531,239,1,30.0,0,,F,29,0.0,0,,,,,,,97
19896,826,733,113,32.0,28,,R,25,0.0,56,,,,,,,80
14008,570,229,64,24.0,20,8.0,8,8,0.0,53,,,,,,,11
6516,306,123,27,25.0,18,10.0,10,10,0.0,68,,,,,,,13
17701,732,360,170,22.0,3,4.0,4,4,3.0,51,,,,,,,13
77,21,10,7,12.0,14,11.0,11,11,0.0,65,,,57.0,12.0,1:23.007,201.886,11
19989,831,627,154,18.0,15,7.0,7,7,0.0,73,,,,,,,17
1103,69,9,2,17.0,12,9.0,9,9,0.0,53,+1:16.932,5109345.0,39.0,6.0,1:33.509,223.563,1
3124,166,60,18,21.0,22,,R,19,0.0,31,,,,,,,20
7659,6,3,3,16.0,6,6.0,6,6,3.0,78,+33.586,6077868.0,48.0,9.0,1:15.772,158.686,1
1220,75,4,4,5.0,3,2.0,2,2,8.0,66,+27.652,5264482.0,59.0,5.0,1:16.098,218.891,1
2178,123,18,16,17.0,9,4.0,4,4,5.0,53,+33.106,5144849.0,,,,,1
5138,256,57,1,8.0,24,,W,24,0.0,0,,,,,,,73
13811,563,277,59,21.0,23,10.0,10,10,0.0,73,,,,,,,12
20131,837,704,154,18.0,9,,R,14,0.0,2,,,,,,,108
20384,339,810,166,25.0,24,14.0,14,14,0.0,53,,,28.0,18.0,1:43.224,193.315,13
22874,943,20,6,5.0,3,,R,18,0.0,50,,,48.0,6.0,1:21.847,189.309,3
12818,528,212,32,25.0,22,,R,12,0.0,40,,,,,,,68
5237,260,104,29,9.0,6,,R,15,0.0,47,,,,,,,6
16917,695,375,6,11.0,4,,R,12,0.0,9,,,,,,,10
11654,486,172,27,26.0,10,,R,22,0.0,7,,,,,,,22
10906,460,188,55,34.0,0,,F,27,0.0,0,,,,,,,81
1539,91,15,4,7.0,8,5.0,5,5,4.0,56,+37.360,5504850.0,12.0,4.0,1:35.039,209.964,1
10096,430,170,53,19.0,5,,R,19,0.0,18,,,,,,,67
5087,254,85,30,17.0,23,,R,21,0.0,14,,,,,,,6
17653,730,289,66,10.0,2,6.0,6,6,1.0,92,,,,,,,5
3195,170,30,6,3.0,4,2.0,2,2,6.0,44,+1.104,5295598.0,,,,,1
6554,307,131,25,4.0,6,,R,14,0.0,41,,,,,,,7
17192,709,373,172,12.0,1,4.0,4,4,3.0,96,,,,,,,5
4660,236,86,18,21.0,0,,F,20,0.0,0,,,,,,,81
16567,676,361,66,24.0,14,,R,17,0.0,22,,,,,,,6
13401,549,233,34,8.0,18,6.0,6,6,1.0,69,,,,,,,11
2061,117,22,6,2.0,8,7.0,7,7,2.0,69,,,,,,,11
10946,462,187,1,7.0,17,9.0,9,9,0.0,51,,,,,,,12
21251,860,30,131,7.0,4,,R,20,0.0,10,,,4.0,18.0,1:34.021,203.048,6
22029,895,13,6,4.0,5,10.0,10,10,1.0,53,+1:29.263,5298564.0,30.0,13.0,1:37.001,215.515,1
4004,206,73,25,20.0,0,,F,22,0.0,0,,,,,,,81
10734,454,119,34,6.0,3,,R,23,0.0,19,,,,,,,47
6457,304,78,6,28.0,19,11.0,11,11,0.0,79,,,,,,,12
16634,680,360,194,16.0,10,4.0,4,4,3.0,98,,,,,,,13
15311,619,250,63,24.0,9,,R,22,0.0,32,,,,,,,22
18171,750,373,32,18.0,10,5.0,5,5,2.0,34,,,,,,,12
13802,563,231,1,11.0,1,1.0,1,1,9.0,75,1:42:20.43,6140430.0,,,,,1
9889,422,94,18,29.0,19,,R,19,0.0,14,,,,,,,101
16305,662,347,180,16.0,23,,R,10,0.0,4,,,,,,,95
3976,205,68,25,21.0,19,16.0,16,16,0.0,65,,,,,,,12
3627,189,14,1,2.0,3,,R,16,0.0,14,,,,,,,32
20775,355,15,205,18.0,19,21.0,21,21,0.0,51,,,42.0,18.0,1:45.979,188.663,65
8082,361,159,18,24.0,24,,R,16,0.0,11,,,,,,,20
2593,142,21,22,7.0,16,,R,15,0.0,31,,,,,,,32
13252,543,250,34,8.0,6,2.0,2,2,6.0,53,+43.24,6054430.0,,,,,1
22454,914,813,208,13.0,22,16.0,16,16,0.0,43,,,26.0,15.0,1:54.702,182.256,11
12718,524,232,60,24.0,0,,F,27,0.0,0,,,,,,,81
7514,335,101,34,7.0,21,,R,21,0.0,5,,,,,,,8
5365,265,106,33,19.0,24,7.0,7,7,0.0,44,,,,,,,11
17719,732,437,170,,0,,W,22,0.0,0,,,,,,,54
21464,869,811,3,19.0,14,17.0,17,17,0.0,66,,,62.0,15.0,1:19.894,206.103,11
8095,361,65,22,20.0,0,,F,29,0.0,0,,,,,,,81
5620,274,69,26,22.0,21,12.0,12,12,0.0,68,,,,,,,13
1745,101,15,4,7.0,6,11.0,11,11,0.0,66,+1:10.258,5105106.0,9.0,6.0,1:14.386,221.364,1
1299,79,27,18,21.0,18,5.0,5,5,4.0,71,,,2.0,5.0,1:13.907,204.191,12
3408,179,49,17,8.0,8,,R,17,0.0,35,,,,,,,86
9884,422,105,6,27.0,4,,R,14,0.0,29,,,,,,,10
21810,884,821,15,12.0,19,11.0,11,11,0.0,65,,,56.0,1.0,1:26.217,194.370,11
17114,705,347,183,16.0,9,7.0,7,7,0.0,15,+5:58.5,8030900.0,,,,,1
2003,114,43,7,21.0,10,9.0,9,9,0.0,77,,,,,,,11
22577,928,3,131,6.0,2,2.0,2,2,18.0,56,+0.714,5982722.0,39.0,2.0,1:42.565,191.328,1
14219,578,235,32,6.0,21,12.0,12,12,0.0,76,,,,,,,12
17277,713,364,183,6.0,3,13.0,13,13,0.0,75,,,,,,,15
9931,424,119,51,22.0,13,10.0,10,10,0.0,68,,,,,,,12
9353,401,117,1,1.0,5,,R,26,0.0,0,,,,,,,4
4245,217,22,24,22.0,11,,R,19,0.0,29,,,,,,,5
15023,607,235,6,8.0,11,,R,24,0.0,2,,,,,,,3
18839,781,459,87,25.0,22,15.0,15,15,0.0,17,,,,,,,15
21192,858,814,10,15.0,10,9.0,9,9,2.0,55,+1:41.087,5932973.0,49.0,9.0,1:44.120,192.032,1
21635,876,10,206,24.0,21,20.0,20,20,0.0,58,,,56.0,21.0,1:31.721,201.153,12
4866,245,79,25,3.0,16,,R,16,0.0,42,,,,,,,5
12692,524,222,6,11.0,3,1.0,1,1,9.0,50,1:22:00.22,4920220.0,,,,,1
15136,612,317,37,15.0,22,,R,21,0.0,20,,,,,,,25
6243,297,119,3,6.0,2,2.0,2,2,6.0,59,+39.094,5182085.0,,,,,1
13645,556,208,1,36.0,0,,F,29,0.0,0,,,,,,,81
18770,778,516,113,95.0,33,13.0,13,13,0.0,197,,,,,,,13
18933,786,509,113,24.0,2,,R,20,0.0,175,,,,,,,5
23486,974,154,210,8.0,8,8.0,8,8,4.0,78,+18.150,6302490.0,45.0,18.0,1:17.095,155.823,1
1081,68,14,9,14.0,12,9.0,9,9,0.0,56,+103.796,5956543.0,52.0,15.0,1:40.549,195.164,1
23011,952,815,10,11.0,9,7.0,7,7,6.0,66,+1:19.538,6179555.0,37.0,15.0,1:29.801,186.612,1
14741,597,314,77,23.0,0,,F,26,0.0,0,,,,,,,81
10029,428,95,3,5.0,10,6.0,6,6,1.0,67,+1:16.820,5808157.0,,,,,1
23475,973,822,131,77.0,3,,R,17,0.0,38,,,28.0,5.0,1:24.696,197.860,131
18784,778,558,113,16.0,8,,R,27,0.0,75,,,,,,,3
12942,532,223,58,17.0,18,,R,18,0.0,40,,,,,,,7
9038,389,163,27,25.0,0,,W,27,0.0,0,,,,,,,22
21784,883,17,9,2.0,7,7.0,7,7,6.0,57,+37.244,5797742.0,52.0,13.0,1:38.557,197.684,1
15623,631,333,63,25.0,19,,R,28,0.0,25,,,,,,,4
16540,675,360,187,2.0,2,,R,12,0.0,34,,,,,,,44
