targetid,raceid,driverid,win
49515,774,289,0
45055,813,475,0
11156,181,56,0
49781,748,530,0
63990,346,807,0
17063,305,131,0
51873,805,627,0
53685,672,369,0
44423,822,723,0
5085,226,22,0
20228,413,157,0
67484,944,3,1
21328,446,158,0
9722,288,105,0
59291,509,207,0
4346,194,68,0
56490,589,239,0
7101,300,79,0
18346,360,164,0
66174,261,108,0
64846,857,37,0
4301,192,14,0
50174,754,418,0
44679,824,738,0
66835,910,18,0
44402,821,739,0
66951,915,822,0
58044,552,187,0
10560,254,77,0
66478,269,111,0
58507,513,200,0
66829,909,1,0
67931,963,18,0
46415,797,456,0
22302,473,136,0
66227,263,44,0
59092,503,163,0
50077,752,482,0
22071,466,186,0
10633,256,88,0
20038,407,176,0
66745,906,3,0
10412,249,64,0
10448,250,93,0
48376,745,434,0
67572,949,1,0
53780,675,364,0
50182,754,504,0
44368,821,726,0
57341,533,224,0
64605,850,817,0
19516,388,133,0
45160,814,707,0
52035,806,691,0
45137,814,475,0
20748,428,172,0
22397,476,118,0
18357,361,145,0
66786,907,13,0
22129,468,197,0
11040,223,35,0
11144,180,44,0
64526,847,815,0
48740,737,474,0
13747,42,22,0
