year,lgid,tmid,oppid,w,l,t,otl
1999,NHL,CHI,BOS,2,0,0.0,0
2001,NHL,STL,EDM,2,1,1.0,0
1987,NHL,MNS,PHI,1,2,0.0,
2002,NHL,BUF,ANA,1,0,0.0,0
1998,NHL,PHO,WAS,2,0,0.0,
2011,NHL,FLO,DET,0,0,,1
1981,NHL,PIT,TOR,0,1,2.0,
1986,NHL,CAL,LAK,5,3,0.0,
2007,NHL,ATL,NYR,2,1,,1
1976,WHA,BIR,MF2,1,4,0.0,
1995,NHL,DAL,NYI,0,1,1.0,
2007,NHL,TBL,PIT,1,3,,0
1928,NHL,OTS,NYR,1,3,0.0,
1981,NHL,PHI,VAN,0,2,1.0,
2000,NHL,DAL,NAS,4,0,0.0,0
1998,NHL,COL,NJD,0,2,0.0,
1951,NHL,NYR,BOS,6,4,4.0,
1972,WHA,ALB,MFS,4,4,0.0,
1982,NHL,MTL,NJD,2,1,0.0,
1998,NHL,NAS,DAL,1,3,0.0,
1983,NHL,MTL,BOS,2,6,0.0,
1998,NHL,COL,CHI,2,1,1.0,
1975,NHL,PHI,VAN,4,0,1.0,
1993,NHL,BOS,NYI,4,0,0.0,
1928,NHL,DTC,MTL,1,1,2.0,
1992,NHL,TOR,BUF,0,1,1.0,
1967,NHL,MNS,PIT,3,4,3.0,
1924,NHL,MTM,HAM,2,4,0.0,
2008,NHL,MTL,PIT,2,2,,0
2000,NHL,SJS,MTL,1,0,0.0,0
1972,WHA,QUN,LAS,2,3,1.0,
1979,NHL,COR,NYI,1,3,0.0,
1987,NHL,PIT,QUE,3,0,0.0,
2003,NHL,DET,DAL,3,0,1.0,0
1991,NHL,LAK,CHI,1,1,1.0,
2007,NHL,VAN,NYI,1,0,,0
1977,WHA,CZE,IND,1,0,0.0,
2008,NHL,NAS,SJS,2,1,,1
2003,NHL,COL,ATL,0,0,1.0,0
1912,NHA,MOC,OT1,1,3,0.0,
2008,NHL,CAL,CHI,0,3,,1
2009,NHL,NYI,DAL,0,1,,0
2008,NHL,TBL,FLO,3,2,,1
1982,NHL,LAK,PHI,1,2,0.0,
1972,WHA,LAS,ALB,3,5,0.0,
1993,NHL,CAL,BOS,0,1,1.0,
1988,NHL,CHI,WAS,1,2,0.0,
1979,NHL,BOS,LAK,2,1,1.0,
1999,NHL,VAN,NJD,1,0,0.0,0
2010,NHL,BOS,AND,0,1,,0
1910,NHA,MOC,REN,3,1,0.0,
1984,NHL,PHI,DET,2,0,1.0,
2010,NHL,NYI,BOS,1,3,,0
1978,NHL,ATF,MNS,1,2,1.0,
1987,NHL,MTL,QUE,6,2,0.0,
2003,NHL,PIT,NJD,1,4,0.0,1
1926,NHL,TRS,PIP,2,1,1.0,
2000,NHL,NJD,TOR,1,1,1.0,0
1970,NHL,CHI,PHI,4,1,1.0,
2003,NHL,PHI,COL,0,0,0.0,1
2005,NHL,TOR,NYR,1,3,,0
1986,NHL,STL,NYR,2,1,0.0,
1980,NHL,PHI,MNS,2,1,1.0,
1997,NHL,ANA,PHO,1,3,0.0,
1999,NHL,CAR,PHO,0,2,0.0,0
