coachid,year,tmid,lgid,stint,notes,g,w,l,t,postg,postw,postl,postt
gottsjo01c,1946,CHI,NHL,1,,60,19,37,4,,,,
bowmasc01c,1981,BUF,NHL,3,,9,4,5,0,4,1,3,0
hartce01c,1926,MTL,NHL,1,,44,28,14,2,4,1,1,2
dayha01c,1944,TOR,NHL,1,,50,24,22,4,13,8,5,0
martija02c,2007,FLO,NHL,1,,82,38,35,9,,,,
gorinbu01c,1999,NYI,NHL,1,,82,24,49,9,,,,
murraan01c,2003,LAK,NHL,1,,82,28,38,16,,,,
mcvieto01c,1983,NJD,NHL,2,,60,15,38,7,,,,
burnspa01c,1998,BOS,NHL,1,,82,39,30,13,12,6,6,0
filioma01c,1980,QUE,NHL,1,,6,1,3,2,,,,
murrate01c,1989,WAS,NHL,2,,34,18,14,2,15,8,7,0
quinnmi01c,1912,QU1,NHA,1,,20,16,4,0,,,,
patrifr01c,1918,VML,PCHA,1,,20,12,8,0,2,1,1,0
anderjo01c,2008,ATL,NHL,1,,82,35,41,6,,,,
patrifr01c,1921,VML,PCHA,1,,24,12,12,0,9,5,4,0
gallage01c,2005,CBS,NHL,1,,82,35,43,4,,,,
quennjo01c,2007,COL,NHL,1,,82,44,31,7,10,4,6,0
dineebi01c,1975,HOU,WHA,1,,80,53,27,0,17,8,9,0
gainebo01c,1990,MNS,NHL,1,,80,27,39,14,23,14,9,0
tippeda01c,2005,DAL,NHL,1,,82,53,23,6,5,1,4,0
marshja02c,1914,TBS,NHA,1,,20,8,12,0,,,,
bylsmda01c,2010,PIT,NHL,1,,82,49,25,8,7,3,4,0
robinla01c,1999,NJD,NHL,2,,8,4,4,0,23,16,7,0
ruelcl01c,1979,MTL,NHL,2,,50,32,11,7,10,6,4,0
robinla01c,1998,LAK,NHL,1,,82,32,45,5,,,,
reaybi01c,1957,TOR,NHL,1,,70,21,38,11,,,,
nykolmi01c,1980,TOR,NHL,2,,40,15,15,10,3,0,3,0
schoeji01c,1994,WAS,NHL,1,,48,22,18,8,7,3,4,0
boudrbr01c,2008,WAS,NHL,1,,82,50,24,8,14,7,7,0
perroje01c,1988,QUE,NHL,2,,47,16,26,5,,,,
malonda01c,1984,TOR,NHL,1,,80,20,52,8,,,,
neilsro01c,1981,VAN,NHL,2,,5,4,0,1,17,11,6,0
carpedo01c,1987,NJD,NHL,1,,50,21,24,5,,,,
bergemi03c,1983,QUE,NHL,1,,80,42,28,10,9,5,4,0
gillda01c,1926,OTS,NHL,1,,44,30,10,4,6,3,0,3
tippeda01c,2003,DAL,NHL,1,,82,41,28,13,5,1,4,0
robinla01c,2000,NJD,NHL,1,,82,48,22,12,25,15,10,0
gretzwa01c,2008,PHO,NHL,1,,82,36,39,7,,,,
brookhe01c,1992,NJD,NHL,1,,84,40,37,7,5,1,4,0
thomppa01c,1944,CHI,NHL,1,,1,0,1,0,,,,
dineebi01c,1972,HOU,WHA,1,,78,39,35,4,10,4,6,0
wattto01c,1991,TOR,NHL,1,,80,30,43,7,,,,
martija02c,2002,OTT,NHL,1,,82,52,22,8,18,11,7,0
burnspa01c,1988,MTL,NHL,1,,80,53,18,9,21,14,7,0
kellyre01c,1968,LAK,NHL,1,,76,24,42,10,11,4,7,0
laviope01c,2009,PHI,NHL,2,,57,28,24,5,23,14,9,0
stewabi01c,1998,NYI,NHL,2,,37,11,19,7,,,,
smithfl01c,1979,TOR,NHL,1,,68,30,33,5,,,,
bergemi03c,1980,QUE,NHL,2,,74,29,29,16,5,2,3,0
johnsed01c,1994,PIT,NHL,1,,48,29,16,3,12,5,7,0
ridpabr01c,1912,TBS,NHA,1,,20,9,11,0,,,,
quennjo01c,2000,STL,NHL,1,,82,43,27,12,15,9,6,0
wilsojo01c,1975,CLC,WHA,1,,80,35,40,5,3,0,3,0
martija02c,1987,STL,NHL,1,,80,34,38,8,10,5,5,0
thomppa01c,1941,CHI,NHL,1,,48,22,23,3,3,1,2,0
brookhe01c,1983,NYR,NHL,1,,80,42,29,9,5,2,3,0
tippeda01c,2002,DAL,NHL,1,,82,46,21,15,12,6,6,0
bouchfr01c,1942,NYR,NHL,1,,50,11,31,8,,,,
lalonne01c,1919,MTL,NHL,1,,24,13,11,0,,,,
pleaula01c,1982,HAR,NHL,2,,18,4,13,1,,,,
lesuepe01c,1923,HAM,NHL,1,,10,3,7,0,,,,
quinnpa01c,1995,VAN,NHL,2,,6,3,3,0,6,2,4,0
pleaula01c,1988,HAR,NHL,1,,80,37,38,5,4,0,4,0
rossar01c,1922,HAM,NHL,1,,24,6,18,0,,,,
sathegl01c,1982,EDM,NHL,1,,80,47,21,12,16,11,5,0
demerja01c,1992,MTL,NHL,1,,84,48,30,6,20,16,4,0
harrite01c,1975,MNS,NHL,1,,80,20,53,7,,,,
cheevge01c,1981,BOS,NHL,1,,80,43,27,10,11,6,5,0
pagepi01c,1989,MNS,NHL,1,,80,36,40,4,7,3,4,0
adamsja01c,1930,DTF,NHL,1,,44,16,21,7,,,,
perroje01c,1987,MTL,NHL,1,,80,45,22,13,11,5,6,0
imlacpu01c,1960,TOR,NHL,1,,70,39,19,12,5,1,4,0
suttebr01c,2002,CHI,NHL,1,,82,30,39,13,,,,
reaybi01c,1968,CHI,NHL,1,,76,34,33,9,,,,
tortojo01c,1999,NYR,NHL,2,,4,0,3,1,,,,
sonmogl01c,1986,MNS,NHL,2,,2,0,1,1,,,,
mcvieto01c,1975,WAS,NHL,2,,44,8,31,5,,,,
hanlogl01c,2006,WAS,NHL,1,,82,28,40,14,,,,
cheevge01c,1984,BOS,NHL,1,,56,25,24,7,,,,
rossar01c,1927,BOS,NHL,1,,44,20,13,11,2,0,1,1
