year,lgid,tmid,franchid,confid,divid,rank,playoff,g,w,l,t,otl,pts,sow,sol,gf,ga,name,pim,benchminor,ppg,ppc,sha,pkg,pkc,shf
1993,NHL,PIT,PIT,EC,NE,1,CQF,84,44,27,13.0,,101,,,299,285,Pittsburgh Penguins,1624,20,76,404,11,72,401,6
1999,NHL,OTT,OTT,EC,NE,2,CQF,82,41,28,11.0,2,95,,,244,210,Ottawa Senators,850,14,52,310,8,34,273,6
1999,NHL,NYI,NYI,EC,AT,5,,82,24,48,9.0,1,58,,,194,275,New York Islanders,1376,8,45,319,8,84,419,8
1985,NHL,NJD,NJD,WA,PT,6,,80,28,49,3.0,,59,,,300,374,New Jersey Devils,1424,16,70,355,5,103,400,5
1992,NHL,PHI,PHI,WA,PT,5,,84,36,37,11.0,,83,,,319,319,Philadelphia Flyers,1887,14,72,399,11,95,421,15
2011,NHL,LAK,LAK,WC,PC,3,SC,82,40,27,,15,95,6,9,194,179,Los Angeles Kings,923,6,49,289,2,38,293,9
2002,NHL,CAR,CAR,EC,SE,5,,82,22,43,11.0,6,61,,,171,240,Carolina Hurricanes,1208,16,58,420,9,71,392,6
1978,NHL,NYR,NYR,CC,PT,3,F,80,40,29,11.0,,91,,,316,292,New York Rangers,1214,14,75,306,12,78,311,9
2009,NHL,NAS,NAS,WC,CE,3,CQF,82,47,29,,6,100,8,4,225,225,Nashville Predators,710,12,47,286,6,59,258,5
2006,NHL,WAS,WAS,EC,SE,5,,82,28,40,,14,70,1,11,235,286,Washington Capitals,1233,16,67,408,14,82,414,12
2011,NHL,COL,COL,WC,NW,3,,82,41,35,,6,88,9,2,208,220,Colorado Avalanche,902,12,41,223,4,47,277,5
1944,NHL,DET,DET,,,2,F,50,31,14,5.0,,67,,,218,161,Detroit Red Wings,285,,,,,,,
1972,NHL,STL,STL,,WD,4,QF,78,32,34,12.0,,76,,,233,251,St. Louis Blues,1195,4,37,251,1,51,272,6
1956,NHL,MTL,MTL,,,2,SC,70,35,23,12.0,,82,,,210,155,Montreal Canadiens,868,,,,,,,
1913,PCHA,NWR,PO1,,,3,,16,7,9,0.0,,14,,,75,81,New Westminster Royals,,,,,,,,
1970,NHL,CHI,CHI,,WD,1,F,78,49,20,9.0,,107,,,277,184,Chicago Black Hawks,1280,12,60,291,6,47,293,5
1930,NHL,DTF,DET,,AM,4,,44,16,21,7.0,,39,,,102,105,Detroit Falcons,411,,,,,,,
1932,NHL,NYR,NYR,,AM,3,SC,48,23,17,8.0,,54,,,135,107,New York Rangers,599,,,,,,,
1916,NHA,OT1,STE,,,1,NHAF,20,15,5,0.0,,30,,,119,63,Ottawa Senators,,,,,,,,
1978,NHL,ATF,CAL,CC,PT,4,PRE,80,41,31,8.0,,90,,,327,280,Atlanta Flames,1158,2,54,226,5,56,290,6
1987,NHL,QUE,COL,WA,AD,5,,80,32,43,5.0,,69,,,271,306,Quebec Nordiques,2042,16,99,456,17,96,410,8
1974,WHA,HOU,HOU,,WW,1,AVC,78,53,25,0.0,,106,,,369,247,Houston Aeros,1257,,71,254,6,64,372,18
1960,NHL,CHI,CHI,,,3,SC,70,29,24,17.0,,75,,,198,180,Chicago Black Hawks,1072,,,,,,,
1948,NHL,TOR,TOR,,,4,SC,60,22,25,13.0,,57,,,147,161,Toronto Maple Leafs,706,,,,,,,
1938,NHL,DET,DET,,,5,SF,48,18,24,6.0,,42,,,107,128,Detroit Red Wings,242,,,,,,,
1961,NHL,DET,DET,,,5,,70,23,33,14.0,,60,,,184,219,Detroit Red Wings,712,,,,,,,
1987,NHL,STL,STL,CC,NO,2,DF,80,34,38,8.0,,76,,,278,294,St. Louis Blues,1919,22,82,413,5,83,402,13
1989,NHL,PIT,PIT,WA,PT,5,,80,32,40,8.0,,72,,,318,359,Pittsburgh Penguins,2132,14,86,403,21,94,372,7
1994,NHL,MTL,MTL,EC,NE,6,,48,18,23,7.0,,43,,,125,148,Montreal Canadiens,840,10,28,172,3,37,191,1
1968,NHL,NYR,NYR,,ED,3,QF,76,41,26,9.0,,91,,,231,196,New York Rangers,806,,56,275,9,35,223,4
1973,NHL,STL,STL,,WD,6,,78,26,40,12.0,,64,,,206,248,St. Louis Blues,1147,10,39,275,9,56,313,4
1933,NHL,CHI,CHI,,AM,2,SC,48,20,17,11.0,,51,,,88,83,Chicago Black Hawks,335,,,,,,,
1942,NHL,CHI,CHI,,,5,,50,17,18,15.0,,49,,,179,180,Chicago Black Hawks,353,,,,,,,
1982,NHL,EDM,EDM,CC,SM,1,F,80,47,21,12.0,,106,,,424,315,Edmonton Oilers,1771,28,86,294,6,89,396,22
1923,WCHL,REG,POR,,,2,WF,30,17,11,2.0,,36,,,83,67,Regina Capitals,,,,,,,,
1972,WHA,NEW,CAR,,EW,1,AVC,78,46,30,2.0,,94,,,318,263,New England Whalers,858,18,49,272,6,45,234,6
