year,round,series,tmidwinner,lgidwinner,tmidloser,lgidloser,w,l,t,goalswinner,goalsloser,note
1987,DSF,E,DET,NHL,TOR,NHL,4,2,0,32,20,
1946,SF,A,MTL,NHL,BOS,NHL,4,1,0,16,10,
1986,DF,K,DET,NHL,TOR,NHL,4,3,0,20,18,
1918,F,,SEA,PCHA,VML,PCHA,1,1,0,7,5,TG
1998,CF,N,DAL,NHL,COL,NHL,4,3,0,23,16,
1939,SCF,E,NYR,NHL,TOR,NHL,4,2,0,14,11,
1981,DF,K,NYI,NHL,NYR,NHL,4,2,0,27,20,
1973,QF,C,PHI,NHL,ATF,NHL,4,0,0,17,6,
1937,QF,C,CHI,NHL,MTL,NHL,2,1,0,11,8,
2003,CQF,F,SJS,NHL,STL,NHL,4,1,0,12,9,
1951,SCF,C,DET,NHL,MTL,NHL,4,0,0,11,2,
1991,DSF,B,BOS,NHL,BUF,NHL,4,3,0,19,24,
1976,SCF,K,MTL,NHL,BOS,NHL,4,0,0,16,6,
1986,CF,M,PHI,NHL,MTL,NHL,4,2,0,22,22,
1948,SF,B,TOR,NHL,BOS,NHL,4,1,0,16,10,
1975,SCF,K,MTL,NHL,PHI,NHL,4,0,0,14,9,
2007,CF,M,PIT,NHL,PHI,NHL,4,1,0,20,9,
1973,QF,B,NYR,NHL,MTL,NHL,4,2,0,21,17,
1929,QF,B,MTL,NHL,CHI,NHL,1,0,1,3,2,TG
1921,SCF,,TRS,NHL,VML,PCHA,3,2,0,16,9,
1993,SCF,O,NYR,NHL,VAN,NHL,4,3,0,21,19,
2011,CF,M,NJD,NHL,NYR,NHL,4,2,0,15,14,
1998,SCF,O,DAL,NHL,BUF,NHL,4,2,0,13,9,
2003,CF,N,CAL,NHL,SJS,NHL,4,2,0,16,12,
1920,F,,OTS,NHL,TRS,NHL,2,0,0,7,0,TG
1967,SCF,G,MTL,NHL,STL,NHL,4,0,0,11,7,
1985,CF,N,CAL,NHL,STL,NHL,4,3,0,28,22,
1983,CF,M,NYI,NHL,MTL,NHL,4,2,0,17,12,
1992,DF,I,MTL,NHL,BUF,NHL,4,0,0,16,12,
1959,SCF,C,MTL,NHL,TOR,NHL,4,0,0,15,5,
1999,CQF,G,COL,NHL,PHO,NHL,4,1,0,17,10,
1973,DSF,,TOT,WHA,CLC,WHA,4,1,0,18,9,
2005,CSF,I,BUF,NHL,OTT,NHL,4,1,0,16,13,
1982,SCF,O,NYI,NHL,EDM,NHL,4,0,0,17,6,
1970,QF,B,NYR,NHL,TOR,NHL,4,2,0,16,15,
1976,Pre,B,BUF,NHL,MNS,NHL,2,0,0,11,3,
2011,CQF,B,WAS,NHL,BOS,NHL,4,3,0,16,15,
1981,CF,M,NYI,NHL,QUE,NHL,4,0,0,18,9,
1947,SF,B,DET,NHL,NYR,NHL,4,2,0,17,12,
1977,QF,F,BOS,NHL,CHI,NHL,4,0,0,19,9,
1985,DSF,G,EDM,NHL,VAN,NHL,3,0,0,17,5,
